SAL_CODE_2021,Suburb_Name,Median_mortgage_repay_monthly,Median_rent_weekly,Manager_Concentration_Pct,Manager_Plus_Professional_Pct,Median_tot_prsnl_inc_weekly,Total_Population,Total_Employed
SAL40545,Hackham West,1083,238,7.319013524264122,16.706443914081145,496,3620,1257
SAL40548,Hahndorf,1950,350,19.952681388012618,43.375394321766564,767,2814,1268
SAL40554,Hallett Cove,1700,380,11.76737160120846,35.10574018126888,838,12512,6620
SAL40564,Happy Valley (SA),1517,360,10.733076113644335,30.585759382672745,773,11420,5702
SAL40574,Hawthorn (SA),2600,295,17.26555652936021,56.17879053461875,1027,2221,1141
SAL40575,Hawthorndene,1842,400,15.30669667979741,50.1969611705121,928,3389,1777
SAL40582,Hectorville,1700,300,10.846681922196796,36.06407322654462,717,4241,2185
SAL40584,Henley Beach,2000,345,17.487980769230766,45.3125,971,6259,3328
SAL40585,Henley Beach South,2167,340,19.001919385796544,47.664747280870124,1040,2799,1563
SAL40586,Hewett,1733,340,13.578088578088579,31.585081585081586,951,2961,1716
SAL40587,Highbury (SA),1733,369,13.875862068965517,39.751724137931035,856,6956,3625
SAL40591,Hillbank,1495,346,9.642184557438794,24.444444444444443,823,5013,2655
SAL40592,Hillcrest (SA),1602,319,9.914529914529915,35.8974358974359,759,3659,1755
SAL40601,Holden Hill,1500,300,8.146067415730338,26.01123595505618,706,3716,1780
SAL40607,Hope Valley (SA),1517,320,9.349827387802073,30.12082853855006,658,8184,3476
SAL40612,Hove,1991,328,14.164305949008499,44.759206798866856,778,3189,1412
SAL40616,Huntfield Heights,1237,290,7.312826465467208,17.46952988972722,623,4199,1723
SAL40619,Ingle Farm,1387,310,6.307842182172431,21.188504627374574,636,9543,4106
SAL40646,Kadina,1083,250,11.816578483245149,26.807760141093475,598,2944,1134
SAL40666,Kapunda,1127,246,10.997643362136685,24.666142969363708,625,2947,1273
SAL40678,Kensington Gardens,2000,346,15.492957746478872,53.27257663628831,915,2498,1207
SAL40679,Kensington Park,2300,350,15.408085430968727,52.55530129672006,888,2627,1311
SAL40690,Kidman Park,1869,358,14.636752136752138,36.912393162393165,798,3874,1872
SAL40692,Kilburn,1472,270,8.074534161490684,23.824312333629106,542,5633,2254
SAL40702,Kingswood (SA),2100,333,16.0352422907489,52.42290748898678,906,2554,1135
SAL40703,Klemzig,1684,300,10.839785586658724,38.981536628945804,769,6713,3358
SAL40728,Kurralta Park,1600,300,8.64326872708224,33.89209009952855,826,3139,1909
SAL40749,Largs Bay,1800,315,13.638531235097759,38.29279923700525,858,4104,2097
SAL40750,Largs North,1705,304,11.254338125929598,29.846306395637086,827,4005,2017
SAL40760,Lewiston,1690,330,11.00811123986095,21.031286210892237,766,3275,1726
SAL40762,Lightsview,1722,400,13.585434173669467,45.09803921568628,1005,6090,3570
SAL40770,Littlehampton,1733,360,15.389082462253196,38.67595818815331,886,3300,1722
SAL40771,Lobethal,1473,310,12.826797385620914,30.718954248366014,759,2534,1224
SAL40775,Lockleys,2000,350,16.49620587264929,43.74793797426592,878,5987,3031
SAL40788,Lower Mitcham,2000,346,16.727605118829985,54.844606946983546,985,2187,1094
SAL40789,Loxton,1083,221,14.780029658922391,29.906080079090458,664,4677,2023
SAL40794,Lyndoch,1452,295,14.37908496732026,31.559290382819793,766,2151,1071
SAL40806,Magill,1950,341,11.629366241372098,44.82325873248275,781,9693,4781
SAL40814,Malvern (SA),2800,380,20.02913328477786,59.6504005826657,1117,2713,1373
SAL40822,Mansfield Park,1517,288,7.20360180090045,22.411205602801402,534,4608,1999
SAL40828,Marden,1668,305,11.79344033496162,44.033496161898114,818,2645,1433
SAL40829,Marino,1997,400,16.784452296819786,48.58657243816255,932,2277,1132
SAL40830,Marion,1712,355,10.099889012208656,37.34739178690344,659,4101,1802
SAL40844,Mawson Lakes,1659,360,13.00488808850013,39.04039104708001,915,13794,7774
SAL40852,McLaren Vale,1560,328,18.202374222724703,36.51780667043528,687,4061,1769
SAL40857,Melrose Park (SA),1900,350,11.282051282051283,41.19658119658119,832,2319,1170
SAL40874,Mile End,1800,345,12.03416149068323,44.29347826086957,820,4536,2576
SAL40878,Millicent,902,175,11.986131748390292,21.39673105497771,556,5110,2019
SAL40879,Millswood,2253,420,19.302949061662197,58.89186773905273,1171,2173,1119
SAL40893,Mitchell Park (SA),1582,278,7.872503840245776,33.102918586789556,635,5754,2604
SAL40895,Moana,1625,330,10.194460813199765,28.81555686505598,810,3316,1697
SAL40898,Modbury,1430,315,8.470049599389547,26.669210225104923,683,5593,2621
SAL40899,Modbury Heights,1495,340,10.161662817551962,28.348729792147807,782,6995,3464
SAL40900,Modbury North,1473,360,10.195227765726681,29.17570498915401,743,5704,2766
SAL40925,Morphett Vale,1300,295,7.996192289386006,20.01903855306997,639,24002,10505
SAL40927,Morphettville,1667,300,11.404494382022472,35.674157303370784,743,3686,1780
SAL40932,Mount Barker (SA),1603,350,11.96673506858192,32.476509342261586,815,18330,9259
SAL40947,Mount Gambier,1083,220,10.018919848641211,24.604403164774684,691,25591,11628
SAL40979,Munno Para,1296,265,7.840161861406171,18.512898330804248,685,4719,1977
SAL40981,Munno Para West,1319,315,8.227848101265822,18.326912493120528,834,7577,3634
SAL40987,Murray Bridge,1083,240,8.606259097525474,17.740174672489083,574,15043,5496
SAL40999,Myrtle Bank (SA),2174,350,17.666392769104355,58.09367296631059,777,3158,1217
SAL41003,Nailsworth,1995,300,14.602132895816242,45.28301886792453,925,2235,1219
SAL41005,Nairne,1500,350,12.039312039312039,31.344331344331344,859,5327,2849
SAL41011,Naracoorte,1083,230,13.937979326442148,26.442147382460817,758,6211,2999
SAL41029,Newton,1625,350,10.415122312824314,32.431430689399555,752,5117,2698
SAL41035,Noarlunga Downs,1352,250,9.77401129943503,25.593220338983052,648,4031,1770
SAL41038,North Adelaide,1914,390,15.397727272727273,55.17045454545455,964,6823,3520
SAL41041,North Brighton,2000,395,15.351257588898527,46.227233304423244,793,2665,1153
SAL41043,North Haven (SA),1636,365,11.592592592592593,28.888888888888886,758,5585,2700
SAL41045,North Plympton,1777,360,10.770975056689343,35.997732426303855,777,3610,1764
SAL41050,Northfield,1580,307,8.05511393746688,26.550079491255964,679,5043,1887
SAL41051,Northgate (SA),1742,395,14.285714285714285,43.63095238095238,881,3184,1680
SAL41053,Norwood (SA),2000,390,16.14231108497501,55.924728021170246,1002,6354,3401
SAL41055,Novar Gardens,2060,165,15.598086124401913,40.57416267942583,630,2508,1045
SAL41058,Nuriootpa,1348,295,12.231759656652361,25.137952176578786,697,6901,3262
SAL41061,O'Halloran Hill,1500,350,11.349036402569594,31.334760885082087,796,2722,1401
SAL41065,Oakden,1501,283,11.476426799007445,37.655086848635236,649,3583,1612
SAL41067,Oaklands Park,1625,300,8.650137741046832,33.774104683195596,648,3948,1815
SAL41072,Old Reynella,1441,330,9.063625450180073,25.1500600240096,707,3458,1666
SAL41076,Onkaparinga Hills,1625,385,13.3428981348637,29.555236728837876,825,2610,1394
SAL41081,Ottoway,1408,275,6.704824202780049,17.743254292722813,555,2783,1223
SAL41095,Panorama,2058,380,16.362053959965188,48.215839860748474,817,2388,1149
SAL41096,Para Hills,1300,325,7.2773699329715935,20.555378231726777,686,6793,3133
SAL41097,Para Hills West,1300,275,6.551475881929446,19.582433405327574,600,3295,1389
SAL41098,Para Vista,1300,285,7.774390243902439,22.5609756097561,642,3023,1312
SAL41101,Paradise (SA),1597,330,10.306326939593474,34.35442313197824,710,7217,3493
SAL41103,Parafield Gardens,1382,300,7.922856398227782,20.172009382329943,585,18467,7674
SAL41105,Paralowie,1300,305,8.83901705115346,18.405215646940825,678,17504,7976
SAL41113,Park Holme,1733,280,9.223918575063614,34.35114503816794,702,3199,1572
SAL41114,Parkside (SA),2167,395,15.830665243685521,56.527926004980436,1038,5126,2811
SAL41120,Pasadena,1733,333,12.325581395348838,44.34108527131783,701,3073,1290
SAL41123,Payneham,1700,300,11.930091185410333,42.17325227963526,874,2438,1316
SAL41136,Pennington,1517,250,8.09968847352025,25.981308411214954,568,3773,1605
SAL41167,Plympton,1662,300,9.587786259541984,34.87022900763358,843,5459,3275
SAL41168,Plympton Park,1820,320,10.536585365853659,36.78048780487805,831,3881,2050
SAL41185,Pooraka,1300,300,7.567401960784313,22.64093137254902,581,7583,3264
SAL41189,Port Augusta,979,194,7.489160425699645,22.625147812376824,635,6437,2537
SAL41190,Port Augusta West,1279,213,9.936452917388792,26.112073945696128,720,4046,1731
SAL41201,Port Lincoln,1300,240,10.81329453208761,27.4161433603921,717,14458,6529
SAL41206,Port Noarlunga,1534,320,10.01890359168242,29.174543163201005,717,3245,1587
SAL41207,Port Noarlunga South,1517,350,10.85219707057257,28.362183754993342,786,3058,1502
SAL41210,Port Pirie South,975,200,8.422939068100359,23.894862604540023,616,3878,1674
SAL41220,Prospect (SA),1929,350,14.913696758971811,47.100459456103316,954,14584,8053
SAL41242,Redwood Park,1517,350,9.912434325744309,30.612959719789846,837,5367,2855
SAL41248,Renmark,975,200,12.250262881177708,23.1335436382755,602,4705,1902
SAL41253,Reynella,1300,320,8.600770218228499,23.7056054771074,718,4836,2337
SAL41256,Richmond (SA),1700,300,9.979317476732161,34.126163391933815,771,3474,1934
SAL41257,Ridgehaven,1436,320,10.2711157455683,29.770594369134518,688,4304,1918
SAL41259,Risdon Park,1024,180,10.124101894186806,24.297844546048335,577,3878,1531
SAL41260,Risdon Park South,1300,185,9.408341416100873,25.21823472356935,713,2230,1031
SAL41276,Rosewater,1430,260,8.990075890251022,26.619964973730298,684,3582,1713
SAL41279,Rostrevor,1950,380,14.166050751416606,44.88790342448879,783,8452,4059
SAL41281,Roxby Downs,1517,260,8.114674441205054,20.01943634596696,1747,3671,2058
SAL41282,Royal Park,1560,330,8.832074375363161,26.786751888436953,751,3453,1721
SAL41288,Salisbury (SA),1213,260,6.793303283966516,16.22665808113329,536,8841,3106
SAL41289,Salisbury Downs,1300,273,7.059800664451828,17.98172757475083,535,6296,2408
SAL41290,Salisbury East,1300,290,8.422459893048128,20.40106951871658,599,9273,3740
SAL41291,Salisbury Heights,1514,330,10.512597741094702,25.456125108601217,816,4488,2302
SAL41292,Salisbury North,1127,260,5.680041688379364,13.31422615945805,540,10683,3838
SAL41311,Seacliff,1950,350,15.906976744186046,47.906976744186046,948,2117,1075
SAL41312,Seacliff Park,1800,370,15.076474872541878,41.587764020393294,856,2644,1373
SAL41313,Seacombe Gardens,1672,370,7.985697258641239,32.30035756853397,715,3373,1678
SAL41315,Seaford (SA),1400,330,10.07502679528403,26.259378349410508,656,4493,1866
SAL41317,Seaford Meadows,1610,360,11.038461538461538,28.23076923076923,854,5102,2600
SAL41318,Seaford Rise,1517,318,9.957924263674615,24.82468443197756,709,6105,2852
SAL41320,Seaton (SA),1700,310,10.154871593805135,29.209958831601647,696,10877,5101
SAL41321,Seaview Downs,1742,385,13.585746102449889,37.41648106904232,796,2718,1347
SAL41327,Sellicks Beach,1391,320,9.387121799844842,25.290923196276182,745,2705,1289
SAL41329,Semaphore,1733,320,17.148760330578515,44.0771349862259,857,2749,1452
SAL41330,Semaphore Park,1786,250,13.643574828133262,36.118455843469064,656,4541,1891
SAL41338,Sheidow Park,1560,380,10.902355120402223,30.775337390844136,905,6731,3779
SAL41347,Smithfield Plains,1092,251,5.17578125,11.42578125,511,3305,1024
SAL41352,Somerton Park,2058,335,17.84452296819788,46.5017667844523,908,5811,2830
SAL41353,South Brighton,1898,335,13.474640423921272,41.02952308856926,820,2763,1321
SAL41356,South Plympton,1700,340,10.963321241434905,37.80733575171302,805,4721,2481
SAL41366,St Agnes (SA),1500,340,9.73365617433414,30.702179176755447,746,4233,2065
SAL41367,St Clair (SA),1733,360,12.279635258358661,43.525835866261396,1055,2634,1645
SAL41373,St Marys (SA),1654,285,10.440251572327044,37.61006289308176,785,3010,1590
SAL41375,St Peters (SA),2700,310,16.924842226047048,60.527825588066555,1097,3231,1743
SAL41384,Stirling (SA),2448,450,21.677852348993287,61.74496644295302,1058,3067,1490
SAL41385,Stirling North,1306,250,8.19964349376114,21.65775401069519,925,2793,1122
SAL41395,Strathalbyn (SA),1500,300,12.082928409459022,27.30806608357629,641,7246,3087
SAL41401,Sturt (SA),1616,295,8.452950558213717,33.25358851674641,635,2787,1254
SAL41410,Surrey Downs,1473,330,10.728628800917958,26.850258175559382,828,3358,1743
SAL41420,Tanunda,1452,300,19.148936170212767,38.66002716161159,777,4710,2209
SAL41421,Taperoo,1359,250,8.43183609141056,21.82821118991332,585,3250,1269
SAL41432,Tea Tree Gully,1600,325,11.794871794871794,34.643874643874646,799,3499,1755
SAL41461,Toorak Gardens,2575,320,17.64252696456086,59.70724191063174,1068,2604,1298
SAL41464,Torrens Park,2167,330,19.606465214335913,58.186929023190444,1001,2687,1423
SAL41466,Torrensville,1863,360,12.079965971926839,41.21650361548277,799,4110,2351
SAL41471,Tranmere (SA),1978,385,13.77551020408163,45.45454545454545,831,4136,2156
SAL41473,Trott Park,1517,350,8.832807570977918,28.391167192429023,766,3124,1585
SAL41480,Two Wells,1700,300,11.735639283508338,21.74181593576282,818,3233,1619
SAL41488,Underdale,1786,310,12.59600614439324,37.48079877112136,830,2429,1302
SAL41490,Unley,2167,372,17.993557294063507,58.490566037735846,1066,3997,2173
SAL41499,Vale Park,2000,410,14.972419227738376,49.5665878644602,890,2452,1269
SAL41500,Valley View,1500,345,8.9,27.73333333333333,696,6405,3000
SAL41505,Victor Harbor,1203,267,11.000662690523527,27.037773359840955,536,4520,1509
SAL41507,Virginia (SA),1733,300,20.94890510948905,33.43065693430657,832,2759,1370
SAL41511,Waikerie,1000,200,12.79926335174954,23.572744014732965,581,2681,1086
SAL41514,Walkerville (SA),2167,373,17.711598746081506,61.28526645768025,981,2867,1276
SAL41515,Walkley Heights,1700,370,12.04156479217604,35.14669926650367,715,3513,1636
SAL41518,Wallaroo (SA),1169,245,12.661498708010335,24.031007751937985,506,3699,1161
SAL41539,Warradale,1733,380,12.436289500509684,41.31838260278627,854,5801,2943
SAL41564,West Beach (SA),2000,320,16.736882420528534,43.50823439295289,896,5175,2611
SAL41566,West Croydon,1733,350,11.151736745886655,39.62522851919561,784,4242,2188
SAL41568,West Lakes,1788,370,16.878048780487806,40.16260162601626,791,6768,3075
SAL41569,West Lakes Shore,1950,390,16.423589093214964,39.69562460367787,849,3236,1577
SAL41573,Westbourne Park,2167,305,15.634674922600619,50.85139318885449,884,2564,1292
SAL41585,Whyalla,1300,200,11.952191235059761,32.55549231644849,815,3609,1757
SAL41588,Whyalla Norrie,953,180,7.148530579825259,17.27561556791104,596,6288,2518
SAL41589,Whyalla Playford,1280,200,8.19805194805195,24.350649350649352,771,2540,1232
SAL41590,Whyalla Stuart,967,160,6.808707735062529,15.70171375636869,502,6476,2159
SAL41600,Willaston,1213,300,8.360337005832793,23.331173039533375,713,3458,1543
SAL41602,Williamstown (SA),1500,300,13.726747915330339,30.468248877485564,813,2981,1559
SAL41610,Willunga,1683,330,15.248525695029485,41.027801179443976,780,2445,1187
SAL41616,Windsor Gardens,1600,320,11.303191489361703,37.566489361702125,777,5827,3008
SAL41637,Woodcroft (SA),1517,350,10.708742886704604,27.159855147439217,771,11326,5799
SAL41642,Woodside (SA),1627,320,17.81652767247915,34.495830174374525,757,2701,1319
SAL41643,Woodville (SA),1733,300,12.266666666666666,34.57777777777778,750,2180,1125
SAL41645,Woodville North,1513,300,7.962529274004685,23.02888368462139,643,2721,1281
SAL41647,Woodville South,1800,340,11.733333333333333,33.6,862,3464,1875
SAL41648,Woodville West,1733,330,11.07913669064748,34.196642685851316,845,3854,2085
SAL41663,Wynn Vale,1517,310,12.260912211868563,32.93281020107896,813,7865,4078
SAL50008,Alexander Heights,1733,360,8.75,21.607142857142858,703,7772,3920
SAL50010,Alfred Cove,2400,430,15.535956580732698,49.525101763907735,993,2830,1474
SAL50011,Alkimos,1950,360,9.906542056074766,27.27102803738318,977,10203,5350
SAL50022,Applecross,2800,475,20.439377085650722,57.730812013348164,1167,7228,3596
SAL50024,Ardross,2600,470,16.917131816230143,55.38857878917991,1001,4578,2329
SAL50026,Armadale (WA),1300,270,5.562659846547315,14.599317988064792,558,13415,4692
SAL50031,Ascot (WA),2167,400,16.997518610421835,42.74193548387097,1035,3095,1612
SAL50032,Ashby (WA),1863,380,10.248681235870384,28.334589299171064,760,2850,1327
SAL50035,Attadale,2600,425,19.498357718722005,51.925948044192296,1066,6638,3349
SAL50036,Atwell,1950,400,11.769157994323558,33.69914853358562,939,9287,5285
SAL50037,Aubin Grove,2080,420,12.312482309651854,39.39994339088593,1086,6786,3533
SAL50039,Australind,1712,350,7.962374138844727,22.125066242713302,797,15988,7548
SAL50040,Aveley,1950,390,10.524927459773146,26.074914270640992,1046,13998,7582
SAL50053,Balcatta,1756,340,11.143748852579401,33.339452909858636,804,10813,5447
SAL50054,Baldivis,1900,360,10.190496807013746,25.543890031388678,941,37697,18478
SAL50055,Balga,1482,310,5.866236905721193,18.372280419016924,713,13864,6205
SAL50061,Ballajura,1703,350,8.799126637554586,22.510917030567683,716,18459,9160
SAL50069,Banksia Grove,1800,360,8.400809716599191,23.076923076923077,913,11351,5928
SAL50078,Bassendean (WA),1850,330,12.985630654603513,41.08568387440128,910,10837,5637
SAL50079,Bateman,2200,420,13.045793397231098,49.467518636847714,852,3832,1878
SAL50081,Baynton (WA),2200,315,13.250958670643376,32.85044737963357,1665,4496,2347
SAL50082,Bayonet Head,1517,350,9.571619812583668,24.9665327978581,707,3272,1494
SAL50083,Bayswater (WA),2000,350,14.249880554228382,45.65217391304348,1015,15288,8372
SAL50086,Beaconsfield (WA),2300,350,14.76808905380334,49.53617810760667,885,5315,2695
SAL50090,Beckenham,1733,340,7.38121546961326,24.243093922651934,796,9092,4525
SAL50091,Bedford,2167,360,14.618714618714618,45.854145854145855,929,5716,3003
SAL50092,Bedfordale,2492,370,14.917127071823206,32.10558624923266,967,3038,1629
SAL50093,Beechboro,1517,320,7.2586498911202515,17.92886523106702,651,9112,4133
SAL50098,Beeliar,2080,385,10.77342276252358,29.951792077132676,984,8617,4771
SAL50102,Beldon,1863,370,9.24908424908425,28.846153846153843,857,4094,2184
SAL50105,Belmont (WA),1733,350,9.850581073602656,29.413392363032653,865,6959,3614
SAL50110,Bennett Springs,1800,418,9.787377657779277,24.367195410057374,781,5929,2963
SAL50111,Bentley (WA),1555,320,5.535412134396906,24.75223591974861,618,9051,4137
SAL50115,Bertram,1686,350,7.697304319584281,20.266320233842155,887,6196,3079
SAL50117,Bibra Lake,1800,400,10.457296570275723,33.9946200403497,805,5892,2974
SAL50119,Bicton,2383,360,18.051253168121654,49.56350323852436,990,6961,3551
SAL50148,Booragoon,2500,410,14.790528233151184,48.67030965391621,847,5684,2745
SAL50159,Boulder,1302,300,5.94015185350603,13.17552478785172,1019,4872,2239
SAL50173,Brabham,1928,370,7.792207792207792,22.61389404246547,1059,8665,4851
SAL50178,Brentwood (WA),2100,350,14.175506268081003,49.27675988428158,785,2153,1037
SAL50180,Bridgetown,1400,300,11.351351351351353,27.104247104247104,580,3168,1295
SAL50183,Broadwater (WA),1733,370,10.30557219892151,25.04493708807669,632,4269,1669
SAL50187,Brookdale (WA),1438,300,5.785837651122625,14.335060449050086,620,2968,1158
SAL50190,Broome,1950,300,12.844036697247708,33.63914373088685,967,3797,1635
SAL50200,Bulgarra,1810,388,9.325153374233128,17.975460122699385,1409,2990,1630
SAL50201,Bull Creek (WA),2167,420,12.514384349827386,50.08630609896433,756,8030,3476
SAL50207,Bullsbrook,1950,350,10.837096213963182,23.167766585620004,869,5605,2879
SAL50210,Bunbury (WA),1733,330,13.27843540916109,43.540916109109624,923,3948,1943
SAL50221,Burns Beach,2890,650,18.494623655913976,43.31182795698925,1153,4071,2325
SAL50226,Burswood,2167,430,17.959427207637233,46.241050119331746,1132,2779,1676
SAL50229,Butler (WA),1733,340,8.623024830699775,22.75395033860045,785,13473,6645
SAL50230,Byford,1898,380,8.609980723923751,21.010923109873637,947,18878,9338
SAL50231,Cable Beach,2167,371,14.587664587664587,38.91198891198891,1166,5730,2886
SAL50240,Camillo,1300,280,6.172839506172839,15.039281705948374,610,4442,1782
SAL50245,Canning Vale,2000,425,11.567250115154307,36.27936434822662,830,34504,17368
SAL50246,Cannington,1512,350,6.551535087719299,24.561403508771928,781,6875,3648
SAL50251,Capel,1498,320,9.16030534351145,21.289228159457167,703,2606,1179
SAL50261,Carey Park,1261,270,5.743243243243244,15.106177606177607,592,5155,2072
SAL50262,Carine,2340,450,17.304445694991557,50.647158131682616,969,7330,3554
SAL50263,Carlisle,1900,340,11.582694414019715,41.07338444687842,963,6733,3652
SAL50269,Carramar (WA),2017,440,11.257783312577834,30.809464508094646,938,7178,4015
SAL50273,Castletown,1717,300,11.004273504273504,23.183760683760685,833,3968,1872
SAL50277,Caversham,2000,390,10.68840579710145,30.745341614906835,980,7419,3864
SAL50293,Churchlands,2600,365,16.69307976756471,56.94664553618595,1015,3638,1893
SAL50294,City Beach,4000,750,22.270337148159605,62.913702443550875,1228,6805,3233
SAL50296,Claremont (WA),2800,460,18.509174311926603,60.940366972477065,1115,9248,4360
SAL50297,Clarkson,1733,350,8.999017268005053,25.171978099115545,828,13904,7123
SAL50301,Cloverdale,1700,340,8.416742493175613,25.818926296633304,812,8864,4396
SAL50310,Collie (WA),1263,250,6.07988688582538,14.316012725344645,574,7599,2829
SAL50316,Como (WA),2041,350,13.887852791247045,51.65982842223051,1001,14786,8043
SAL50318,Connolly,2167,415,14.736323311976344,37.35830458353869,948,3675,2029
SAL50320,Coodanup,1300,240,7.120500782472614,18.70109546165884,487,4366,1278
SAL50321,Coogee (WA),2500,430,16.111314536799707,38.227755400952034,870,5345,2731
SAL50324,Coolbellup,1600,300,8.0,32.526315789473685,772,5698,2850
SAL50329,Cooloongup,1313,300,7.98175598631699,18.510072215887497,596,6696,2631
SAL50343,Cottesloe,3925,550,19.836146971201586,64.4240317775571,1458,7750,4028
SAL50347,Cowaramup,1950,390,14.83560545308741,33.520449077786694,876,2482,1247
SAL50350,Craigie (WA),1733,375,9.79366463237431,31.473408892763732,927,6456,3441
SAL50353,Crawley,1941,350,7.348066298342541,40.994475138121544,435,3975,1810
SAL50367,Currambine,2000,400,11.755567063697566,34.17918177110305,883,6834,3862
SAL50374,Dalkeith,5000,802,20.376470588235293,67.81176470588235,1403,4398,2125
SAL50376,Dalyellup,1733,350,8.976441917140535,27.64012997562957,885,9770,4924
SAL50384,Darch,2000,460,12.270408163265307,32.7295918367347,810,7347,3920
SAL50390,Darlington (WA),2100,420,17.11229946524064,50.90909090909091,938,3725,1870
SAL50396,Dawesville,1842,350,9.316770186335404,23.18840579710145,643,7143,2898
SAL50397,Dayton,2000,360,9.400860642171466,24.726911618669316,1021,5507,3021
SAL50404,Denmark,1377,300,11.11111111111111,33.23412698412698,577,2691,1008
SAL50405,Derby (WA),1638,180,11.239193083573488,34.48607108549472,855,3222,1041
SAL50409,Dianella,2000,340,12.568890351237972,39.17907378465082,789,24169,12157
SAL50415,Djugun,2343,350,12.933568489124045,36.507936507936506,1355,3291,1701
SAL50419,Donnybrook (WA),1486,300,11.137629276054097,23.309466984884647,627,3035,1257
SAL50423,Doubleview,2300,400,15.925925925925927,50.46783625730994,1159,9205,5130
SAL50431,Dudley Park (WA),1530,310,9.338374291115311,21.62570888468809,590,6957,2645
SAL50438,Duncraig,2208,460,15.814189617971824,47.83601979946694,951,15982,7879
SAL50441,Dunsborough,1885,450,13.729903536977492,33.11897106109325,883,6413,3110
SAL50452,East Bunbury,1470,300,8.943965517241379,22.575431034482758,679,4019,1856
SAL50453,East Cannington,1733,350,6.887218045112782,25.17293233082707,801,6512,3325
SAL50457,East Fremantle,2600,420,19.19920417806516,56.801790599353396,1075,7819,4021
SAL50464,East Perth,1950,410,14.949100543857202,50.89945614279738,1174,11681,7171
SAL50468,East Victoria Park,2073,350,13.007456503728251,46.7937033968517,1048,10569,6035
SAL50472,Eaton (WA),1517,340,7.204684317718941,18.660896130346234,717,8669,3928
SAL50473,Eden Hill,1733,340,9.905397885364495,29.382303839732888,788,3703,1797
SAL50474,Edgewater,1950,390,11.734909244406923,36.42887294216969,869,4657,2369
SAL50476,Eglinton (WA),1950,350,9.167991520932697,24.165341812400637,1004,3705,1887
SAL50482,Ellenbrook,1833,350,9.012692733622966,21.36468182979811,840,24668,11739
SAL50484,Embleton,1842,340,11.712214166201896,35.415504740658115,812,3600,1793
SAL50491,Erskine (WA),1701,320,8.069164265129682,22.881844380403457,549,5429,1735
SAL50497,Exmouth,2090,340,12.288401253918495,27.335423197492165,967,2806,1595
SAL50500,Falcon,1625,300,9.686098654708521,25.291479820627806,635,5531,2230
SAL50502,Ferndale (WA),1700,314,9.255725190839694,33.30152671755725,745,4457,2096
SAL50510,Floreat,3250,600,20.530852994555353,63.997277676951,1215,8621,4408
SAL50518,Forrestfield,1733,350,9.124883213952039,22.251635004671442,810,13181,6422
SAL50522,Fremantle,2167,380,14.633181728297409,53.80660470634764,1021,9251,5057
SAL50533,Gelorup,2000,380,11.024978466838933,33.59173126614987,865,2255,1161
SAL50534,Geographe,1733,360,11.895674300254452,28.435114503816795,677,3622,1572
SAL50536,Geraldton,1400,220,8.96551724137931,31.877394636015328,645,3246,1305
SAL50542,Gidgegannup,2300,350,18.072289156626507,33.26639892904953,917,2818,1494
SAL50550,Girrawheen,1400,293,6.9266430324515955,19.116443959640034,582,8897,3667
SAL50552,Glen Forrest,1950,380,12.42015613910575,40.73811213626686,876,2789,1409
SAL50553,Glen Iris (WA),1517,330,7.666666666666666,17.866666666666667,784,3143,1500
SAL50556,Glendalough,1300,280,5.598455598455598,25.03217503217503,848,2628,1554
SAL50566,Golden Bay,1777,350,9.334726576105886,24.45141065830721,895,5681,2871
SAL50571,Gooseberry Hill,2253,400,17.861557478368358,47.46600741656366,918,3323,1618
SAL50574,Gosnells,1500,290,5.906976744186046,16.41860465116279,635,21149,8600
SAL50583,Greenfields,1387,295,6.9915868871482445,17.43545111691326,540,9869,3447
SAL50585,Greenmount (WA),1800,345,12.01923076923077,32.7724358974359,806,2666,1248
SAL50587,Greenwood (WA),1972,390,11.590134349308201,37.15660717866453,876,9861,4987
SAL50599,Gwelup,2600,600,17.436093094238842,51.96489889355208,981,5391,2621
SAL50603,Halls Head,1733,350,10.782501540357362,27.402957486136785,741,14474,6492
SAL50607,Hamersley,2000,380,11.055469953775038,38.44375963020031,892,5209,2596
SAL50609,Hamilton Hill,1733,320,10.447220713380409,35.4155350353069,765,11327,5523
SAL50610,Hammond Park,2000,410,11.464809748818702,35.7125093260383,1200,6985,4021
SAL50611,Hannans,1717,300,10.698365527488855,32.466567607726596,1434,2410,1346
SAL50613,Harrisdale,2000,420,10.966183574879228,36.02254428341385,1068,11667,6210
SAL50615,Harvey,1517,280,9.322033898305085,18.383311603650586,742,3462,1534
SAL50619,Haynes,1950,385,8.122605363984674,26.436781609195403,1008,2417,1305
SAL50622,Heathridge,1734,370,8.966096945923228,27.710843373493976,874,6898,3569
SAL50623,Helena Valley,2100,400,12.671394799054372,32.05673758865248,872,4130,2115
SAL50625,Henley Brook,2058,370,12.54932912391476,27.545382794001576,771,2500,1267
SAL50633,High Wycombe,1733,380,9.127301841473178,21.681345076060847,839,12198,6245
SAL50635,Highgate (WA),1752,365,14.49763991908294,52.663519892110585,1194,2326,1483
SAL50636,Hilbert,1800,370,9.017857142857142,22.857142857142858,1034,4165,2240
SAL50638,Hillarys,2400,490,18.70405197469653,47.32432894511883,983,11200,5849
SAL50641,Hilton (WA),1950,300,12.415458937198068,45.60386473429951,842,4323,2070
SAL50645,Hocking,1965,400,11.452215696743192,31.340096102509342,956,6987,3746
