rank,SA1_CODE_2021,state,gentrification_risk_score,local_morans_i,spatial_lag,lisa_category,total_population,median_personal_income,pct_year12,pct_young_professionals,edu_income_mismatch
8563,12203169541,NSW,55.60671927844266,0.4553111796809247,58.54582482980307,LL (Coldspot),279,1164,75.9090909090909,39.784946236559136,-8.001321565631699
8564,12701159313,NSW,55.603588447999,-0.0,0.0,LL (Coldspot),293,571,68.91891891891892,22.525597269624573,54.77415498719242
8565,12801153042,NSW,55.60281435641912,0.50982309956576,58.084443059207146,LL (Coldspot),378,1282,75.0,51.05820105820106,-13.89942907914019
8566,80107113201,ACT,55.60155953163052,-0.0,0.0,LL (Coldspot),7,1042,100.0,42.85714285714285,19.201176182308277
8567,21301132903,VIC,55.599690442981306,0.7098028087701866,56.38646443649792,LL (Coldspot),362,652,70.83333333333334,23.756906077348063,48.649028340962886
8568,11901165505,NSW,55.59640722900599,0.4705946114486785,58.42182266854287,LL (Coldspot),578,579,67.1875,25.77854671280277,50.22495404353983
8569,12703173017,NSW,55.59460610839531,0.4820052012299816,58.32595218274791,LL (Coldspot),364,894,78.51239669421489,35.714285714285715,21.010559469751257
8570,20605112903,VIC,55.59257224742179,0.6786664103642538,56.65715973161425,LL (Coldspot),401,1228,81.66189111747852,39.900249376558605,-2.185497237844217
8571,21303134910,VIC,55.59192759752019,0.35833023120263763,59.37768498067519,LL (Coldspot),321,853,78.29457364341084,27.725856697819317,26.8011729393026
8572,20603111519,VIC,55.59124910946694,0.19628123644913617,60.7538119538454,LL (Coldspot),364,400,52.6829268292683,28.846153846153843,32.58049716485209
8573,21005154507,VIC,55.59106157801848,0.4276612966311522,58.78945394737465,LL (Coldspot),640,394,62.06088992974239,25.46875,52.24368890032813
8574,40203117622,SA,55.590644668855546,0.29918757365731435,59.88034372622363,LL (Coldspot),582,710,64.81481481481481,30.756013745704468,27.39356544403393
8575,12703152206,NSW,55.58843434222731,0.15872930631537127,61.07318973234401,LH (Low-High Outlier),615,560,61.08490566037735,30.08130081300813,39.11294777196529
8576,30910156219,QLD,55.58827736157436,-0.23502891354881,64.41484359157364,LH (Low-High Outlier),580,813,69.88764044943821,33.10344827586207,19.04343432928225
