rank,SA1_CODE_2021,gentrification_risk_score,gentrification_risk_percentile,risk_category,total_population,median_personal_income,median_household_income,median_rent_weekly,income_percentile,education_percentile,pct_year12,pct_tertiary,edu_income_mismatch,pct_young_professionals,pct_age_20_24,pct_overseas_born,pct_non_english,avg_household_size,rental_stress,income_component,education_component,youth_component,mismatch_component,diversity_component,density_component
438,12101168401,78.77664457723962,99.29338335165902,Very High,498,810,1652,528,51.461742448742,97.37505807393642,89.67136150234741,0.0,46.666493045026535,49.19678714859438,8.634538152610443,77.10843373493977,75.90361445783132,2.0,100,50.97361757739116,97.6401106224177,95.8218659837531,46.666493045026535,99.52153507496782,88.8973541468262
439,21204131704,78.76321296128101,99.29176637992367,Very High,389,615,1481,381,19.886326887006014,83.0913585982611,77.27272727272727,0.0,64.22459089548857,42.159383033419026,10.282776349614396,70.17994858611826,74.03598971722364,2.5,0,19.073756432246995,83.29834732773557,92.24322144526022,64.22459089548857,98.9533579764921,58.33712889735414
440,12503148150,78.72730784285334,99.29014940818834,Very High,386,717,1708,430,34.62906668391437,92.08452246631713,83.72093023255815,0.0,58.36008706866024,56.476683937823836,8.290155440414509,76.16580310880829,77.2020725388601,2.6,0,33.967981703830766,92.32806877249101,97.8689437843501,58.360087068660235,99.54811645969181,50.30019460891887
441,11904137812,78.68772411776249,99.28853243645301,Very High,14,725,1999,348,35.97923808291831,99.72539324351231,100.0,0.0,64.66797353589807,57.14285714285714,0.0,50.0,35.714285714285715,2.8,0,35.33202646410193,100.0,97.07239604553129,64.66797353589807,83.74132989990449,34.117013788248926
442,30303106109,78.66695643302451,99.28691546471768,Very High,457,566,1520,475,14.238244615484122,87.16897856242119,80.0,0.0,74.02490433214936,36.32385120350109,10.065645514223196,60.83150984682714,64.98905908096279,2.8,100,13.367638650657518,87.39254298280687,86.39133941414663,74.02490433214936,96.39822236989659,34.117013788248926
443,21205156703,78.66596671512659,99.28529849298235,Very High,471,803,1616,361,49.95957570661665,96.51888232561227,88.38383838383838,0.0,47.32443880244193,54.35244161358811,14.8619957537155,66.2420382165605,59.447983014862,2.1,0,49.456015682430774,96.7804544848727,98.09011465963799,47.32443880244193,96.36167296590106,84.26649000041407
444,12501158656,78.64473252770075,99.28368152124702,Very High,455,679,1604,435,28.397257615936873,92.77643193734652,84.36724565756823,0.0,65.35065170207339,38.681318681318686,21.318681318681318,78.24175824175825,81.97802197802197,2.8,0,27.67213918157314,93.02279088364654,93.71658532123824,65.35065170207339,99.77738090293641,34.117013788248926
445,12003139611,78.64170294565356,99.28206454951167,Very High,366,778,1656,400,45.92603971282582,98.07526382159686,91.00719424460432,0.0,52.96212867462669,44.53551912568306,7.377049180327869,66.66666666666666,72.1311475409836,2.3,0,45.38103406027934,98.34316273490603,92.91588023513957,52.96212867462668,98.39514889728788,72.84998550784645
446,40303106601,78.63421929150093,99.28044757777634,Very High,488,599,1542,300,17.971023866502815,86.57828366629057,79.60199004975125,0.0,69.66067371140247,43.0327868852459,13.524590163934427,48.5655737704918,40.77868852459016,2.7,0,17.13877317650903,86.7994468879115,93.99762199735594,69.66067371140247,85.22241142999543,42.114198169848024
447,12501158652,78.6338875238127,99.278830606041,Very High,804,813,1615,500,51.92177090744454,99.23010552863875,94.76117103235747,0.0,48.064325972624914,58.95522388059702,10.820895522388058,77.61194029850746,78.23383084577115,2.3,100,51.43837294780691,99.50269892043183,98.54409698259737,48.064325972624914,99.64945798895211,72.84998550784645
448,12003167802,78.61804114800877,99.27721363430567,Very High,331,820,1795,510,53.114287562253416,98.79372137784563,92.88256227758008,0.0,46.421397829825025,58.006042296072515,15.407854984894259,72.80966767371602,76.43504531722054,2.2,0,52.64314302050151,99.06454085032654,98.73367201855841,46.421397829825025,99.29891597790423,78.9756117759099
449,11902157319,78.57771074704864,99.27559666257034,Very High,611,611,1177,320,19.334131039389433,86.73093515630185,79.70660146699267,0.0,68.43683228334083,41.4075286415712,5.728314238952537,68.24877250409165,82.8150572831424,2.7,0,18.515886629094176,86.95271891243502,89.71222842128896,68.43683228334083,99.42434688707064,42.114198169848024
450,50603112751,78.56274881681567,99.273979690835,Very High,374,822,1317,340,53.474063773365245,96.33802349505541,88.11188811188812,0.0,43.5922444303337,59.35828877005348,16.31016042780749,70.58823529411765,66.57754010695187,1.9,0,53.00661602548396,96.59886045581766,98.95816877167017,43.5922444303337,98.2024338580388,92.55848619104799
451,12501158653,78.55042410690386,99.27236271909968,Very High,226,634,1416,428,22.38939913330315,94.102176942988,85.6,0.0,72.7513767016268,29.20353982300885,11.061946902654867,69.91150442477876,50.442477876106196,2.5,100,21.602548395001225,94.35392509662802,74.3317064247645,72.7513767016268,95.17714000913736,58.33712889735414
452,11902157412,78.52763678853265,99.27074574736433,Very High,394,595,1145,340,17.496442662182265,82.71304838388531,77.01149425287356,0.0,66.25918373971983,43.401015228426395,7.3604060913705585,63.95939086294417,75.88832487309645,2.6,0,16.659315527240054,82.91849926695988,92.06861285950662,66.25918373971983,98.51974913818167,50.30019460891887
453,30203103909,78.50922349685524,99.269128775629,Very High,17,225,0,0,2.1069141711402883,99.72539324351231,100.0,0.0,98.88834436004247,23.52941176470588,58.82352941176471,0.0,0.0,0.0,0,1.1116556399575266,100.0,95.59321188336149,98.88834436004247,0.0,0.0
454,12501158514,78.49855567257121,99.26751180389367,Very High,304,564,1132,325,14.0425910355087,80.93432667418863,75.92592592592592,0.0,67.96257230179889,33.223684210526315,9.539473684210527,70.06578947368422,74.3421052631579,2.3,0,13.169974679408641,81.13254698120753,81.44243321221596,67.96257230179889,98.96166465921836,72.84998550784645
455,11701163403,78.48769869583845,99.26589483215832,Very High,316,684,1362,395,29.124894896837205,93.32066768434326,84.83412322274881,0.0,65.16198584684396,39.87341772151899,6.012658227848101,58.54430379746836,63.60759493670886,2.6,0,28.407253124234256,93.56923897107822,88.2347071980311,65.16198584684396,95.56921543381651,50.30019460891887
456,12501158308,78.48709739360064,99.264277860423,Very High,588,691,1687,420,30.310135178837072,93.32315656733257,84.83516483516483,0.0,63.967065913975816,48.12925170068027,22.61904761904762,81.97278911564626,85.37414965986395,2.9,0,29.604672057502246,93.57173797147806,97.60786237517564,63.967065913975816,99.91194916310171,26.697031178833175
457,50603112407,78.4770011391176,99.26266088868768,Very High,333,542,1158,340,12.011674535929112,79.55797438109776,75.09293680297398,0.0,68.63240977398145,33.933933933933936,15.915915915915916,55.25525525525525,51.051051051051054,2.4,0,11.118189986114512,79.75059976009597,87.0939311044409,68.63240977398145,91.31037920006645,65.88547058092831
458,12504171817,78.45908255444112,99.26104391695233,Very High,312,758,1819,380,42.151219196688444,97.5277095639477,89.92537313432835,0.0,56.22595636253379,46.47435897435898,17.628205128205128,75.64102564102564,79.8076923076923,2.6,0,41.56742628440742,97.79338264694121,96.47207509832127,56.22595636253379,99.6295219504091,50.30019460891887
459,40101100141,78.45866328944389,99.259426945217,Very High,374,750,1511,470,40.7201992109178,92.12932236012477,83.76383763837639,0.0,52.25134858251423,38.23529411764706,20.32085561497326,51.06951871657755,45.45454545454545,1.9,100,40.121702197173896,92.37305077968813,93.06471326775812,52.25134858251423,87.92706732566351,92.55848619104799
460,30909154113,78.4514204842538,99.25780997348166,Very High,838,685,1292,480,29.304378759459283,85.07831685139709,78.59237536656892,0.0,56.70480141685055,41.646778042959426,14.439140811455847,51.3126491646778,39.26014319809069,2.0,100,28.58858123009066,85.29338264694121,93.42224513382502,56.70480141685055,85.6543589317606,88.8973541468262
461,50302103919,78.44126421242083,99.25619300174633,Very High,404,384,3892,645,2.7391501196559083,96.39609743147275,88.18443804034582,0.0,94.9067824883442,19.801980198019802,29.207920792079207,32.67326732673268,25.247524752475247,3.4,0,1.7503879768030708,96.65717046514727,73.3489095278085,94.9067824883442,68.8781824978195,5.00269139994203
462,20703116408,78.43092273690284,99.254576030011,Very High,420,748,1767,396,40.302212017333936,93.53305236609809,85.01529051987767,0.0,54.08306692841934,42.61904761904762,10.952380952380953,57.38095238095238,55.952380952380956,2.2,0,39.699420076778566,93.78248700519791,92.8111150836874,54.08306692841934,93.34136312663539,78.9756117759099
463,40205105226,78.42328233939811,99.25295905827566,Very High,460,652,1337,334,24.451038095854084,83.59577221742882,77.61194029850746,0.0,60.11944017622878,53.69565217391305,13.043478260869565,49.78260869565217,46.30434782608695,2.4,0,23.685371232541044,83.80481140876982,97.78247096092926,60.11944017622878,87.76591768077418,65.88547058092831
464,11903166416,78.38272266434483,99.25134208654033,Very High,526,754,1542,400,41.3969018821551,96.86234817813765,88.88888888888889,0.0,56.319958376201924,47.90874524714829,14.82889733840304,74.33460076045627,78.13688212927757,2.6,0,40.80535816384872,97.12531654005065,96.48704154852872,56.31995837620193,99.5015990364248,50.30019460891887
465,20703116306,78.37524497993564,99.249725114805,Very High,424,750,1358,371,40.7201992109178,92.43213645715804,84.05405405405405,0.0,52.555393631161444,42.924528301886795,12.264150943396226,67.45283018867924,67.9245283018868,2.2,0,40.121702197173896,92.67709582833534,93.54363967439657,52.55539363116144,97.95821738588695,78.9756117759099
466,21301132807,78.37238855826993,99.24810814306966,Very High,341,577,846,240,15.531013517883707,74.02352824052565,71.84873949579831,0.0,59.5199647821995,41.05571847507331,7.038123167155426,61.29032258064516,65.10263929618768,1.9,0,14.673691088785427,74.19365587098493,90.01155742543799,59.519964782199494,96.5261452838809,92.55848619104799
467,11703164515,78.35359938488901,99.24649117133433,Very High,608,735,2399,640,37.88403078714184,97.58080573438642,90.0,0.0,60.59030324813636,65.95394736842105,10.855263157894738,79.60526315789474,73.35526315789474,2.9,0,37.256391407334796,97.84669465547115,99.39385876659823,60.59030324813636,99.5182124018773,26.697031178833175
468,30303106508,78.3465027161716,99.24487419959898,Very High,763,630,1536,428,21.86307483345191,85.58687860888034,78.94736842105263,0.0,64.73319575216553,38.663171690694625,14.285714285714285,55.83224115334207,52.8178243774574,2.5,0,21.070815976476354,85.80401172864188,91.13071531317297,64.73319575216553,92.02890725588736,58.33712889735414
469,12003168025,78.33957315178588,99.24325722786365,Very High,260,776,2019,433,45.567071987581656,98.83520276100086,93.04347826086956,0.0,54.08781300842399,45.0,33.46153846153846,86.92307692307692,81.92307692307692,2.6,0,45.01837784856653,99.10619085699052,98.08013702616637,54.08781300842399,99.92856252855422,50.30019460891887
470,11902165918,78.33721836517132,99.24164025612832,Very High,530,549,1357,443,12.611571049738052,81.71168779451781,76.39198218262806,0.0,70.18881751391577,32.64150943396226,9.056603773584905,73.9622641509434,76.79245283018868,2.4,100,11.72425059217512,81.91306810609089,79.82106777307537,70.18881751391577,99.40358018025502,65.88547058092831
471,11303127033,78.3357507071346,99.24002328439299,Very High,7,599,2750,94,17.971023866502815,99.72539324351231,100.0,0.0,82.86122682349097,42.857142857142854,0.0,0.0,0.0,2.3,0,17.13877317650903,100.0,88.19729107251246,82.86122682349097,0.0,72.84998550784645
472,11903137331,78.32473926818541,99.23840631265766,Very High,158,718,1071,370,34.79723174438911,84.2138448264419,78.03030303030303,0.0,50.287521804151005,45.56962025316456,10.759493670886076,68.35443037974683,73.41772151898735,1.8,100,34.13787470391244,84.42539650806344,94.67610107342708,50.287521804151005,98.7307388794285,95.18198004223427
473,11902165920,78.32139390447998,99.23678934092231,Very High,525,532,1230,380,11.142552228187052,79.32484900776532,74.94033412887828,0.0,69.276389501375,31.61904761904762,10.857142857142858,74.85714285714286,80.0,2.3,100,10.240137221269297,79.51652672264429,79.60488571452329,69.276389501375,99.6095859118661,72.84998550784645
474,30805153401,78.30444599142504,99.23517236918698,Very High,12,700,612,95,31.664349007179354,99.72539324351231,100.0,0.0,69.02719921587847,50.0,0.0,91.66666666666666,50.0,3.3,0,30.972800784121535,100.0,94.1406347437827,69.02719921587847,98.71578685052125,7.381888948697775
475,30501110541,78.27137935112361,99.23355539745165,Very High,472,843,1480,410,56.77187762757907,98.87336563350368,93.15403422982885,0.0,42.80619309084338,51.059322033898304,17.16101694915254,66.10169491525424,52.96610169491526,1.8,0,56.33831577227804,99.14450886312142,97.64610997015025,42.80619309084338,94.87809943099224,95.18198004223427
476,11902166008,78.2339166975589,99.23193842571632,Very High,478,653,1394,385,24.68630748334519,84.70498440299994,78.34224598930481,0.0,60.99547451296376,43.51464435146444,10.460251046025103,78.66108786610879,82.63598326359832,2.5,0,23.923058074001467,84.91853258696523,93.33909818822806,60.99547451296377,99.79233293184367,58.33712889735414
477,12504171906,78.22970181795856,99.23032145398099,Very High,502,788,1533,320,47.777472349783324,95.70833609875888,87.31343283582089,0.0,48.715122706941074,57.76892430278885,10.95617529880478,75.0996015936255,70.91633466135458,2.3,0,47.25149064771706,95.96661335465814,98.36117370228405,48.715122706941074,99.09124890974789,72.84998550784645
478,11902166006,78.22310729815713,99.22870448224566,Very High,344,588,1442,370,16.70978591294224,82.37787880799098,76.81159420289855,0.0,66.71739153721833,38.08139534883721,13.372093023255813,72.09302325581395,74.70930232558139,2.6,0,15.864575675896427,82.58196721311477,90.16371633588041,66.71739153721833,99.13776633301491,50.30019460891887
479,20604150626,78.17653695070905,99.22708751051032,Very High,728,518,823,150,10.034926589483216,74.5520010619234,72.13822894168467,0.0,65.60314651399915,34.89010989010989,10.027472527472527,45.74175824175824,46.97802197802198,1.9,0,9.121130441885159,74.7242769558843,84.39913859764361,65.60314651399915,86.51160858910994,92.55848619104799
480,40101100201,78.16646306978274,99.22547053877499,Very High,453,459,2307,438,4.829086087575189,97.74507201168116,90.33078880407125,0.0,94.14983010308087,16.55629139072848,26.048565121412803,15.894039735099339,6.401766004415011,2.0,0,3.8617985787797107,98.01162868186059,54.821275640439346,94.14983010308087,29.17223906632886,88.8973541468262
481,21205156811,78.15502566232396,99.22385356703964,Very High,384,688,1786,430,29.814533341957183,91.648138315524,83.38461538461537,0.0,62.785932919162654,46.61458333333333,16.927083333333336,73.17708333333334,70.05208333333334,2.8,0,29.103977783223066,91.88991070238572,96.39557990837207,62.785932919162654,98.8586617934128,34.117013788248926
482,11703164514,78.15121293539568,99.22223659530431,Very High,644,850,1819,680,57.91265118685725,98.95798765514037,93.37016574585635,0.0,41.73866380099924,57.14285714285714,25.77639751552795,78.1055900621118,74.84472049689441,2.0,100,57.49081107571673,99.22947487671597,99.26747540929085,41.73866380099924,99.51655106533207,88.8973541468262
483,20702115755,78.14664248350431,99.22061962356898,Very High,408,781,1304,450,46.505724079943086,93.97607353819606,85.44303797468355,0.0,48.2606342417701,46.07843137254902,5.147058823529411,71.56862745098039,75.24509803921569,2.0,100,45.96667483459937,94.22730907636947,93.26925475392663,48.2606342417701,99.14275034265066,88.8973541468262
484,11902136242,78.14399933398286,99.21900265183365,Very High,243,581,1264,340,15.979723174438911,80.4630981615451,75.64766839378238,0.0,65.53239155207802,33.744855967078195,9.876543209876543,51.85185185185185,71.19341563786008,2.2,0,15.127011353426449,80.65940290550448,82.55826522212708,65.53239155207802,95.7162437180712,78.9756117759099
485,11901157134,78.13451494597994,99.21738568009832,Very High,274,517,1137,400,9.959737403790182,89.45958054025354,81.66666666666667,0.0,80.64728768298284,35.03649635036496,4.744525547445255,62.40875912408759,82.84671532846716,3.1,100,9.045168667810177,89.69245635079301,80.2900165462422,80.64728768298284,99.02977945757362,14.786137219990888
486,20703116150,78.12618412382733,99.21576870836297,Very High,315,764,1542,401,43.2362072310976,94.70116811574965,86.23188405797102,0.0,52.29178834061408,42.22222222222222,13.015873015873018,58.730158730158735,55.23809523809524,2.2,0,42.6635628522421,94.95535119285618,93.32246879910868,52.29178834061409,93.52577148315821,78.9756117759099
487,60105103123,78.1184889020606,99.21415173662764,Very High,330,717,1968,295,34.62906668391437,97.25973982876485,89.47368421052632,0.0,63.55634190006101,50.90909090909091,12.727272727272727,49.3939393939394,40.909090909090914,2.8,0,33.967981703830766,97.52432360389177,97.1098121710499,63.55634190006101,85.5596627486813,34.117013788248926
488,30909154140,78.09776846468203,99.21253476489231,Very High,439,704,1353,420,32.38875234460902,84.82030264817149,78.42639593908629,0.0,53.329672051786964,47.83599088838269,12.072892938496583,56.49202733485193,40.091116173120724,2.0,100,31.704647553704156,85.03431960549112,95.97153048582761,53.32967205178697,87.94617269593388,88.8973541468262
489,10704154910,78.0891065136645,99.21091779315697,Very High,561,603,1370,350,18.412457150249015,85.41431605495453,78.82882882882883,0.0,68.04600539919618,34.40285204991088,17.647058823529413,43.672014260249554,43.49376114081996,2.5,0,17.584742301723434,85.63074770091961,88.6379698841763,68.04600539919618,84.35187108028408,58.33712889735414
490,11902165925,78.08326503714304,99.20930082142164,Very High,368,601,1267,360,18.188506564905246,83.9193270060397,77.85234899328859,0.0,66.77119089471131,35.869565217391305,14.673913043478262,69.02173913043478,77.17391304347827,2.6,0,17.358490566037737,84.12968146074904,88.61302580049724,66.77119089471131,99.10620093865515,50.30019460891887
491,30403109611,78.05713575158892,99.20768384968632,Very High,376,628,1942,390,21.584955694974454,97.96243445941461,90.74626865671642,0.0,77.44003562505407,24.20212765957447,20.74468085106383,40.95744680851064,30.319148936170215,2.6,0,20.789839091725888,98.22987471677995,73.87356675452529,77.44003562505407,77.2023092577979,50.30019460891887
492,20703116303,78.05294939915852,99.20606687795097,Very High,466,641,1455,456,23.344220943017916,85.48151589566602,78.86977886977887,0.0,63.13103946528878,38.412017167381975,10.944206008583691,74.89270386266095,75.7510729613734,2.5,100,22.56718124642653,85.69822071171531,89.31644896024746,63.13103946528877,99.39527349752876,58.33712889735414
493,21104127125,78.00077804970026,99.20444990621564,Very High,237,710,1292,270,33.39531724985447,93.96031061259707,85.43046357615894,0.0,61.489926899451774,41.35021097046413,13.924050632911392,66.24472573839662,77.21518987341773,2.7,0,32.72155517438536,94.21148207383713,92.99320689454474,61.489926899451774,98.8785978319558,42.114198169848024
494,30501110712,77.99699015725014,99.2028329344803,Very High,225,704,1452,300,32.38875234460902,91.95012278489413,83.60655737704919,0.0,60.48847519719548,39.55555555555556,12.0,42.22222222222222,34.66666666666667,2.3,0,31.704647553704156,92.19312275089963,90.8954094571336,60.48847519719548,79.8820451052872,72.84998550784645
495,12501158237,77.98787519960071,99.20121596274497,Very High,551,680,2008,500,28.54844447319061,93.5181190681622,85.0,0.0,65.94261347980614,47.54990925589836,22.686025408348456,82.57713248638838,87.65880217785845,3.1,0,27.82487952299273,93.76749300279887,97.4814790178683,65.94261347980614,99.93853054782574,14.786137219990888
496,10102100924,77.97624492551053,99.19959899100964,Very High,18,850,1062,360,57.91265118685725,99.72539324351231,100.0,0.0,42.50918892428327,66.66666666666666,16.666666666666664,50.0,50.0,1.9,100,57.49081107571673,100.0,99.68487307618756,42.50918892428327,89.209619138597,92.55848619104799
497,11703164511,77.97055081612216,99.1979820192743,Very High,893,735,2455,618,37.88403078714184,99.240061060596,94.79843953185956,0.0,62.25630351469639,61.14221724524076,17.02127659574468,81.2989921612542,75.47592385218364,3.1,0,37.256391407334796,99.51269492203119,99.23089075322818,62.256303514696384,99.67603937367613,14.786137219990888
498,12102157732,77.96391490760672,99.19636504753898,Very High,368,719,1153,400,34.95003557337818,85.91790004645915,79.182156133829,0.0,51.844130149949336,42.66304347826087,8.423913043478262,64.94565217391305,61.41304347826087,1.9,100,34.292248631871274,86.13637878182061,91.96218476914252,51.84413014994934,96.51617726460937,92.55848619104799
499,11703164526,77.96071187338823,99.19474807580364,Very High,661,844,2117,530,56.93600025871548,98.61120329196257,92.29422066549913,0.0,42.37715601499332,69.89409984871406,8.623298033282904,80.63540090771558,75.642965204236,2.1,0,56.5041248060116,98.88128082100492,99.61502964188612,42.37715601499332,99.66108734476887,84.26649000041407
500,11903166411,77.95720930159702,99.1931311040683,Very High,526,684,1657,510,29.124894896837205,94.9508860423442,86.48648648648648,0.0,66.79883110873922,37.6425855513308,21.673003802281368,82.69961977186313,85.55133079847909,3.0,100,28.407253124234256,95.20608423297348,93.14120845770732,66.79883110873922,99.92025584582797,20.193780795826257
501,50603112443,77.94374699639867,99.19151413233297,Very High,469,639,1258,330,23.058825431731453,84.6635030198447,78.32369942196532,0.0,62.59802935805176,40.085287846481876,13.219616204690832,50.95948827292111,44.562899786780385,2.4,0,22.27885322224945,84.87688258030121,91.82416083945157,62.59802935805177,87.58317066079661,65.88547058092831
502,11703163914,77.93061167044253,99.18989716059762,Very High,377,763,1666,450,43.06642519888753,95.89666157828367,87.54098360655738,0.0,53.66366811929152,43.236074270557026,28.647214854111407,36.60477453580902,31.29973474801061,2.2,0,42.492036265621174,96.1557043849127,97.16801503296779,53.66366811929152,75.35407235120655,78.9756117759099
503,12003139617,77.92095848241068,99.1882801888623,Very High,541,670,1419,400,27.172401526421318,89.51516559368156,81.71021377672209,0.0,63.31356998162917,37.89279112754159,11.829944547134936,73.56746765249538,81.88539741219964,2.6,0,26.434697378093603,89.74826735972277,89.22332438117887,63.31356998162917,99.63118328695437,50.30019460891887
504,12501158311,77.91591366506644,99.18666321712696,Very High,484,608,1462,350,19.013970635793285,85.63167850268799,78.97727272727273,0.0,67.65655724151571,37.60330578512397,18.181818181818183,81.81818181818183,86.36363636363636,2.8,0,18.192436494323285,85.848993735839,91.82083496162771,67.65655724151571,99.91859450928273,34.117013788248926
505,11901157142,77.9140076381699,99.18504624539163,Very High,497,714,1511,440,34.067977491753446,91.0259175681954,82.86516853932584,0.0,57.864033427713615,51.50905432595574,6.841046277665996,64.1851106639839,76.05633802816901,2.6,0,33.40112717471208,91.2651606024257,96.3407029242781,57.864033427713615,98.56626656144869,50.30019460891887
506,30306107826,77.90931517432378,99.1834292736563,Very High,437,598,1375,395,17.825496410322746,87.79285856507599,80.4416403785489,0.0,71.02720869505663,38.672768878718536,5.720823798627003,63.1578947368421,70.93821510297484,2.8,0,16.9917503879768,88.01895908303344,86.62747673964198,71.02720869505663,97.78377704863563,34.117013788248926
507,60201104008,77.90844825263054,99.18181230192096,Very High,52,790,1666,338,48.13239764568915,98.20717462003053,91.30434782608695,0.0,50.8655468630158,67.3076923076923,25.0,48.07692307692308,48.07692307692308,2.4,0,47.61006289308175,98.47560975609755,99.87112223432474,50.8655468630158,87.77837770486356,65.88547058092831
508,20702142435,77.9034492193592,99.18019533018563,Very High,297,823,1333,400,53.63818640450165,95.9563947700272,87.60330578512396,0.0,43.04325533529134,51.515151515151516,9.764309764309765,64.3097643097643,63.63636363636363,1.8,100,53.17242505921751,96.21568039450885,96.8262810865643,43.04325533529134,96.811895169664,95.18198004223427
509,30303106528,77.8689084215525,99.1785783584503,Very High,505,706,1366,370,32.72912489489684,87.23866728612198,80.04640371229699,0.0,55.41399747378676,39.40594059405941,17.82178217821782,41.78217821782178,32.07920792079208,1.9,0,32.04851752021563,87.46251499400239,93.00152158910443,55.41399747378676,78.48403040245877,92.55848619104799
510,30302105409,77.8548679662268,99.17696138671495,Very High,432,532,712,156,11.142552228187052,76.83015862480919,73.40720221606648,0.0,66.77155810060196,35.879629629629626,8.796296296296296,35.879629629629626,26.15740740740741,1.8,0,10.240137221269297,77.01169532187126,84.97118958335066,66.77155810060196,71.72072932674337,95.18198004223427
511,30503112607,77.84535486975679,99.17534441497963,Very High,353,673,1974,480,27.541071082077483,93.16884582199508,84.69750889679716,0.0,66.60964483764607,35.12747875354108,22.6628895184136,48.44192634560906,37.6770538243626,2.7,0,26.807155109041897,93.41679994668797,91.66618164281736,66.60964483764607,83.91493956888316,42.114198169848024
512,12501158312,77.82854137390551,99.1737274432443,Very High,480,616,1091,260,20.02134402690641,77.43412756354948,73.76093294460642,0.0,58.407958510624994,41.875,8.75,76.25,83.75,2.2,0,19.210160908274116,77.61811941889911,91.47328072903242,58.407958510624994,99.77156622502802,78.9756117759099
513,20703116415,77.80712801354392,99.17211047150896,Very High,575,632,1471,381,22.134726084988035,86.34432866529501,79.45823927765237,0.0,65.21928233525671,37.04347826086957,5.565217391304348,56.34782608695652,56.869565217391305,2.4,0,21.345258515069837,86.56454085032654,84.30601401857504,65.21928233525671,93.30647505918512,65.88547058092831
514,21205156813,77.75702719059348,99.17049349977363,Very High,538,587,1571,460,16.60144880667486,81.72662109245371,76.39902676399026,0.0,66.17293673072305,40.520446096654275,17.472118959107807,62.26765799256505,65.61338289962825,2.7,0,15.755125377766884,81.92806210848994,93.66669715388007,66.17293673072305,96.79195913112099,42.114198169848024
515,12003167612,77.75561687453651,99.16887652803828,Very High,478,785,1696,430,47.220425586960744,95.51420322559235,87.0886075949367,0.0,49.0829712385241,45.18828451882845,11.715481171548117,65.89958158995816,59.62343096234309,2.2,0,46.6887200849465,95.7716913234706,94.72598924078525,49.0829712385241,96.31764754745194,78.9756117759099
516,11901157114,77.75133232862957,99.16725955630295,Very High,374,512,1102,350,9.626641226311364,77.99578549147142,74.11764705882354,0.0,69.47341066840437,35.82887700534759,5.080213903743315,57.48663101604278,66.84491978609626,2.4,100,8.708649840725311,78.18206050912968,82.06936118201699,69.47341066840437,96.02442164721519,65.88547058092831
517,11703163904,77.74723017186386,99.16564258456762,Very High,348,872,1321,530,61.393991333031494,99.30145350766576,95.31772575250837,0.0,38.56641403717856,52.87356321839081,28.448275862068968,74.13793103448276,68.96551724137932,1.7,100,61.007922894715335,99.5743369318939,98.9199211766956,38.56641403717856,98.85367778377704,96.97486646515671
518,80104104021,77.74541766126234,99.16402561283229,Very High,44,599,754,246,17.971023866502815,76.69244043273379,73.33333333333333,0.0,59.73464412323774,65.9090909090909,0.0,25.0,18.181818181818183,1.1,100,17.13877317650903,76.87341729974678,98.76859373570913,59.73464412323774,56.35585828799269,99.79545360440561
519,12501158654,77.74291882198992,99.16240864109696,Very High,377,776,1687,510,45.567071987581656,98.14495254529767,91.18644067796609,0.0,53.39475689753503,49.86737400530504,15.384615384615385,75.3315649867374,82.49336870026525,2.6,100,45.01837784856653,98.41313474610156,97.16801503296779,53.39475689753503,99.70760476803588,50.30019460891887
520,10704154815,77.73351636263564,99.16079166936161,Very High,434,700,1222,360,31.664349007179354,85.46990110838256,78.86178861788618,0.0,54.71375792572786,38.70967741935484,18.202764976958523,41.244239631336406,33.41013824884793,1.7,0,30.972800784121535,85.6865587098494,92.60241625023907,54.713757925727855,78.8262657307804,96.97486646515671
521,20604150423,77.72400471990971,99.15917469762628,Very High,147,857,1364,326,59.05504171787077,99.40930510386939,97.67441860465115,0.0,41.03768698352563,55.78231292517006,15.646258503401361,62.585034013605444,48.97959183673469,1.8,0,58.644939965694675,99.6826269492203,98.42769125876161,41.03768698352563,92.83299414378868,95.18198004223427
522,30501111031,77.70668307040076,99.15755772589095,Very High,488,853,1333,450,58.446251859517496,98.54483307891418,92.08633093525181,0.0,40.78474617667431,45.90163934426229,30.122950819672127,66.59836065573771,57.786885245901644,1.8,100,58.02989463366821,98.81464081034252,97.95209072994705,40.78474617667431,96.03605100303193,95.18198004223427
523,11902157326,77.69413020067913,99.15594075415561,Very High,340,504,1156,330,9.06636052001811,81.93983540187165,76.54867256637168,0.0,73.99953103786666,41.76470588235294,6.764705882352941,61.1764705882353,75.58823529411765,3.0,0,8.142612104876255,82.14214314274291,90.55201257181818,73.99953103786666,98.15591643477177,20.193780795826257
524,50603112402,77.6753136412884,99.15432378242028,Very High,77,665,1124,350,26.488422482375007,90.80938474812504,82.6923076923077,0.0,65.30405729564745,41.55844155844156,7.792207792207792,53.246753246753244,57.14285714285714,2.7,100,25.743690271992158,91.0477475676396,90.80228487806502,65.30405729564745,92.49740416164805,42.114198169848024
525,60105102720,77.66720037954497,99.15270681068495,Very High,951,748,1330,340,40.302212017333936,90.80440698214642,82.68733850129199,0.0,51.343329490061365,52.57623554153522,10.620399579390117,38.801261829652994,28.075709779179807,1.9,0,39.699420076778566,91.04274956683993,97.24201581454906,51.343329490061365,74.7427005025543,92.55848619104799
