rank,SA1_CODE_2021,gentrification_risk_score,gentrification_risk_percentile,risk_category,total_population,median_personal_income,median_household_income,median_rent_weekly,income_percentile,education_percentile,pct_year12,pct_tertiary,edu_income_mismatch,pct_young_professionals,pct_age_20_24,pct_overseas_born,pct_non_english,avg_household_size,rental_stress,income_component,education_component,youth_component,mismatch_component,diversity_component,density_component,state_code,state,state_name
312,12504171811,81.39942267626543,99.4971217903111,Very High,285,771,1508,350,44.58152771489554,97.72433132010354,90.30837004405286,0.0,53.96809682563307,52.63157894736842,15.43859649122807,75.43859649122807,74.03508771929825,2.1,0,44.02270685289552,97.9908036785286,97.81572973916803,53.96809682563307,99.31386800681148,84.26649000041407,1,NSW,New South Wales
313,21103126604,81.39293491013387,99.49550481857578,Very High,11,649,1124,0,24.28449000711468,99.72539324351231,100.0,0.0,76.48288818100139,45.45454545454545,0.0,63.63636363636363,81.81818181818183,3.0,0,23.51711181899861,100.0,90.80228487806502,76.48288818100139,99.03974747684512,20.193780795826257,2,VIC,Victoria
314,50603112427,81.39226165431776,99.49388784684044,Very High,95,630,1875,350,21.86307483345191,99.29481648636092,95.23809523809524,0.0,78.49685695435133,43.15789473684211,11.578947368421051,61.05263157894737,61.05263157894737,3.2,0,21.070815976476357,99.56767293082768,93.4721333011832,78.49685695435133,95.56090875109024,10.590865802658271,5,WA,Western Australia
315,50302129612,81.30295640751496,99.4922708751051,Very High,466,667,2125,425,26.743095530690127,93.4326674188624,84.93150684931507,0.0,67.68071383714747,51.07296137339056,16.09442060085837,46.56652360515021,22.317596566523605,2.4,0,26.000980151923557,93.68169398907102,97.5380189408742,67.68071383714747,75.894006728413,65.88547058092831,5,WA,Western Australia
316,11903137425,81.29296217869346,99.49065390336978,Very High,455,704,1605,500,32.38875234460902,97.03988849804207,89.14728682170544,0.0,65.59893101486841,38.24175824175824,26.15384615384616,84.3956043956044,83.2967032967033,2.6,100,31.70464755370416,97.30357856857256,94.86567610938812,65.59893101486841,99.91361049964696,50.30019460891887,1,NSW,New South Wales
317,20703116520,81.11613509347784,99.48903693163444,Very High,430,446,1562,346,4.002005044951814,91.53945709165724,83.28173374613003,0.0,88.7545686209711,24.65116279069768,18.37209302325581,41.86046511627907,43.48837209302325,2.6,0,3.0262190639549127,91.780787684926,71.58453134224115,88.7545686209711,83.5876562694688,50.30019460891887,2,VIC,Victoria
318,11703164508,81.09510659148019,99.4874199598991,Very High,945,714,2060,540,34.067977491753446,98.65766244109643,92.40806642941874,0.0,65.52680165375654,68.67724867724868,12.16931216931217,85.71428571428571,82.01058201058201,2.8,0,33.40112717471208,98.9279288284686,99.673232503804,65.52680165375654,99.91527183619222,34.117013788248926,1,NSW,New South Wales
319,30909154038,81.09247615502878,99.48580298816375,Very High,1241,703,1312,430,32.20926848198694,91.79000464591492,83.4862385321101,0.0,60.50903427732884,44.802578565672846,31.26510878323932,39.72602739726028,25.7856567284448,1.9,100,31.523319447847754,92.0323537251766,97.83235912828742,60.50903427732883,73.95522698010551,92.558486191048,3,QLD,Queensland
320,11902157401,81.08600857340258,99.48418601642844,Very High,362,594,1329,350,17.387297070047218,88.91617442091989,81.25,0.0,72.5977928276537,44.47513812154696,8.011049723756907,62.98342541436463,73.20441988950276,2.7,0,16.54904843584089,89.1468412634946,93.14287139661926,72.5977928276537,98.07617228059974,42.11419816984802,1,NSW,New South Wales
321,12403146259,81.02641686429,99.48256904469312,Very High,69,508,824,423,9.347713601966236,92.08452246631713,83.72093023255815,0.0,83.90121260978579,50.72463768115942,31.88405797101449,37.68115942028986,40.57971014492754,4.0,100,8.426856162705217,92.328068772491,98.87751623444116,83.90121260978579,80.49009428084895,0.4339364829613679,1,NSW,New South Wales
322,20703116512,80.98826492822934,99.48095207295776,Very High,576,661,1548,450,25.936226634758423,91.73027145417136,83.44226579520696,0.0,66.78655724674108,40.97222222222222,21.52777777777778,55.03472222222222,54.16666666666666,2.5,0,25.18582046883934,91.97237771558042,95.05691408426112,66.78655724674108,92.19171823732194,58.33712889735414,2,VIC,Victoria
323,11904138103,80.96099844226197,99.47933510122245,Very High,339,550,1187,360,12.719908156005433,81.50594013406783,76.2589928057554,0.0,69.87278318273277,37.46312684365782,12.979351032448378,63.12684365781711,61.6519174041298,2.3,100,11.833700890304662,81.70648407303744,89.40458472258022,69.87278318273277,96.13406985920172,72.84998550784645,1,NSW,New South Wales
324,11902166011,80.96066068395194,99.47771812948707,Very High,383,606,1343,370,18.76899941789017,88.20435388597598,80.72727272727272,0.0,70.48717901551296,38.1201044386423,12.010443864229766,66.0574412532637,69.45169712793734,2.5,0,17.944948133627378,88.43212714914034,89.57586743050994,70.48717901551296,97.97649208788472,58.33712889735414,1,NSW,New South Wales
325,60105102723,80.94850878158016,99.47610115775176,Very High,510,644,1241,300,23.800206972382124,86.6886241454835,79.66903073286052,0.0,63.88238325514357,43.13725490196079,15.68627450980392,34.90196078431372,30.0,1.8,0,23.02785265049416,86.91023590563773,94.70353956547407,63.88238325514357,73.59056360842298,95.18198004223429,6,TAS,Tasmania
326,21001122818,80.91310653219628,99.47448418601644,Very High,9,612,725,286,19.479658495569492,99.72539324351231,100.0,0.0,81.3370905823736,44.44444444444444,0.0,0.0,0.0,1.2,100,18.6629094176264,100.0,89.88517406813061,81.3370905823736,0.0,99.73831311332864,2,VIC,Victoria
327,11903166518,80.82304130921379,99.4728672142811,Very High,430,735,1724,450,37.88403078714184,97.75004977765978,90.3409090909091,0.0,60.76023527532546,46.74418604651163,15.348837209302326,80.0,83.48837209302326,2.5,0,37.2563914073348,98.01662668266026,96.14613907158122,60.760235275325456,99.8421730282012,58.33712889735414,1,NSW,New South Wales
328,90102100203,80.79887923662406,99.47125024254576,Very High,14,612,0,0,19.479658495569492,99.72539324351231,100.0,0.0,81.3370905823736,57.14285714285714,0.0,0.0,78.57142857142857,0.0,0,18.6629094176264,100.0,97.07239604553128,81.3370905823736,80.62798521410474,0.0,9,OT,Other Territories
329,50302129712,80.79530185772897,99.46963327081043,Very High,924,726,1683,390,36.33497186469181,89.50189155107188,81.69209431345354,0.0,54.04352385485403,55.51948051948053,27.164502164502164,55.1948051948052,42.2077922077922,1.6,0,35.69141550273626,89.73493935759029,99.15106968545513,54.04352385485402,88.22776924035387,98.0928325949236,5,WA,Western Australia
330,12503148131,80.76351895445045,99.46801629907507,Very High,646,593,1044,340,17.27168359097083,83.31950620561493,77.42616033755274,0.0,67.09517536610284,38.39009287925697,13.93188854489164,63.77708978328174,70.89783281733746,2.3,100,16.432246998284736,83.52742236438758,90.72163234083597,67.09517536610284,97.85687585662669,72.84998550784645,1,NSW,New South Wales
331,30503112627,80.76098578377618,99.46639932733976,Very High,381,788,1363,382,47.77747234978333,98.68421052631578,92.50814332247556,0.0,51.7030941850165,48.29396325459317,18.11023622047244,58.53018372703412,53.01837270341208,1.9,0,47.25149064771706,98.95458483273356,97.13226184636108,51.7030941850165,92.82801013415292,92.558486191048,3,QLD,Queensland
