SAL_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,M_3000_3499_15_19_yrs,M_3000_3499_20_24_yrs,M_3000_3499_25_34_yrs,M_3000_3499_35_44_yrs,M_3000_3499_45_54_yrs,M_3000_3499_55_64_yrs,M_3000_3499_65_74_yrs,M_3000_3499_75_84_yrs,M_3000_3499_85ov,M_3000_3499_Tot,F_3000_3499_15_19_yrs,F_3000_3499_20_24_yrs,F_3000_3499_25_34_yrs,F_3000_3499_35_44_yrs,F_3000_3499_45_54_yrs,F_3000_3499_55_64_yrs,F_3000_3499_65_74_yrs,F_3000_3499_75_84_yrs,F_3000_3499_85ov,F_3000_3499_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,Suburb_Name
SAL22739,16,21,41,63,740,474,125,1156,0.9,1031,1.9,14,21,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wehla
SAL22740,2152,2193,4348,27,1800,825,352,1834,0.8,1780,3.3,1382,1495,2881,3,32,48,13,6,0,0,0,94,0,0,3,0,0,0,97,22,3,0,0,0,208,0,22,31,6,3,7,0,0,0,0,0,3,5,0,0,0,0,10,0,0,3,0,0,0,0,0,0,3,0,0,6,3,5,0,0,0,0,17,Weir Views
SAL22741,75,67,144,47,1733,691,200,1749,0.8,1421,2.6,60,62,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Wellsford
SAL22742,118,93,210,57,1432,506,327,1461,0.6,1259,2.1,104,82,189,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,3,3,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Welshmans Reef
SAL22743,187,178,361,51,1092,549,220,1265,0.7,906,2.2,158,146,305,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Welshpool (Vic.)
SAL22744,72,54,128,34,2167,808,135,2374,0.8,1958,2.7,56,44,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,Wemen
SAL22745,5004,5375,10376,42,1166,571,250,1305,0.7,990,2.1,4132,4578,8705,0,19,10,8,7,0,9,4,61,0,3,5,3,13,11,29,19,16,13,7,4,154,5,12,28,34,24,22,9,0,0,0,6,0,0,4,0,0,0,14,0,0,4,3,0,0,0,0,0,10,0,0,11,11,0,3,0,4,0,24,Wendouree
SAL22746,53,44,95,47,2383,640,400,2250,0.8,1937,2.7,42,37,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,Wensleydale
SAL22747,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wentworth (Vic.)
SAL22748,35,33,66,36,4000,706,153,1374,0.7,1375,2.6,27,18,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Werneth
SAL22749,23,17,43,48,1322,450,115,1062,0.6,849,2.3,19,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Werona
SAL22750,24592,25436,50027,35,1733,760,330,1944,0.8,1645,2.7,19312,20462,39782,12,352,437,161,73,54,25,0,1108,3,39,80,48,44,32,836,278,154,90,30,3,2219,29,202,248,153,131,76,13,0,0,0,44,112,83,48,11,0,0,302,0,4,14,31,21,13,8,0,0,95,0,4,62,145,107,60,21,0,0,396,Werribee
SAL22751,1190,1202,2392,45,2127,857,350,2160,0.8,1601,2.3,1030,1044,2081,0,10,16,5,3,0,0,0,34,0,0,5,4,4,0,26,15,15,3,5,0,82,0,7,3,8,4,0,0,0,0,0,0,6,6,0,0,0,0,16,0,0,3,6,5,0,0,0,0,8,0,0,3,3,13,3,3,0,0,23,Werribee South
SAL22752,54,44,97,47,280,718,90,1812,0.7,1406,2.3,50,33,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Werrimull
SAL22753,528,523,1052,43,1798,714,350,1911,0.8,1548,2.8,449,440,889,0,0,0,0,0,7,0,3,10,0,0,0,0,0,0,0,5,7,7,0,3,16,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Wesburn
SAL22754,190,183,378,43,1257,707,235,1764,0.7,1343,2.2,161,157,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,West Bendigo
SAL22755,59,55,113,49,1909,553,210,1625,0.8,1406,2.6,50,51,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Creek
SAL22756,5958,5773,11729,35,2129,1003,351,2586,0.9,1989,2.4,4913,4797,9712,14,246,171,77,29,10,5,0,546,0,31,35,38,21,10,391,168,79,14,4,0,1154,4,92,128,112,45,23,0,0,0,0,35,66,31,13,0,0,0,151,0,0,20,41,25,4,0,0,0,88,0,0,59,102,57,20,0,0,0,241,West Footscray
SAL22757,4093,3926,8025,31,2106,1058,388,2406,1.1,1788,1.9,3812,3626,7440,12,339,177,65,42,14,11,0,663,0,37,22,17,11,6,342,122,73,33,12,0,1407,3,99,61,38,21,7,4,0,0,0,33,47,29,12,3,0,0,118,0,0,13,19,17,3,0,0,0,53,0,0,45,66,41,12,6,0,0,176,West Melbourne
SAL22758,7131,7661,14794,39,1365,757,290,1885,0.7,1452,2.4,5699,6252,11954,0,14,17,20,15,15,4,0,82,0,5,21,22,21,11,48,51,43,23,5,0,216,4,51,62,65,56,27,10,0,0,0,5,11,19,19,0,0,0,62,0,0,3,3,11,0,6,0,0,29,0,0,8,16,33,16,9,0,0,88,West Wodonga
SAL22759,85,81,163,48,2120,585,300,1812,0.7,1231,2.4,73,63,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Westbury (Vic.)
SAL22760,14,12,27,35,1177,624,150,1874,1.0,1625,3.6,5,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Westby
SAL22761,3117,3386,6502,39,1733,694,360,1929,0.8,1564,2.5,2576,2820,5397,0,18,26,8,12,3,4,0,74,0,0,4,0,4,6,48,15,26,6,4,0,165,3,24,35,11,11,13,0,0,0,3,9,15,11,3,4,0,0,33,0,0,0,0,0,0,0,0,0,9,0,3,7,14,13,3,4,0,0,43,Westmeadows
SAL22762,41,22,62,46,1116,1125,35,2250,0.8,1625,2.3,27,21,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Westmere
SAL22763,65,62,130,51,1850,892,270,1968,0.8,1625,2.2,52,51,104,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Whanregarwen
SAL22764,258,230,483,45,1800,790,275,2083,0.8,2102,2.9,201,185,386,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,5,6,0,0,0,12,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,Wharparilla
SAL22765,122,130,252,50,1429,545,266,1412,0.8,1221,2.1,108,112,218,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,3,4,5,0,0,19,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,Wheatsheaf
SAL22766,10022,10635,20652,48,2500,720,481,2124,0.7,1818,2.7,8464,9169,17634,5,150,245,216,173,124,86,14,1015,0,18,36,37,34,43,516,385,287,172,110,13,1824,0,47,103,108,97,92,36,7,0,0,25,70,73,53,22,7,3,257,0,0,8,32,29,16,10,3,0,99,0,0,32,100,106,73,32,8,4,357,Wheelers Hill
SAL22767,9,11,18,43,988,374,0,725,0.9,1562,3.0,4,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Whipstick
SAL22768,15,12,25,43,0,450,0,1625,0.8,1437,2.9,8,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Whirily
SAL22769,1733,1887,3620,37,1300,750,300,1773,0.7,1395,2.4,1389,1552,2941,0,9,17,7,11,5,0,0,45,0,5,3,4,0,0,23,17,12,6,0,0,92,4,18,12,11,6,11,5,0,0,0,5,6,3,6,0,0,0,17,0,0,0,0,5,0,0,0,0,0,0,0,3,10,5,6,0,0,0,20,White Hills (Vic.)
SAL22770,186,164,347,53,1733,787,295,2250,0.7,1731,2.5,160,140,306,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,3,0,4,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Whiteheads Creek
SAL22771,15,13,30,47,1700,449,250,1416,0.8,1406,3.0,15,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Whitelaw
SAL22772,105,112,220,53,1083,669,200,1625,0.7,1137,2.1,97,93,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Whitfield (Vic.)
SAL22773,18,15,37,56,2167,899,275,1625,0.9,1375,2.1,18,19,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Whitlands
SAL22774,1921,2073,3990,42,1192,549,250,1245,0.8,959,2.2,1579,1773,3354,8,35,10,4,0,0,0,0,54,0,3,0,0,0,0,11,6,3,0,0,0,88,0,10,8,3,4,4,0,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,9,Whittington
SAL22775,2971,3145,6117,41,1842,719,347,2038,0.8,1628,2.7,2384,2582,4961,0,5,3,14,7,7,7,0,49,0,0,4,6,5,4,17,32,21,16,3,0,111,0,25,21,14,20,15,3,0,0,0,0,10,13,7,4,0,0,37,0,0,0,3,3,0,0,0,0,9,0,0,0,16,17,12,6,0,0,46,Whittlesea
SAL22776,12,9,25,63,780,1042,0,2416,0.7,2250,2.3,13,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Whoorel
SAL22777,197,185,383,48,1638,821,268,1731,0.7,1305,2.3,161,156,320,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Whorouly
SAL22778,54,40,92,52,1300,830,250,1791,0.8,1550,2.4,47,36,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Whorouly East
SAL22779,36,25,64,40,1400,900,400,2083,0.8,2083,2.5,26,23,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Whorouly South
SAL22780,32,16,45,56,650,512,381,1125,1.0,612,1.9,25,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Whroo
SAL22781,63,65,123,53,867,630,125,1624,0.7,1166,2.1,53,53,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wickliffe
SAL22782,107,82,192,47,1266,691,130,1718,0.9,1397,2.3,88,68,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wilby
SAL22783,37,41,78,42,1450,725,0,1625,0.8,1625,3.2,28,30,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wild Dog Valley (Vic.)
SAL22784,129,114,244,44,1632,702,550,1890,0.9,1765,2.9,95,93,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wildwood
SAL22785,15,13,28,45,1000,1021,0,1812,0.9,1812,2.7,12,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wilkur
SAL22786,25,13,35,46,1750,1062,250,2083,0.5,1666,2.0,15,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Willangie
SAL22787,27,26,53,31,1300,862,225,2100,0.8,2050,2.9,19,22,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Willatook
SAL22788,225,219,439,53,650,561,155,1375,0.6,976,2.1,204,180,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Willaura
SAL22789,17,17,33,35,5390,1062,0,2250,1.0,2749,3.0,16,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Willaura North
SAL22790,9,6,17,26,0,687,0,1375,0.7,1375,3.3,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Willenabrina
SAL22791,4939,4509,9448,31,2167,1006,420,2592,0.8,2582,3.2,3747,3403,7150,20,237,298,98,29,18,0,0,710,0,25,30,13,6,6,552,162,55,22,0,0,1309,5,41,75,32,10,6,0,0,0,0,28,93,25,8,0,0,0,153,0,0,5,30,14,3,0,0,0,50,0,4,31,123,39,11,0,0,0,201,Williams Landing
SAL22792,7056,7351,14407,45,2700,1106,450,3262,0.9,2411,2.5,5699,6121,11819,9,65,134,156,141,84,34,4,622,0,13,30,46,65,33,305,358,302,147,55,3,1330,5,48,94,153,172,102,26,4,0,0,23,74,100,89,22,5,0,309,0,0,9,60,67,56,11,0,0,198,0,0,25,135,168,144,29,5,4,511,Williamstown (Vic.)
SAL22793,830,782,1622,42,2383,963,400,2942,0.8,2166,2.3,708,690,1402,0,10,10,18,8,7,6,0,53,0,4,6,5,0,0,27,32,20,9,6,0,121,0,6,7,11,14,10,3,0,0,0,3,6,14,5,0,0,0,41,0,0,0,3,7,5,0,0,0,14,0,0,5,12,17,12,0,0,0,49,Williamstown North
SAL22794,345,306,654,42,1600,832,243,1974,0.8,1801,2.7,269,246,512,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,3,4,6,0,0,13,0,3,0,3,8,0,0,0,0,0,4,4,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,8,Willow Grove
SAL22795,114,133,241,53,2167,850,300,2437,0.7,2055,2.4,103,118,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Willowmavin
SAL22796,5,7,10,62,0,1292,0,2250,0.6,2124,1.8,5,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Willowvale (Vic.)
SAL22797,36,38,77,44,1647,630,300,1749,0.8,1458,2.7,35,34,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Willung
SAL22798,70,74,146,40,1530,552,350,2218,0.9,1812,2.7,55,59,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,Willung South
SAL22799,46,42,88,39,1083,708,175,1812,0.7,1624,2.7,40,28,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wilsons Hill
SAL22800,7,10,16,31,0,1291,100,2374,0.7,1333,1.5,9,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wilsons Promontory
SAL22801,200,220,421,45,1400,641,330,1525,0.7,1196,2.3,169,175,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wimbledon Heights
SAL22802,1202,1252,2456,41,1560,749,295,1878,0.7,1442,2.4,976,1043,2020,0,5,4,4,4,0,0,0,26,0,0,0,0,3,0,8,11,12,0,0,0,44,0,9,7,3,8,3,0,0,0,0,3,0,5,9,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,9,0,0,0,15,Winchelsea
SAL22803,84,83,171,47,1733,866,200,2028,0.8,1958,2.8,72,69,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Winchelsea South
SAL22804,54,41,96,46,1354,987,200,2583,0.8,2250,2.7,42,30,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Windermere (Vic.)
SAL22805,3558,3719,7273,34,2145,1278,411,2956,0.9,2022,1.8,3332,3477,6809,3,166,89,42,30,26,3,3,358,0,37,29,14,13,6,213,93,62,45,7,9,791,4,86,55,47,33,14,3,0,0,0,42,39,29,14,4,0,0,125,0,0,37,31,24,5,5,0,0,101,0,0,76,73,50,22,11,6,0,231,Windsor (Vic.)
SAL22806,5,3,4,33,0,425,0,900,1.0,900,5.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wingan River
SAL22807,9,15,26,29,1154,1109,235,2250,0.7,2250,2.4,9,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wingeel
SAL22808,4,9,18,37,0,474,0,899,1.0,762,3.2,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winjallok
SAL22809,0,0,0,53,0,225,160,0,0.5,225,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winlaton
SAL22810,3,7,8,66,0,0,0,900,0.7,1000,2.7,3,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winnambool
SAL22811,7,11,14,56,942,1187,0,3250,0.6,2749,2.0,4,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winnap
SAL22812,56,67,127,35,2167,831,180,1875,0.9,1924,3.1,46,52,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winnindoo
SAL22813,216,223,436,39,1517,771,220,1906,0.8,1771,2.8,168,170,334,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winslow
