SAL_CODE_2021,Suburb_Name,KMeans_5,KMeans_10,KMeans_15,KMeans_20,Hierarchical_10,Hierarchical_20,HDBSCAN
SAL13540,Shannon Brook,0,0,0,8,4,12,0
SAL13541,Shannon Vale,0,8,4,3,4,7,0
SAL13542,Shannondale,0,0,0,8,4,12,0
SAL13543,Shannons Flat,0,8,4,3,4,7,0
SAL13544,Shark Creek,0,8,4,3,4,7,0
SAL13545,Sharps Creek,0,0,0,0,4,19,-1
SAL13546,Sheedys Gully,0,0,0,8,4,7,0
SAL13547,Shell Cove,4,5,10,1,1,16,-1
SAL13548,Shellharbour,4,6,9,18,3,14,-1
SAL13549,Shellharbour City Centre,0,8,4,3,4,7,0
SAL13550,Shelly Beach (NSW),0,0,0,8,3,14,-1
SAL13551,Sherwood (Clarence Valley - NSW),0,8,4,3,4,7,0
SAL13552,Sherwood (Kempsey - NSW),0,8,4,3,4,7,0
SAL13553,Sherwood (Kyogle - NSW),0,8,4,3,4,7,0
SAL13554,Shoal Bay (NSW),0,8,4,3,3,14,-1
SAL13555,Shoalhaven Heads,0,6,9,18,3,14,-1
SAL13556,Shooters Hill,0,0,0,8,4,12,0
SAL13557,Shortland,0,0,0,18,3,14,-1
SAL13558,Silent Grove,0,8,4,3,4,7,0
SAL13559,Silverdale (NSW),4,6,9,18,3,14,-1
SAL13560,Silverton (NSW),0,8,4,3,4,7,0
SAL13561,Silverwater (Lake Macquarie - NSW),0,8,4,3,4,7,0
SAL13562,Silverwater (Parramatta - NSW),0,0,0,18,3,14,-1
SAL13563,Simpkins Creek,0,0,0,8,4,7,0
SAL13564,Singleton (NSW),4,6,9,18,3,9,-1
SAL13565,Singleton Heights,4,6,9,18,3,9,-1
SAL13566,Singleton Military Area,0,0,0,0,4,19,-1
SAL13567,Singletons Mill,0,8,4,3,4,12,-1
SAL13568,Six Mile Swamp,0,3,2,11,6,13,1
SAL13569,Skennars Head,0,0,0,8,3,9,-1
SAL13570,Skillion Flat,0,8,4,3,4,7,0
SAL13571,Skinners Shoot,0,0,0,8,4,12,-1
SAL13572,Sleepy Hollow,0,8,4,3,4,7,0
SAL13573,Smeaton Grange,0,8,4,3,4,7,-1
SAL13574,Smiggin Holes,0,3,2,11,4,7,-1
SAL13575,Smithfield (NSW),4,6,9,15,3,9,-1
SAL13576,Smiths Creek (Clarence Valley - NSW),0,8,4,0,4,19,-1
SAL13577,Smiths Creek (Kyogle - NSW),0,8,4,3,4,7,0
SAL13578,Smiths Creek (Tweed - NSW),0,8,4,3,4,7,0
SAL13579,Smiths Lake,0,8,4,3,4,7,-1
SAL13580,Smithtown,0,8,4,3,4,7,0
SAL13581,Snakes Plain,0,0,0,8,4,12,-1
SAL13582,Snowball,0,8,4,3,4,7,0
SAL13583,Snowy Plain,0,8,4,0,4,12,-1
SAL13584,Sodwalls,0,0,0,8,4,12,0
SAL13585,Sofala,0,8,4,3,4,7,0
SAL13586,Soldiers Point,0,8,4,3,3,14,-1
SAL13587,Somersby,0,0,0,8,3,14,-1
SAL13588,Somerton (NSW),0,0,0,8,4,12,0
SAL13589,South Albury,0,8,4,3,3,14,0
SAL13590,South Arm (Clarence Valley - NSW),0,8,4,3,4,7,0
SAL13591,South Arm (Nambucca Valley - NSW),0,8,4,3,4,7,0
SAL13592,South Ballina,0,8,4,3,4,7,0
SAL13593,South Bathurst,0,8,4,3,3,14,0
SAL13594,South Bowenfels,0,0,0,8,3,14,-1
SAL13595,South Coogee,1,5,5,1,1,16,-1
SAL13596,South Durras,0,8,4,3,4,7,0
SAL13597,South Golden Beach,0,0,0,8,4,12,-1
SAL13598,South Grafton,0,8,4,18,3,14,-1
SAL13599,South Granville,0,6,9,18,3,9,-1
SAL13600,South Gundagai,0,8,4,3,4,7,0
SAL13601,South Gundurimba,0,8,4,3,4,7,0
SAL13602,South Guyra,0,8,4,3,4,7,0
SAL13603,South Hurstville,4,6,9,18,3,9,-1
SAL13604,South Kempsey,0,8,4,3,3,14,0
SAL13605,South Lismore,0,8,4,3,4,7,0
SAL13606,South Littleton,0,8,4,8,4,7,0
SAL13607,South Maitland,0,8,4,3,4,7,0
SAL13608,South Maroota,0,0,0,8,4,12,0
SAL13609,South Murwillumbah,0,8,4,3,4,7,0
SAL13610,South Nowra,0,0,0,18,3,14,-1
SAL13611,South Pambula,0,0,0,8,4,7,0
SAL13612,South Penrith,4,5,10,15,3,18,-1
SAL13613,South Tamworth,0,8,4,18,3,14,-1
SAL13614,South Turramurra,4,5,5,1,1,16,-1
SAL13615,South Wentworthville,4,6,9,15,3,18,-1
SAL13616,South West Rocks,0,6,9,18,3,14,-1
SAL13617,South Windsor,4,6,9,18,3,14,-1
SAL13618,South Wolumla,0,8,4,3,4,7,0
SAL13619,Southampton (NSW),0,0,0,0,4,7,0
SAL13620,Southgate,0,8,4,3,4,7,0
SAL13621,Speers Point,4,6,9,18,3,14,-1
SAL13622,Speewa,0,8,4,3,4,7,0
SAL13623,Spencer,0,8,4,3,4,7,0
SAL13624,Spicers Creek,0,8,4,3,4,7,0
SAL13625,Spicketts Creek,0,8,4,3,4,7,0
SAL13626,Splitters Creek,0,0,0,8,4,12,-1
SAL13627,Spring Creek (NSW),0,0,0,8,4,12,0
SAL13628,Spring Farm (NSW),4,6,9,15,3,9,-1
SAL13629,Spring Flat,0,0,0,8,3,18,-1
SAL13630,Spring Grove,0,0,0,8,4,7,0
SAL13631,Spring Hill (Orange - NSW),0,0,0,8,4,12,0
SAL13632,Spring Hill (Wollongong - NSW),0,0,0,8,4,12,0
SAL13633,Spring Mountain (NSW),0,8,4,0,4,7,0
SAL13634,Spring Plains,0,8,0,0,4,12,0
SAL13635,Spring Ridge,0,8,4,3,4,7,0
SAL13636,Spring Terrace,0,0,0,8,4,7,0
SAL13637,Springdale (NSW),0,8,4,3,4,7,0
SAL13638,Springdale Heights,0,8,4,3,3,14,0
SAL13639,Springfield (Central Coast - NSW),4,6,9,18,3,14,-1
SAL13640,Springfield (Snowy Monaro Regional - NSW),0,0,0,8,4,12,0
SAL13641,Springrange,0,0,0,8,4,12,0
SAL13642,Springside (NSW),0,0,0,8,4,12,0
SAL13643,Springvale (NSW),4,0,0,18,3,14,-1
SAL13644,Springwood (NSW),1,5,5,7,1,5,-1
SAL13645,St Albans (NSW),0,8,4,3,4,7,0
SAL13646,St Andrews (NSW),4,6,9,18,3,14,-1
SAL13647,St Clair (Penrith - NSW),1,5,10,13,3,18,-1
SAL13648,St Clair (Singleton - NSW),0,0,0,0,4,12,-1
SAL13649,St Fillans,0,0,0,8,4,12,0
SAL13650,St George (NSW),0,3,2,11,6,13,1
SAL13651,St Georges Basin,0,8,4,3,4,7,-1
SAL13652,St Helens Park,4,6,9,18,3,14,-1
SAL13653,St Huberts Island,0,0,0,8,4,12,-1
SAL13654,St Ives (NSW),2,1,6,6,5,2,-1
SAL13655,St Ives Chase,4,6,9,1,1,16,-1
SAL13656,St Johns Park,4,6,9,18,3,9,-1
SAL13657,St Leonards (NSW),1,4,1,2,0,0,-1
SAL13658,St Marys (NSW),4,6,9,15,3,9,-1
SAL13659,St Peters (NSW),4,6,9,15,3,9,-1
SAL13660,Stanborough,0,8,4,3,4,7,0
SAL13661,Stanbridge,0,8,4,3,4,7,0
SAL13662,Stanford Merthyr,0,8,4,3,4,7,0
SAL13663,Stanhope (NSW),0,0,0,8,4,12,0
SAL13664,Stanhope Gardens,1,5,10,13,1,5,-1
SAL13665,Stanmore (NSW),1,5,1,7,1,5,-1
SAL13666,Stannifer,0,8,4,3,4,7,0
SAL13667,Stannum,0,8,4,3,4,7,0
SAL13668,Stanwell Park,4,6,9,18,3,14,-1
SAL13669,Stanwell Tops,0,0,0,8,4,12,-1
SAL13670,State Mine Gully,0,8,4,3,4,7,0
SAL13671,Steam Plains,0,8,4,3,4,7,-1
SAL13672,Steeple Flat,0,8,4,3,4,7,0
SAL13673,Stewarts Brook,0,8,4,3,4,7,-1
SAL13674,Stewarts River,0,8,4,3,4,7,0
SAL13675,Stockinbingal,0,8,4,3,4,7,0
SAL13676,Stockrington,0,0,0,8,4,12,0
SAL13677,Stockton (NSW),4,6,9,18,3,14,-1
SAL13678,Stockyard Creek (NSW),0,8,4,3,4,7,0
SAL13679,Stokers Siding,0,8,4,3,4,7,0
SAL13680,Stonehenge (NSW),0,8,4,3,4,7,0
SAL13681,Stonequarry,0,0,0,8,4,12,0
SAL13682,Stony Chute,0,8,4,3,4,7,0
SAL13683,Stony Creek (Bega Valley - NSW),0,8,4,8,4,7,0
SAL13684,Stony Creek (Mid-Western Regional - NSW),0,0,0,8,4,12,0
SAL13685,Stony Crossing,0,8,4,0,4,12,0
SAL13686,Stotts Creek,0,8,4,0,4,12,0
SAL13687,Stratford (NSW),0,8,4,3,4,7,0
SAL13688,Strathcedar,0,8,4,3,4,12,0
SAL13689,Stratheden,0,8,4,3,4,7,0
SAL13690,Strathfield (NSW),2,2,6,6,5,2,-1
SAL13691,Strathfield South,4,6,9,18,3,14,-1
SAL13692,Stroud,0,8,4,3,4,7,0
SAL13693,Stroud Hill,0,8,4,3,4,7,0
SAL13694,Stroud Road,0,8,4,3,4,7,0
SAL13695,Stuart Town,0,8,4,3,4,7,0
SAL13696,Stuarts Point,0,8,4,3,4,7,0
SAL13697,Stubbo,0,8,4,3,4,7,0
SAL13698,Stud Park,0,0,0,8,4,12,0
SAL13699,Suffolk Park,4,6,9,18,3,14,-1
SAL13700,Sugarloaf (NSW),0,8,4,3,4,7,0
SAL13701,Summer Hill (Dungog - NSW),0,0,0,8,4,12,0
SAL13702,Summer Hill (Inner West - NSW),1,5,5,13,1,5,-1
SAL13703,Summer Hill Creek,0,0,0,8,4,12,0
SAL13704,Summer Island,0,0,0,8,4,12,0
SAL13705,Summerland Point,0,8,4,18,3,14,-1
SAL13706,Sun Valley (NSW),0,0,0,8,4,12,0
SAL13707,Sunny Corner,0,8,4,3,4,7,0
SAL13708,Sunset Strip (NSW),0,8,4,3,4,7,0
SAL13709,Sunshine (NSW),0,8,4,3,4,7,-1
SAL13710,Sunshine Bay,0,8,4,3,3,14,-1
SAL13711,Suntop,0,0,0,8,4,12,0
SAL13712,Surf Beach (NSW),0,8,4,3,3,14,-1
SAL13713,Surfside,0,8,4,3,3,14,0
SAL13714,Surry Hills,3,9,8,9,0,0,-1
SAL13715,Sussex Inlet,0,8,4,18,3,14,-1
SAL13716,Sutherland (NSW),1,5,10,13,1,5,-1
SAL13717,Sutton (NSW),4,6,9,18,3,14,-1
SAL13718,Sutton Forest,0,0,0,8,4,12,-1
SAL13719,Swan Bay (Port Stephens - NSW),0,8,4,3,4,7,0
SAL13720,Swan Bay (Richmond Valley - NSW),0,0,0,8,4,7,0
SAL13721,Swan Creek (NSW),0,8,4,0,4,7,0
SAL13722,Swan Vale,0,0,0,8,4,12,0
SAL13723,Swanbrook,0,8,4,3,4,12,0
SAL13724,Swanhaven,0,8,4,3,4,7,0
SAL13725,Swans Crossing,0,3,2,11,6,13,1
SAL13726,Swansea (NSW),0,8,9,18,3,14,-1
SAL13727,Swansea Heads,0,0,0,8,4,12,0
SAL13728,Sweetmans Creek,0,8,4,3,4,7,0
SAL13729,Sydenham (NSW),0,0,0,8,4,12,-1
SAL13730,Sydney,3,2,8,10,5,2,-1
SAL13731,Sydney Olympic Park,4,6,9,15,3,9,-1
SAL13732,Sylvania,1,5,5,19,1,11,-1
SAL13733,Sylvania Waters,4,6,9,18,3,14,-1
SAL13734,Tabbil Creek,0,0,0,8,4,12,0
SAL13735,Tabbimoble,0,8,4,3,4,7,0
SAL13736,Tabbita,0,0,0,8,4,12,0
SAL13737,Table Top,0,0,0,8,3,14,-1
SAL13738,Tabulam,0,8,4,3,4,7,0
SAL13739,Tacoma,0,0,0,8,4,12,0
SAL13740,Tacoma South,0,0,0,8,4,12,0
SAL13741,Tahlee,0,8,4,0,4,19,0
SAL13742,Tahmoor,4,6,9,18,3,14,-1
SAL13743,Talarm,0,8,4,3,4,7,0
SAL13744,Talawanta,0,8,4,3,4,7,0
SAL13745,Talbingo,0,8,4,3,4,7,0
SAL13746,Tallawang,0,0,0,8,4,7,0
SAL13747,Tallawong,4,6,9,15,1,16,-1
SAL13748,Tallimba,0,8,4,3,4,7,0
SAL13749,Tallong,0,0,0,8,4,7,0
SAL13750,Tallowal,0,3,2,11,6,13,1
SAL13751,Tallowwood Ridge,0,8,4,3,4,7,0
SAL13752,Tallwood,0,8,4,3,4,7,-1
SAL13753,Tallwoods Village,0,8,4,3,4,7,-1
SAL13754,Talmalmo,0,8,4,3,4,7,0
SAL13755,Talofa,0,0,0,8,4,12,-1
SAL13756,Taloumbi,0,8,4,3,4,7,0
SAL13757,Tamarama,4,6,9,18,4,12,-1
SAL13758,Tamban,0,8,4,3,4,7,0
SAL13759,Tambar Springs,0,8,4,3,4,7,0
SAL13760,Tambaroora,0,8,4,3,4,7,0
SAL13761,Taminda,0,8,4,3,4,7,0
SAL13762,Tamworth,0,8,4,3,4,7,0
SAL13763,Tanglewood,0,0,0,8,4,7,0
SAL13764,Tanilba Bay,0,8,4,18,3,14,-1
SAL13765,Tanja,0,8,4,3,4,7,0
SAL13766,Tannas Mount,0,0,0,8,4,7,0
SAL13767,Tantangara,0,3,2,11,6,13,1
SAL13768,Tantawangalo,0,8,4,3,4,7,0
SAL13769,Tantonan,0,0,4,8,4,12,-1
SAL13770,Tapitallee,0,0,0,8,4,12,0
SAL13771,Tara (NSW),0,8,4,0,4,7,0
SAL13772,Taradale (NSW),0,8,4,3,4,7,0
SAL13773,Tarago,0,0,0,8,4,12,0
SAL13774,Taralga,0,8,4,3,4,7,0
SAL13775,Tarana,0,0,0,8,4,12,0
SAL13776,Tarban,0,8,4,3,4,7,0
SAL13777,Tarbuck Bay,0,8,4,3,4,7,0
SAL13778,Tarcutta,0,8,4,3,3,14,-1
SAL13779,Taree,4,6,9,15,3,9,-1
SAL13780,Taree South,0,8,4,3,4,7,0
SAL13781,Taren Point,4,6,9,18,3,14,-1
SAL13782,Tarlo,0,0,0,8,4,7,0
SAL13783,Tarraganda,0,0,0,8,4,7,0
SAL13784,Tarrawanna,0,0,0,18,3,14,-1
SAL13785,Tarriaro,0,0,0,8,4,12,0
SAL13786,Tarro,0,8,4,3,4,7,0
SAL13787,Tascott,0,0,9,18,4,12,-1
SAL13788,Tatham,0,8,4,8,4,7,0
SAL13789,Tathra,0,8,4,18,3,14,-1
SAL13790,Tatton,4,0,9,18,4,12,-1
SAL13791,Taylors Arm,0,8,4,3,4,7,0
SAL13792,Taylors Beach (NSW),0,8,4,3,4,7,0
SAL13793,Taylors Flat,0,8,4,3,4,7,0
SAL13794,Tea Gardens,4,6,9,18,3,14,-1
SAL13795,Telarah,0,8,4,3,3,14,-1
SAL13796,Telegraph Point,0,8,4,3,4,7,0
SAL13797,Telopea,4,6,9,18,3,9,-1
SAL13798,Temagog,0,8,4,3,4,7,0
SAL13799,Temora,0,8,9,18,3,14,-1
SAL13800,Tempe,4,6,9,18,3,14,-1
SAL13801,Ten Mile Hollow,0,3,2,11,4,7,1
SAL13802,Tenambit,0,8,4,3,3,14,-1
SAL13803,Tenandra,0,0,0,8,4,12,0
SAL13804,Tennyson (NSW),0,0,0,8,4,12,0
SAL13805,Tennyson Point,4,0,0,18,3,14,-1
SAL13806,Tenterden (NSW),0,8,4,3,4,7,0
SAL13807,Tenterfield,0,8,4,3,3,14,-1
SAL13808,Teralba,0,0,0,18,3,14,-1
SAL13809,Terania Creek,0,8,4,3,4,7,0
SAL13810,Terara,0,8,4,3,4,7,0
SAL13811,Teridgerie,0,0,0,0,4,12,-1
SAL13812,Termeil,0,8,4,3,4,7,0
SAL13813,Terrabella,0,0,0,8,4,12,-1
SAL13814,Terrace Creek,0,8,4,3,4,7,0
SAL13815,Terragon,0,0,0,8,4,12,0
SAL13816,Terramungamine,0,0,0,8,4,12,0
SAL13817,Terranora,4,6,9,18,3,14,-1
SAL13818,Terreel,0,8,4,3,4,7,-1
SAL13819,Terrey Hills,4,6,9,1,3,14,-1
SAL13820,Terrigal,1,5,5,7,1,5,-1
SAL13821,Terry Hie Hie,0,0,0,8,4,12,-1
SAL13822,Teven,0,0,0,8,4,7,0
SAL13823,Tewinga,0,8,4,3,4,7,0
SAL13824,Texas (NSW),0,8,4,3,4,12,0
SAL13825,Thalgarrah,0,8,4,3,4,7,0
SAL13826,Tharbogang,0,0,0,8,4,7,0
SAL13827,The Angle,0,0,0,8,4,7,0
SAL13828,The Basin (NSW),0,3,2,11,6,13,1
SAL13829,The Bight,0,8,4,3,4,7,0
SAL13830,The Branch,0,0,0,8,4,12,0
SAL13831,The Brothers,0,0,0,8,4,12,0
SAL13832,The Channon,0,8,4,3,4,7,0
SAL13833,The Devils Wilderness,0,8,4,3,4,7,-1
SAL13834,The Entrance,0,6,9,18,3,9,-1
SAL13835,The Entrance North,0,8,4,8,4,12,-1
SAL13836,The Freshwater,0,8,4,3,4,7,0
SAL13837,The Gap (Richmond Valley - NSW),0,3,2,11,6,13,1
SAL13838,The Gap (Wagga Wagga - NSW),0,0,0,8,4,7,0
SAL13839,The Glen (NSW),0,8,4,3,4,7,0
SAL13840,The Gulf,0,3,2,11,6,13,1
SAL13841,The Hatch,0,8,4,3,4,7,0
SAL13842,The Hill,4,6,9,18,3,9,-1
SAL13843,The Junction,0,0,0,8,4,12,-1
SAL13844,The Lagoon,0,0,0,8,4,12,0
SAL13845,The Marra,0,0,0,8,4,12,0
SAL13846,The Meadows,0,0,0,8,4,12,-1
SAL13847,The Oaks,0,0,0,18,3,14,-1
SAL13848,The Pilliga,0,3,2,11,6,13,1
SAL13849,The Pinnacles,0,8,4,3,4,7,0
SAL13850,The Pocket,0,0,0,8,4,12,0
SAL13851,The Ponds,3,4,1,2,0,0,-1
SAL13852,The Ridgeway,0,0,0,8,4,12,-1
SAL13853,The Risk,0,8,4,3,4,7,0
SAL13854,The Rock,0,8,4,3,3,14,0
SAL13855,The Rocks (Bathurst Regional - NSW),0,0,0,8,4,12,-1
SAL13856,The Rocks (Sydney - NSW),4,0,0,8,3,14,-1
SAL13857,The Sandon,0,8,4,3,4,19,-1
SAL13858,The Slopes,0,0,0,8,4,12,0
SAL13859,The Whiteman,0,0,0,8,4,7,0
SAL13860,Theresa Creek (NSW),0,8,4,3,4,7,0
SAL13861,Theresa Park,0,0,0,8,4,12,0
SAL13862,Thirldene,0,0,0,0,4,19,-1
SAL13863,Thirlmere,4,6,9,18,3,14,-1
SAL13864,Thirroul,1,5,5,1,1,5,-1
SAL13865,Thora,0,8,4,3,4,7,0
SAL13866,Thornleigh,1,5,5,7,1,5,-1
SAL13867,Thornton (NSW),4,6,9,15,3,9,-1
SAL13868,Thredbo,0,0,0,8,4,7,-1
SAL13869,Thrumster,0,0,0,8,3,14,-1
SAL13870,Thuddungra,0,8,4,3,4,7,0
SAL13871,Thule,0,8,4,3,4,7,0
SAL13872,Thumb Creek,0,8,4,3,4,7,0
SAL13873,Thurgoona,4,5,10,15,3,9,-1
SAL13874,Thyra,0,8,4,0,4,7,0
SAL13875,Tianjara,0,0,0,0,4,12,-1
SAL13876,Tibbuc,0,8,4,3,4,7,0
SAL13877,Tibooburra,0,8,4,0,4,12,0
SAL13878,Tichborne,0,8,4,0,4,7,0
SAL13879,Tichular,0,8,4,3,4,7,-1
SAL13880,Tighes Hill,0,0,0,18,4,12,-1
SAL13881,Tilba Tilba,0,8,4,3,4,7,0
SAL13882,Tilbuster,0,0,0,8,4,12,0
SAL13883,Tilligerry Creek,0,3,2,11,6,13,1
SAL13884,Tilpa,0,8,4,3,4,7,0
SAL13885,Timbarra (NSW),0,8,4,0,4,7,0
SAL13886,Timbillica,0,8,4,0,4,19,-1
SAL13887,Timbumburi,0,0,0,8,4,12,0
SAL13888,Timor (NSW),0,8,4,3,4,7,0
SAL13889,Tindarey,0,0,0,8,4,12,-1
SAL13890,Tinderry,0,0,0,8,4,12,0
SAL13891,Tingha,0,8,4,3,4,7,0
SAL13892,Tingira Heights,0,0,0,8,4,12,0
SAL13893,Tinonee,0,8,4,3,4,7,0
SAL13894,Tinpot,0,8,4,3,4,7,0
SAL13895,Tintenbar,0,0,0,8,3,14,-1
SAL13896,Tintinhull,0,0,0,8,4,12,0
SAL13897,Tiona,0,8,4,0,4,19,-1
SAL13898,Tipperary (NSW),0,8,4,3,4,7,0
SAL13899,Tiri,0,8,4,3,4,7,-1
SAL13900,Tirrannaville,0,0,0,8,4,12,0
SAL13901,Titaatee Creek,0,8,4,3,4,7,0
SAL13902,Tocal,0,8,4,3,4,7,-1
SAL13903,Tocumwal,0,8,4,3,4,7,-1
SAL13904,Tolbar,0,3,2,11,6,13,1
SAL13905,Tolland,0,8,4,18,3,14,-1
SAL13906,Tolwong,0,3,2,11,6,13,1
SAL13907,Tomago,0,8,4,3,4,7,0
SAL13908,Tomakin,0,8,4,3,4,7,-1
SAL13909,Tomalla,0,8,4,3,4,12,0
SAL13910,Tombong,0,8,4,3,4,7,0
SAL13911,Tomboye,0,8,4,3,4,7,0
SAL13912,Tomerong,0,0,0,8,4,12,-1
SAL13913,Tomewin,0,0,0,8,4,12,0
SAL13914,Tomingley,0,8,4,3,4,7,0
SAL13915,Tomki,0,8,4,3,4,7,0
SAL13916,Toms Creek,0,8,4,3,4,7,0
SAL13917,Tonderburine,0,0,0,8,4,12,0
SAL13918,Tongarra,0,0,0,8,4,12,0
SAL13919,Toogong,0,8,4,3,4,7,0
SAL13920,Tooleybuc,0,8,4,3,4,7,0
SAL13921,Toolijooa,0,0,0,8,4,12,-1
SAL13922,Tooloom,0,8,4,3,4,7,0
SAL13923,Tooloon,0,0,0,8,4,12,-1
SAL13924,Tooma,0,0,0,8,4,12,0
SAL13925,Toongabbie (NSW),1,4,1,13,1,5,-1
SAL13926,Toongi,0,0,0,8,4,12,0
SAL13927,Toonumbar,0,8,4,3,4,7,0
SAL13928,Tooranie,0,0,0,0,4,12,0
SAL13929,Tooraweenah,0,8,4,3,4,7,0
SAL13930,Toormina,4,6,9,18,3,14,-1
SAL13931,Toorooka,0,8,4,3,4,7,0
SAL13932,Toothdale,0,0,0,8,4,7,0
SAL13933,Tootool,0,0,0,0,4,12,0
SAL13934,Toowoon Bay,0,8,4,3,4,7,0
SAL13935,Topi Topi,0,0,0,8,4,12,0
SAL13936,Toronto,4,6,9,18,3,14,-1
SAL13937,Torrington (NSW),0,8,4,3,4,7,0
SAL13938,Torryburn (Dungog - NSW),0,0,0,8,4,7,0
SAL13939,Torryburn (Uralla - NSW),0,8,0,0,4,12,0
SAL13940,Totnes Valley,0,8,4,3,4,7,0
SAL13941,Tottenham (NSW),0,8,4,3,4,7,0
SAL13942,Touga,0,3,2,11,6,13,1
SAL13943,Toukley,0,6,9,18,3,14,-1
SAL13944,Towallum,0,3,2,11,6,13,1
SAL13945,Towamba,0,8,4,3,4,7,0
SAL13946,Townsend,0,8,4,3,4,7,0
SAL13947,Towradgi,4,6,9,18,3,14,-1
SAL13948,Towrang,0,0,0,8,4,7,0
SAL13949,Tralee,0,8,4,3,4,7,-1
SAL13950,Trangie,0,8,4,3,4,7,0
SAL13951,Tregeagle,0,0,0,8,4,12,0
SAL13952,Tregear,0,8,4,3,3,14,0
SAL13953,Trenayr,0,8,4,3,4,7,0
SAL13954,Trentham Cliffs,0,8,4,3,4,12,0
SAL13955,Trewilga,0,8,4,3,4,7,0
SAL13956,Triamble,0,8,4,3,4,12,-1
SAL13957,Triangle Flat,0,8,4,3,4,7,0
SAL13958,Trundle,0,8,4,3,4,7,0
SAL13959,Trungley Hall,0,0,0,0,4,12,0
SAL13960,Trunkey Creek,0,8,4,3,4,7,0
SAL13961,Tubbamurra,0,8,4,3,4,7,0
SAL13962,Tubbul,0,8,4,3,4,7,0
SAL13963,Tucabia,0,8,4,3,4,7,0
SAL13964,Tucki Tucki,0,8,4,3,4,7,0
SAL13965,Tuckombil,0,0,0,8,3,14,-1
SAL13966,Tuckurimba,0,0,0,8,4,7,0
SAL13967,Tuena,0,8,4,3,4,7,0
SAL13968,Tuggerah,0,0,0,8,3,14,0
SAL13969,Tuggerawong,0,0,0,8,4,7,0
SAL13970,Tugrabakh,0,8,4,3,4,7,0
SAL13971,Tullakool,0,8,4,3,4,12,0
SAL13972,Tullamore,0,8,4,3,4,7,0
SAL13973,Tullarwalla,0,0,0,8,4,12,-1
SAL13974,Tullera,0,8,4,3,4,7,0
SAL13975,Tullibigeal,0,8,4,3,4,7,0
SAL13976,Tullimbar,0,0,0,8,4,12,-1
SAL13977,Tulloona,0,8,4,3,4,7,0
SAL13978,Tullymorgan,0,8,4,3,4,7,0
SAL13979,Tumbarumba,0,8,4,3,3,14,-1
SAL13980,Tumbi Umbi,4,6,9,18,3,9,-1
SAL13981,Tumblong,0,8,4,3,4,12,0
SAL13982,Tumbulgum,0,0,0,8,4,12,0
SAL13983,Tumorrama,0,0,0,8,4,12,0
SAL13984,Tumut,4,6,9,18,3,14,-1
SAL13985,Tumut Plains,0,0,0,8,4,12,0
SAL13986,Tuncester,0,8,4,3,4,7,0
SAL13987,Tuncurry,4,6,9,18,3,9,-1
SAL13988,Tunglebung,0,8,4,3,4,7,0
SAL13989,Tuntable Creek,0,8,4,3,4,7,0
SAL13990,Tuppal,0,8,4,3,4,12,0
SAL13991,Tura Beach,4,6,9,18,3,14,-1
SAL13992,Turill,0,8,4,3,4,7,0
SAL13993,Turlinjah,0,8,4,3,4,7,0
SAL13994,Turners Flat,0,0,0,8,4,12,0
SAL13995,Turondale,0,8,4,3,4,7,0
SAL13996,Tuross,0,8,4,0,4,7,0
SAL13997,Tuross Head,0,8,4,18,4,7,-1
SAL13998,Turramurra,3,2,6,17,5,2,-1
SAL13999,Turrawan,0,8,4,3,4,7,0
SAL14000,Turrella,0,0,0,18,3,9,-1
SAL14001,Turvey Park,4,6,9,18,3,14,-1
SAL14002,Tweed Heads,4,6,9,1,3,9,-1
SAL14003,Tweed Heads South,4,6,9,18,3,14,-1
SAL14004,Tweed Heads West,4,6,9,18,3,14,-1
SAL14005,Twelve Mile,0,8,4,3,4,7,0
SAL14006,Twelve Mile Creek,0,8,4,3,4,7,0
SAL14007,Twelve Mile Peg,0,3,2,11,6,13,1
SAL14008,Twenty Forests,0,3,2,11,6,13,1
SAL14009,Twin Rivers,0,0,0,0,4,12,0
SAL14010,Two Mile Flat,0,0,0,8,4,12,0
SAL14011,Tyagarah,0,0,0,8,4,12,0
SAL14012,Tyalgum,0,8,4,3,4,7,0
SAL14013,Tyalgum Creek,0,8,4,3,4,7,0
SAL14014,Tygalgah,0,0,0,8,4,12,0
SAL14015,Tyndale,0,8,4,3,4,7,0
SAL14016,Tyringham,0,8,4,3,4,7,0
SAL14017,Uarbry,0,8,4,3,4,7,0
SAL14018,Uki,0,8,4,3,4,7,0
SAL14019,Ulamambri,0,8,4,3,4,7,0
SAL14020,Ulan,0,8,4,3,4,7,0
SAL14021,Ulladulla,4,6,9,18,3,14,-1
SAL14022,Ulmarra,0,8,4,3,4,7,0
SAL14023,Ulong,0,8,4,3,4,7,0
SAL14024,Ultimo,1,5,10,13,1,5,-1
SAL14025,Umina Beach,1,5,10,13,1,5,-1
SAL14026,Unanderra,0,6,9,18,3,14,-1
SAL14027,Underbank,0,8,4,3,4,7,0
SAL14028,Undercliffe,0,8,4,3,4,7,0
SAL14029,Ungarie,0,8,4,3,4,7,0
SAL14030,Unumgar,0,8,4,3,4,7,0
SAL14031,Upper Allyn,0,0,0,8,4,12,-1
SAL14032,Upper Bingara,0,8,4,3,4,7,-1
SAL14033,Upper Burringbar,0,8,4,3,4,7,0
SAL14034,Upper Bylong,0,8,4,3,4,7,0
SAL14035,Upper Colo,0,0,0,8,4,12,0
