SAL_CODE_2021,Suburb_Name,KMeans_5,KMeans_10,KMeans_15,KMeans_20,Hierarchical_10,Hierarchical_20,HDBSCAN
SAL13045,Nullo Mountain,0,8,4,3,4,7,0
SAL13046,Numbaa,0,0,0,8,4,7,0
SAL13047,Number One,0,8,4,3,4,7,0
SAL13048,Numbla Vale,0,0,0,8,4,12,0
SAL13049,Numbugga,0,8,4,3,4,7,0
SAL13050,Numeralla,0,8,4,3,4,7,0
SAL13051,Numinbah,0,8,4,3,4,7,0
SAL13052,Numulgi,0,8,4,8,4,7,0
SAL13053,Nunderi,0,0,0,8,4,12,0
SAL13054,Nundle,0,8,4,3,4,7,0
SAL13055,Nungatta,0,8,4,0,4,19,0
SAL13056,Nungatta South,0,3,2,11,6,13,1
SAL13057,Nurenmerenmong,0,0,0,0,4,12,-1
SAL13058,Nymagee,0,8,4,3,4,7,0
SAL13059,Nymboida,0,8,4,3,4,7,0
SAL13060,Nyngan,0,8,4,3,3,14,-1
SAL13061,Nyora (NSW),0,0,0,0,4,12,0
SAL13062,Nyrang Creek,0,8,4,3,4,7,0
SAL13063,O'Connell (NSW),0,0,0,8,4,12,-1
SAL13064,Oak Flats,4,6,9,18,3,14,-1
SAL13065,Oakdale (NSW),0,0,0,8,4,12,0
SAL13066,Oakey Park,0,8,4,3,4,7,0
SAL13067,Oakhampton,0,8,4,3,4,7,0
SAL13068,Oakhampton Heights,0,0,0,8,4,12,-1
SAL13069,Oakhurst (NSW),4,6,9,18,3,9,-1
SAL13070,Oaklands,0,8,4,3,4,7,0
SAL13071,Oakville,0,0,0,8,4,12,-1
SAL13072,Oakwood (NSW),0,0,0,8,4,12,0
SAL13073,Oallen,0,8,4,3,4,7,0
SAL13074,Oatlands (NSW),4,5,5,1,1,16,-1
SAL13075,Oatley,1,4,1,7,1,5,-1
SAL13076,Oban,0,0,0,8,4,12,0
SAL13077,Obanvale,0,0,0,8,4,12,0
SAL13078,Oberne Creek,0,8,4,3,4,7,0
SAL13079,Oberon,0,8,4,3,3,14,-1
SAL13080,Obley,0,8,4,3,4,7,0
SAL13081,Ocean Shores,4,6,9,18,3,9,-1
SAL13082,Ogunbil,0,8,4,3,4,7,0
SAL13083,Old Adaminaby,0,8,4,3,4,7,0
SAL13084,Old Bar,4,6,9,18,3,14,-1
SAL13085,Old Bonalbo,0,8,4,3,4,7,0
SAL13086,Old Erowal Bay,0,8,4,3,4,7,0
SAL13087,Old Grevillia,0,8,4,3,4,7,0
SAL13088,Old Guildford,0,0,0,0,3,14,-1
SAL13089,Old Junee,0,8,4,3,4,7,0
SAL13090,Old Mill,0,8,4,3,4,7,0
SAL13091,Old Station,0,8,4,3,4,7,0
SAL13092,Old Toongabbie,4,6,9,18,3,14,-1
SAL13093,Olinda (NSW),0,8,4,3,4,7,0
SAL13094,Olney,0,3,2,11,6,13,1
SAL13095,Omadale,0,3,2,11,4,7,1
SAL13096,One Mile (NSW),0,0,0,8,4,7,0
SAL13097,One Tree,0,8,4,3,4,12,0
SAL13098,Oolong,0,0,0,8,4,12,0
SAL13099,Ooma,0,0,0,8,4,12,0
SAL13100,Ootha,0,8,4,3,4,7,0
SAL13101,Ophir,0,0,0,8,4,12,0
SAL13102,Oran Park,1,5,10,13,1,5,-1
SAL13103,Orange,3,2,6,17,5,2,-1
SAL13104,Orange Grove (NSW),0,0,0,8,4,12,0
SAL13105,Orangeville,0,0,0,8,4,12,-1
SAL13106,Orchard Hills,0,0,0,8,3,14,-1
SAL13107,Orient Point,0,8,4,3,4,7,0
SAL13108,Orton Park,0,0,0,8,4,12,0
SAL13109,Osborne (NSW),0,8,4,0,4,7,0
SAL13110,Osterley (NSW),0,0,0,8,4,12,0
SAL13111,Oswald,0,0,0,8,4,12,0
SAL13112,Otford,0,0,0,8,4,12,-1
SAL13113,Oura,0,0,0,8,4,12,0
SAL13114,Ourimbah,4,6,9,18,3,14,-1
SAL13115,Ournie,0,8,4,3,4,7,0
SAL13116,Owens Gap,0,0,0,8,4,12,0
SAL13117,Oxford Falls,0,8,4,3,4,7,-1
SAL13118,Oxley (Balranald - NSW),0,0,0,8,4,12,-1
SAL13119,Oxley (Warren - NSW),0,8,4,3,4,12,-1
SAL13120,Oxley Island,0,8,4,8,4,7,0
SAL13121,Oxley Park,0,0,0,18,3,14,-1
SAL13122,Oxley Vale,0,0,9,18,3,14,-1
SAL13123,Oyster Bay,4,5,10,1,1,16,-1
SAL13124,Oyster Cove (NSW),0,8,4,3,4,7,0
SAL13125,Packsaddle,0,8,4,3,4,12,-1
SAL13126,Paddington (NSW),2,2,6,6,5,2,-1
SAL13127,Paddys Flat (Kyogle - NSW),0,8,4,0,4,19,-1
SAL13128,Paddys Flat (Snowy Monaro Regional - NSW),0,8,4,0,4,7,0
SAL13129,Paddys River (Snowy Valleys - NSW),0,8,4,3,4,7,0
SAL13130,Paddys River (Wingecarribee - NSW),0,0,0,8,4,12,-1
SAL13131,Padstow,1,5,10,13,1,5,-1
SAL13132,Padstow Heights,4,6,9,18,3,14,-1
SAL13133,Pagans Flat,0,8,4,3,4,12,0
SAL13134,Pages Creek,0,8,4,3,4,7,0
SAL13135,Pages River,0,8,4,3,4,7,0
SAL13136,Pagewood,4,6,9,18,3,14,-1
SAL13137,Palarang,0,8,4,3,4,7,0
SAL13138,Palerang,0,3,2,11,6,13,1
SAL13139,Paling Yards (Bathurst Regional - NSW),0,0,0,8,4,12,0
SAL13140,Paling Yards (Oberon - NSW),0,8,4,0,4,7,0
SAL13141,Pallal,0,0,0,8,4,12,0
SAL13142,Pallamallawa,0,8,4,3,4,7,0
SAL13143,Palm Beach (NSW),4,6,9,1,1,16,-1
SAL13144,Palm Grove (NSW),0,8,4,3,4,7,0
SAL13145,Palmdale (NSW),0,0,0,8,4,12,0
SAL13146,Palmers Channel,0,8,4,3,4,7,0
SAL13147,Palmers Island,0,8,4,3,4,7,0
SAL13148,Palmers Oaky,0,8,4,3,4,7,0
SAL13149,Palmvale,0,0,0,0,4,7,0
SAL13150,Palmwoods (NSW),0,8,4,3,4,7,0
SAL13151,Pambula,0,8,4,3,4,7,0
SAL13152,Pambula Beach,0,8,4,3,4,7,-1
SAL13153,Pampoolah,0,8,4,3,4,7,0
SAL13154,Pan Ban,0,0,0,0,4,12,-1
SAL13155,Panania,1,5,10,13,1,5,-1
SAL13156,Pangee,0,8,4,3,4,7,0
SAL13157,Panuara,0,0,0,8,4,12,0
SAL13158,Pappinbarra,0,8,4,3,4,7,0
SAL13159,Para,0,8,4,0,4,19,-1
SAL13160,Paradise (NSW),0,0,0,0,4,19,0
SAL13161,Paringi,0,8,4,0,4,7,0
SAL13162,Parkes (NSW),4,6,9,15,3,9,-1
SAL13163,Parkesbourne,0,0,0,8,4,12,0
SAL13164,Parklea,4,6,9,18,3,14,-1
SAL13165,Parkville (NSW),0,0,0,8,4,12,0
SAL13166,Parma,0,0,0,8,4,7,0
SAL13167,Parramatta,3,9,8,9,2,1,-1
SAL13168,Parraweena,0,8,4,0,4,12,0
SAL13169,Patchs Beach,0,0,0,8,4,7,0
SAL13170,Paterson (NSW),0,0,0,8,4,12,0
SAL13171,Patonga,0,8,4,3,4,7,0
SAL13172,Paupong,0,8,4,3,4,12,0
SAL13173,Paxton,0,0,0,8,4,7,0
SAL13174,Paynes Crossing,0,8,4,3,4,7,0
SAL13175,Paytens Bridge,0,0,0,8,4,12,0
SAL13176,Peacock Creek,0,8,4,3,4,7,0
SAL13177,Peak Hill (NSW),0,8,4,3,4,7,0
SAL13178,Peak View,0,0,0,8,4,7,0
SAL13179,Peakhurst,1,5,10,13,1,5,-1
SAL13180,Peakhurst Heights,4,6,9,18,3,14,-1
SAL13181,Pearces Creek,0,0,0,8,4,12,0
SAL13182,Pearl Beach,0,0,0,8,3,14,-1
SAL13183,Peats Ridge,0,0,0,8,4,12,0
SAL13184,Pebbly Beach,0,8,4,3,4,7,-1
SAL13185,Peel,0,0,0,8,4,12,0
SAL13186,Peelwood,0,8,4,3,4,7,0
SAL13187,Pejar,0,8,4,3,4,7,0
SAL13188,Pelaw Main,0,8,4,3,4,7,0
SAL13189,Pelican (NSW),0,8,4,3,3,14,0
SAL13190,Pelton,0,8,4,3,4,7,0
SAL13191,Pembrooke,0,8,4,3,4,7,0
SAL13192,Pemulwuy,4,6,9,15,1,16,-1
SAL13193,Pendle Hill,4,6,10,15,3,9,-1
SAL13194,Pennant Hills,1,5,5,7,1,5,-1
SAL13195,Penrith,1,5,10,13,1,5,-1
SAL13196,Penrose,0,8,4,3,4,7,0
SAL13197,Penshurst (NSW),1,5,10,13,1,5,-1
SAL13198,Pericoe,0,8,4,3,4,7,0
SAL13199,Perisher Valley,0,0,0,8,4,12,-1
SAL13200,Perrys Crossing,0,3,2,11,4,7,-1
SAL13201,Perthville,0,0,0,8,4,12,0
SAL13202,Petersham,1,5,1,13,1,5,-1
SAL13203,Pheasants Nest,0,0,0,8,4,12,0
SAL13204,Phegans Bay,0,0,0,8,4,12,0
SAL13205,Phillip Bay,0,0,0,8,4,12,-1
SAL13206,Phoenix Park,0,8,4,3,4,7,0
SAL13207,Piallamore,0,0,0,8,4,12,0
SAL13208,Piallaway,0,8,4,3,4,7,0
SAL13209,Piambong,0,0,0,8,4,7,0
SAL13210,Picketts Valley,0,0,0,8,4,12,-1
SAL13211,Picnic Point,4,6,9,15,1,16,-1
SAL13212,Picton (NSW),4,6,9,15,3,18,-1
SAL13213,Pigeonbah,0,0,0,8,4,12,0
SAL13214,Piggabeen,0,0,0,8,4,12,0
SAL13215,Pikapene,0,8,4,3,4,7,-1
SAL13216,Pillar Valley,0,8,4,3,4,7,0
SAL13217,Pilliga,0,8,4,3,4,7,0
SAL13218,Pilot Wilderness,0,3,2,11,6,13,1
SAL13219,Pimlico (NSW),0,0,0,8,4,7,0
SAL13220,Pimlico Island,0,3,2,11,6,13,1
SAL13221,Pinbeyan,0,3,2,11,6,13,1
SAL13222,Pindaroi,0,8,4,3,4,7,0
SAL13223,Pindimar,0,8,4,3,4,7,0
SAL13224,Pine Camp,0,8,4,0,4,12,0
SAL13225,Pine Clump,0,8,4,0,4,12,0
SAL13226,Pine Grove (NSW),0,8,4,3,4,12,-1
SAL13227,Pine Lodge (NSW),0,8,4,3,4,7,0
SAL13228,Pine Ridge,0,0,0,0,4,7,0
SAL13229,Pine Valley,0,0,0,8,4,12,0
SAL13230,Piney Range,0,8,4,8,4,7,0
SAL13231,Pinkett,0,0,0,8,4,12,0
SAL13232,Pinnacle (NSW),0,8,4,3,4,7,0
SAL13233,Pinnacle Swamp,0,0,0,0,4,12,0
SAL13234,Pinny Beach,0,3,2,11,6,13,1
SAL13235,Piora,0,8,4,3,4,7,0
SAL13236,Pipeclay,0,8,4,3,4,7,0
SAL13237,Pitnacree,0,0,0,8,4,12,0
SAL13238,Pitt Town,4,6,9,18,3,14,-1
SAL13239,Pitt Town Bottoms,0,0,0,8,4,12,-1
SAL13240,Pleasant Hills,0,8,4,0,4,7,0
SAL13241,Pleasure Point,0,0,0,8,4,12,-1
SAL13242,Plumpton (NSW),4,6,9,15,3,9,-1
SAL13243,Point Clare,4,6,9,18,3,14,-1
SAL13244,Point Frederick,4,6,9,18,3,14,-1
SAL13245,Point Piper,4,6,9,1,3,14,-1
SAL13246,Point Wolstoncroft,0,3,2,11,6,13,1
SAL13247,Pointer Mountain,0,0,0,8,4,7,0
SAL13248,Pokolbin,4,6,9,18,1,16,-1
SAL13249,Pola Creek,0,0,0,8,4,12,0
SAL13250,Polo Flat,0,0,0,8,4,12,-1
SAL13251,Pomeroy,0,0,0,8,4,12,0
SAL13252,Pomona (NSW),0,8,4,3,4,7,0
SAL13253,Ponto,0,0,0,8,4,12,0
SAL13254,Pooncarie,0,8,4,3,4,7,0
SAL13255,Port Botany,0,3,2,11,4,7,1
SAL13256,Port Hacking,4,0,0,8,3,14,-1
SAL13257,Port Kembla,4,6,9,18,3,14,-1
SAL13258,Port Macquarie,2,2,14,17,5,2,-1
SAL13259,Port Stephens,0,3,2,11,6,13,1
SAL13260,Porters Creek,0,3,2,11,6,13,1
SAL13261,Porters Retreat,0,0,0,8,4,7,0
SAL13262,Portland (NSW),0,8,4,3,4,7,-1
SAL13263,Possum Brush,0,8,4,3,4,7,0
SAL13264,Possum Creek,0,0,0,8,4,12,0
SAL13265,Potato Point,0,8,4,3,4,7,0
SAL13266,Pottery Estate,0,8,4,3,4,7,0
SAL13267,Potts Hill,0,0,0,8,4,12,-1
SAL13268,Potts Point,1,4,1,2,0,0,-1
SAL13269,Pottsville,4,6,9,18,3,14,-1
SAL13270,Prairiewood,0,0,0,18,3,14,-1
SAL13271,Premer,0,8,4,3,4,7,0
SAL13272,Prestons,1,5,10,15,1,5,-1
SAL13273,Pretty Beach (Central Coast - NSW),0,0,0,8,4,12,-1
SAL13274,Pretty Beach (Shoalhaven - NSW),0,3,2,11,6,13,1
SAL13275,Pretty Pine,0,0,0,8,4,7,0
SAL13276,Primbee,0,8,4,8,3,14,-1
SAL13277,Primrose Valley,0,0,0,8,4,12,0
SAL13278,Prospect (NSW),4,6,9,18,3,9,-1
SAL13279,Providence Portal,0,8,4,0,4,19,-1
SAL13280,Pucawan,0,8,4,3,4,7,0
SAL13281,Puddledock,0,0,0,8,4,7,0
SAL13282,Pulganbar,0,8,4,3,4,7,0
SAL13283,Pullabooka,0,8,4,3,4,7,0
SAL13284,Pulletop,0,0,0,8,4,12,0
SAL13285,Pumpenbil,0,8,4,3,4,7,0
SAL13286,Punchbowl (Canterbury-Bankstown - NSW),1,5,10,15,1,5,-1
SAL13287,Punchbowl (Clarence Valley - NSW),0,0,0,8,4,12,0
SAL13288,Purfleet,0,8,4,0,4,19,0
SAL13289,Purlewaugh,0,8,4,3,4,7,0
SAL13290,Putney,4,6,9,1,3,9,-1
SAL13291,Putta Bucca,0,0,0,8,4,12,0
SAL13292,Putty,0,8,4,3,4,7,0
SAL13293,Pyangle,0,8,4,3,4,7,0
SAL13294,Pymble,3,2,6,17,5,2,-1
SAL13295,Pyramul,0,8,4,3,4,7,0
SAL13296,Pyree,0,0,0,8,4,7,0
SAL13297,Pyrmont,3,2,14,2,5,2,-1
SAL13298,Quaama,0,8,4,3,4,7,0
SAL13299,Quakers Hill,3,4,1,2,0,0,-1
SAL13300,Quambone,0,8,4,3,4,7,0
SAL13301,Quanda,0,8,4,3,4,12,0
SAL13302,Quandary,0,0,0,0,4,12,0
SAL13303,Quandialla,0,8,4,3,4,7,0
SAL13304,Queanbeyan,4,6,9,15,3,9,-1
SAL13305,Queanbeyan East,4,6,9,18,3,9,-1
SAL13306,Queanbeyan West,4,6,9,18,3,14,-1
SAL13307,Queens Park (NSW),4,5,5,1,1,16,-1
SAL13308,Queens Pinch,0,0,0,0,4,12,0
SAL13309,Queenscliff (NSW),4,6,10,15,3,9,-1
SAL13310,Quialigo,0,8,4,8,4,7,0
SAL13311,Quidong,0,0,0,8,4,7,0
SAL13312,Quiera,0,0,0,0,4,12,-1
SAL13313,Quipolly,0,0,0,8,4,12,0
SAL13314,Quirindi,0,8,4,3,3,14,-1
SAL13315,Quorrobolong,0,0,0,8,4,12,0
SAL13316,Raby,4,6,9,18,3,9,-1
SAL13317,Raglan (NSW),0,0,0,8,4,7,0
SAL13318,Rainbow Flat,0,8,4,3,4,7,0
SAL13319,Rainbow Reach,0,8,4,3,4,7,0
SAL13320,Raleigh,0,8,4,3,4,7,0
SAL13321,Ramornie,0,8,4,3,4,7,0
SAL13322,Ramsgate,0,0,0,8,3,14,-1
SAL13323,Ramsgate Beach,0,0,0,8,3,14,-1
SAL13324,Rand,0,8,4,0,4,7,0
SAL13325,Randwick,2,1,3,6,2,6,-1
SAL13326,Rangari,0,0,0,8,4,12,0
SAL13327,Rangers Valley,0,0,0,8,4,12,-1
SAL13328,Rankin Park,4,6,9,18,3,14,-1
SAL13329,Rankins Springs,0,8,4,3,4,7,0
SAL13330,Rannock,0,0,0,0,4,7,0
SAL13331,Rappville,0,8,4,3,4,7,0
SAL13332,Rathmines,0,0,0,18,3,14,-1
SAL13333,Ravensdale,0,0,0,8,4,12,0
SAL13334,Ravenswood (NSW),0,8,4,3,4,7,0
SAL13335,Ravensworth (NSW),0,3,2,11,4,7,1
SAL13336,Rawdon Island,0,0,0,8,4,12,-1
SAL13337,Rawdon Vale,0,0,0,0,4,12,0
SAL13338,Raworth,0,0,0,8,4,12,-1
SAL13339,Rawsonville,0,0,0,8,4,12,-1
SAL13340,Raymond Terrace,4,6,9,15,3,9,-1
SAL13341,Razorback,0,0,0,8,4,12,-1
SAL13342,Red Head,0,8,4,3,4,7,-1
SAL13343,Red Hill (Snowy Valleys - NSW),0,8,4,3,4,7,0
SAL13344,Red Hill (Tamworth Regional - NSW),0,8,4,3,4,7,0
SAL13345,Red Hill (Warren - NSW),0,8,4,3,4,7,0
SAL13346,Red Range,0,8,4,3,4,7,0
SAL13347,Red Rock,0,8,4,3,4,7,0
SAL13348,Red Rocks,0,0,0,8,4,12,-1
SAL13349,Redbank (NSW),0,0,0,8,4,7,0
SAL13350,Redbournberry,0,0,0,8,4,12,0
SAL13351,Reddestone,0,8,4,3,4,12,-1
SAL13352,Redfern,3,4,1,2,0,0,-1
SAL13353,Redhead,4,6,9,18,3,9,-1
SAL13354,Redlands,0,0,0,8,4,12,0
SAL13355,Reedy Creek (NSW),0,0,0,8,4,12,0
SAL13356,Reedy Swamp,0,8,4,3,4,12,0
SAL13357,Reefton (NSW),0,8,4,3,4,7,0
SAL13358,Regents Park (NSW),4,6,9,18,3,14,-1
SAL13359,Regentville,0,0,0,8,4,12,-1
SAL13360,Reids Flat,0,8,4,3,4,7,0
SAL13361,Reidsdale,0,0,0,8,4,7,0
SAL13362,Rennie,0,0,0,8,4,12,-1
SAL13363,Reno,0,0,0,8,4,12,0
SAL13364,Renwick,0,0,0,8,4,12,-1
SAL13365,Repentance Creek,0,8,4,3,4,7,0
SAL13366,Repton,0,8,4,3,4,7,0
SAL13367,Reserve Creek,0,8,4,8,4,7,0
SAL13368,Retreat (NSW),0,8,4,3,4,7,0
SAL13369,Revesby,1,5,10,13,1,5,-1
SAL13370,Revesby Heights,0,0,0,18,4,12,-1
SAL13371,Rhine Falls,0,0,0,8,4,12,0
SAL13372,Rhodes,1,4,1,10,1,3,-1
SAL13373,Richards,0,8,4,3,4,7,0
SAL13374,Richlands (NSW),0,0,0,8,4,12,0
SAL13375,Richmond (NSW),4,6,9,18,3,14,-1
SAL13376,Richmond Hill (NSW),0,0,0,8,4,12,-1
SAL13377,Richmond Lowlands,0,0,0,8,4,12,-1
SAL13378,Richmond Vale,0,0,0,8,4,12,0
SAL13379,Rileys Hill,0,8,4,3,4,7,0
SAL13380,Ringwood (NSW),0,0,0,8,4,7,0
SAL13381,Riverlea,0,8,4,3,4,7,0
SAL13382,Riverside (NSW),0,8,4,3,4,7,0
SAL13383,Riverstone,4,6,9,15,3,9,-1
SAL13384,Rivertree,0,8,4,3,4,7,0
SAL13385,Riverview (NSW),4,5,5,1,1,16,-1
SAL13386,Riverwood,4,6,10,15,3,9,-1
SAL13387,Rixs Creek,0,0,0,8,4,7,0
SAL13388,Rob Roy,0,8,4,3,4,7,0
SAL13389,Robertson (NSW),4,6,9,18,3,14,-1
SAL13390,Robin Hill,0,0,0,8,4,12,-1
SAL13391,Rock Flat,0,0,0,8,4,12,0
SAL13392,Rock Forest,0,0,0,8,4,12,0
SAL13393,Rock Valley,0,8,4,3,4,7,0
SAL13394,Rockdale,1,5,10,13,1,5,-1
SAL13395,Rockley,0,8,4,3,4,7,0
SAL13396,Rockley Mount,0,0,0,8,4,12,0
SAL13397,Rockton,0,8,4,0,4,19,-1
SAL13398,Rocky Creek (Gwydir - NSW),0,8,4,3,4,7,0
SAL13399,Rocky Creek (Inverell - NSW),0,8,4,3,4,19,0
SAL13400,Rocky Glen,0,8,4,3,4,7,0
SAL13401,Rocky Hall,0,8,4,3,4,7,0
SAL13402,Rocky Plain (NSW),0,0,0,8,4,7,0
SAL13403,Rocky Point (NSW),0,0,0,8,4,12,0
SAL13404,Rocky River (Tenterfield - NSW),0,8,4,0,4,19,-1
SAL13405,Rocky River (Uralla - NSW),0,8,4,3,4,7,0
SAL13406,Rodd Point,4,6,9,18,3,14,-1
SAL13407,Rollands Plains,0,8,4,3,4,7,0
SAL13408,Rookhurst,0,8,4,3,4,7,0
SAL13409,Rookwood (NSW),0,8,4,3,4,7,0
SAL13410,Rooty Hill,4,5,10,15,3,9,-1
SAL13411,Ropes Crossing,4,6,9,15,3,9,-1
SAL13412,Rose Bay (NSW),3,2,6,12,5,17,-1
SAL13413,Rose Valley (Kiama - NSW),0,0,0,8,4,12,0
SAL13414,Rose Valley (Snowy Monaro Regional - NSW),0,0,0,8,4,12,0
SAL13415,Rosebank,0,0,0,8,4,12,0
SAL13416,Roseberg,0,8,4,3,4,7,0
SAL13417,Roseberry,0,8,4,3,4,7,0
SAL13418,Roseberry Creek,0,8,4,3,4,7,0
SAL13419,Rosebery (NSW),1,4,1,2,0,0,-1
SAL13420,Rosebrook (NSW),0,0,0,8,4,12,0
SAL13421,Rosedale (NSW),0,8,4,3,4,7,0
SAL13422,Rosehill (NSW),4,6,9,18,3,9,-1
SAL13423,Roselands,4,5,10,15,1,5,-1
SAL13424,Rosemeadow,4,6,9,18,3,9,-1
SAL13425,Rosemeath,0,0,0,8,4,7,0
SAL13426,Roseville,3,2,6,17,5,17,-1
SAL13427,Roseville Chase,4,6,9,1,3,14,-1
SAL13428,Rosewood (Port Macquarie-Hastings - NSW),0,8,4,3,4,7,0
SAL13429,Rosewood (Snowy Valleys - NSW),0,8,4,3,4,7,0
SAL13430,Roslyn,0,8,4,3,4,7,0
SAL13431,Rossglen,0,8,4,3,4,7,0
SAL13432,Rossgole,0,8,4,3,4,12,0
SAL13433,Rossi,0,0,0,8,4,12,0
SAL13434,Rossmore (NSW),0,0,0,8,4,12,-1
SAL13435,Rothbury,0,0,0,8,4,12,0
SAL13436,Roto,0,0,0,8,4,12,0
SAL13437,Rouchel,0,0,0,8,4,12,0
SAL13438,Rouchel Brook,0,0,0,8,4,7,-1
SAL13439,Roughit,0,0,0,8,4,7,0
SAL13440,Round Mountain,0,8,4,3,4,7,0
SAL13441,Round Swamp,0,8,4,3,4,7,0
SAL13442,Rous,0,0,0,8,4,7,0
SAL13443,Rous Mill,0,0,0,8,4,7,0
SAL13444,Rouse Hill,1,5,10,13,1,5,-1
SAL13445,Rowan,0,0,0,8,4,12,0
SAL13446,Rowena,0,0,0,0,4,12,0
SAL13447,Rowlands Creek,0,8,4,3,4,7,0
SAL13448,Royal National Park,0,0,0,0,4,19,-1
SAL13449,Royalla,0,0,0,8,4,12,-1
SAL13450,Rozelle,3,4,1,2,5,2,-1
SAL13451,Ruby Creek,0,8,4,3,4,7,0
SAL13452,Rufus,0,8,4,3,4,7,0
SAL13453,Rugby,0,8,4,3,4,7,0
SAL13454,Rukenvale,0,0,0,8,4,7,0
SAL13455,Run-o-Waters,0,0,0,8,4,12,0
SAL13456,Running Stream,0,8,4,3,4,7,0
SAL13457,Runnyford,0,0,0,8,4,7,0
SAL13458,Ruse,4,6,9,18,3,14,-1
SAL13459,Rushcutters Bay,4,6,9,1,3,14,-1
SAL13460,Rushes Creek,0,8,4,3,4,7,0
SAL13461,Rushforth,0,8,4,3,4,7,0
SAL13462,Russell Lea,1,5,5,1,1,16,-1
SAL13463,Russell Vale,0,0,0,8,4,12,-1
SAL13464,Rutherford,4,6,9,15,3,9,-1
SAL13465,Ruthven,0,0,0,8,4,12,0
SAL13466,Ryan (NSW),0,0,0,8,4,12,0
SAL13467,Rydal,0,8,4,3,4,7,0
SAL13468,Rydalmere,4,6,9,15,3,9,-1
SAL13469,Ryde,3,9,8,9,2,1,-1
SAL13470,Rye Park,0,8,4,3,4,7,0
SAL13471,Ryhope,0,8,4,3,4,7,0
SAL13472,Rylstone,0,8,4,3,4,7,0
SAL13473,Sackville,0,0,0,8,4,12,0
SAL13474,Sackville North,0,0,0,8,4,12,0
SAL13475,Saddleback Mountain,0,0,0,8,4,12,-1
SAL13476,Sadleir,0,8,4,3,3,14,0
SAL13477,Safety Beach (NSW),0,0,0,8,4,12,-1
SAL13478,Salamander Bay,4,6,9,18,3,14,-1
SAL13479,Salisbury (NSW),0,0,0,8,4,12,0
SAL13480,Salisbury Plains,0,8,4,3,4,7,0
SAL13481,Sallys Flat,0,8,4,3,4,7,0
SAL13482,Salt Ash,0,8,4,3,4,7,0
SAL13483,Saltwater,0,8,4,3,4,12,0
SAL13484,San Isidore,0,0,0,8,4,12,0
SAL13485,San Remo (NSW),0,8,4,18,3,14,-1
SAL13486,Sancrox,0,0,0,8,4,12,0
SAL13487,Sanctuary Point,4,6,9,18,3,14,-1
SAL13488,Sandbar,0,3,2,11,6,13,1
SAL13489,Sandgate (NSW),0,8,4,3,4,7,0
SAL13490,Sandigo,0,0,0,8,4,12,0
SAL13491,Sandilands (NSW),0,8,4,3,4,7,0
SAL13492,Sandon (NSW),0,8,4,3,4,7,0
SAL13493,Sandringham (NSW),0,0,0,18,3,14,-1
SAL13494,Sandy Beach,0,0,0,18,3,14,-1
SAL13495,Sandy Creek (Cobar - NSW),0,8,4,0,4,19,0
SAL13496,Sandy Creek (Upper Hunter Shire - NSW),0,0,0,8,4,12,0
SAL13497,Sandy Crossing,0,8,4,0,4,19,-1
SAL13498,Sandy Flat,0,8,4,3,4,7,0
SAL13499,Sandy Gully (NSW),0,8,4,3,4,7,0
SAL13500,Sandy Hill,0,8,4,3,4,7,0
SAL13501,Sandy Hollow,0,8,4,3,4,7,0
SAL13502,Sandy Point (NSW),0,0,0,8,4,12,-1
SAL13503,Sanger,0,8,4,3,4,7,0
SAL13504,Sans Souci,1,5,5,1,1,5,-1
SAL13505,Sapphire,0,0,0,8,4,12,-1
SAL13506,Sapphire Beach,4,6,9,18,3,14,-1
SAL13507,Saratoga,4,6,9,18,3,14,-1
SAL13508,Sassafras (NSW),0,8,4,3,4,7,-1
SAL13509,Saumarez,0,8,4,3,4,7,0
SAL13510,Saumarez Ponds,0,0,0,8,4,12,0
SAL13511,Savernake,0,0,0,0,4,12,0
SAL13512,Sawpit Creek,0,8,4,3,4,7,0
SAL13513,Sawtell,4,6,9,18,3,14,-1
SAL13514,Sawyers Gully,0,0,0,8,4,12,0
SAL13515,Scarborough (NSW),0,0,0,8,4,12,0
SAL13516,Scheyville,0,0,0,8,4,12,-1
SAL13517,Schofields,1,4,1,13,0,0,-1
SAL13518,Scone,4,6,9,18,3,9,-1
SAL13519,Scotia,0,8,4,3,4,7,-1
SAL13520,Scotland Island,0,0,0,8,4,12,-1
SAL13521,Scotts Creek (NSW),0,8,4,3,4,7,0
SAL13522,Scotts Flat,0,0,0,8,4,12,-1
SAL13523,Scotts Head,0,8,4,3,4,7,-1
SAL13524,Seaforth (NSW),1,5,5,19,1,11,-1
SAL13525,Seaham,0,0,0,8,4,12,0
SAL13526,Seahampton,0,0,0,8,4,7,0
SAL13527,Seal Rocks,0,0,0,8,4,7,0
SAL13528,Sebastopol (NSW),0,0,0,8,4,12,0
SAL13529,Sedgefield,0,0,0,8,4,12,0
SAL13530,Seelands,0,8,4,3,4,7,0
SAL13531,Sefton,4,6,9,18,3,9,-1
SAL13532,Segenhoe,0,0,0,8,4,7,0
SAL13533,Seven Hills (NSW),1,4,1,13,1,5,-1
SAL13534,Seven Oaks,0,0,0,8,4,7,0
SAL13535,Sextonville,0,8,4,3,4,7,0
SAL13536,Shadforth (NSW),0,0,0,8,4,12,0
SAL13537,Shallow Bay,0,8,4,3,4,7,0
SAL13538,Shalvey,0,8,4,3,3,14,0
SAL13539,Shanes Park,0,0,0,8,4,7,0
