SAL_CODE_2021,Suburb,Median_age_persons,Median_tot_prsnl_inc_weekly,Median_tot_hhd_inc_weekly,Median_mortgage_repay_monthly,Median_rent_weekly,Average_household_size,owned_outright,owned_mortgage,renting_total,renting_private,renting_social,total_dwellings,pct_owned_outright,pct_owned_mortgage,pct_renting,pct_renting_social,mortgage_stress_ratio,mortgage_stress_level,high_mortgage_count,rent_stress_ratio,rent_stress_level,high_rent_count,pct_apartments,pct_houses,pct_small_dwellings,Average_num_psns_per_bedroom,pct_low_income,pct_high_income,single_parent_families,total_households,pct_young_adults,pct_families_age,pct_retirees,total_population,homeownership_lockout_score,family_lockout_score,first_buyer_lockout_score,crisis_score,affordability_score,is_sydney_metro
SAL11155,SAL11155,37,897,2170,2167,610,3.0,231,344,127,94,4,715,32.3,48.1,17.8,0.6,23.0,Manageable (<30%),138,28.1,Manageable (<30%),223,0.7,93.7,0.6,0.8,25.6,25.6,161,715,22.9,29.5,24.2,2211,26.9,15.3,24.3,21.4,83.3,True
SAL10248,SAL10248,37,715,1516,1955,368,2.8,114,144,41,21,0,310,36.8,46.5,13.2,0.0,29.8,Manageable (<30%),38,24.3,Manageable (<30%),7,1.3,99.4,1.6,0.8,41.9,6.5,91,310,24.8,24.1,29.0,914,23.8,17.8,26.2,23.6,83.3,True
SAL10810,SAL10810,38,805,1688,1777,400,2.5,366,480,246,170,12,1110,33.0,43.2,22.2,1.1,24.3,Manageable (<30%),52,23.7,Manageable (<30%),115,2.4,89.6,1.4,0.8,43.9,13.3,335,1110,27.0,26.9,28.0,2931,28.1,17.9,27.5,24.2,83.2,True
SAL10433,SAL10433,53,616,1181,1300,275,2.3,158,93,50,13,14,313,50.5,29.7,16.0,4.5,25.4,Manageable (<30%),6,23.3,Manageable (<30%),0,0.0,97.1,8.3,0.8,61.0,11.5,61,313,17.6,23.3,46.4,808,21.9,23.3,25.5,25.7,83.2,True
SAL12759,SAL12759,37,612,1124,1148,250,2.3,367,435,705,292,285,1568,23.4,27.7,45.0,18.2,23.6,Manageable (<30%),26,22.2,Manageable (<30%),8,3.0,90.0,5.4,0.8,65.9,3.4,559,1568,26.5,20.9,32.1,4035,37.6,23.1,35.5,31.5,83.2,True
SAL14091,SAL14091,53,565,1156,1450,260,2.3,75,30,6,0,0,115,65.2,26.1,5.2,0.0,28.9,Manageable (<30%),10,22.5,Manageable (<30%),0,0.0,103.5,10.4,0.7,53.9,5.2,11,115,15.4,26.6,45.8,286,15.4,22.0,23.6,23.0,83.2,True
SAL13984,SAL13984,42,655,1242,1300,245,2.3,954,741,829,495,146,2592,36.8,28.6,32.0,5.6,24.2,Manageable (<30%),54,19.7,Manageable (<30%),19,1.9,85.4,3.4,0.8,58.6,9.6,679,2592,22.3,22.7,35.6,6613,29.5,20.2,30.9,27.4,83.2,True
SAL12369,SAL12369,47,713,1161,1395,300,2.1,153,109,67,56,0,338,45.3,32.2,19.8,0.0,27.7,Manageable (<30%),0,25.8,Manageable (<30%),0,0.0,97.3,0.9,0.7,52.4,11.5,79,338,21.0,21.6,39.9,737,25.3,19.9,28.0,26.2,83.2,True
SAL13547,SAL13547,40,931,2452,2386,600,3.0,868,1028,474,419,0,2449,35.4,42.0,19.4,0.0,22.5,Manageable (<30%),627,24.5,Manageable (<30%),887,4.2,87.4,0.8,0.8,22.9,40.6,414,2449,21.9,29.8,27.8,7591,26.0,13.8,25.0,20.3,83.2,True
SAL14395,SAL14395,36,579,1187,1300,320,2.6,297,414,372,122,194,1104,26.9,37.5,33.7,17.6,25.3,Manageable (<30%),18,27.0,Manageable (<30%),9,0.0,96.2,1.7,0.8,57.9,5.0,508,1104,27.0,22.4,28.6,3024,34.3,21.8,31.9,29.7,83.2,True
SAL11829,SAL11829,44,639,1040,1170,260,2.3,313,180,189,116,14,724,43.2,24.9,26.1,1.9,26.0,Manageable (<30%),14,25.0,Manageable (<30%),8,2.2,95.6,2.9,0.7,72.1,5.2,141,724,21.0,22.6,37.8,2003,27.8,24.2,29.9,29.8,83.2,True
SAL13005,SAL13005,42,635,1166,1300,320,2.4,115,101,73,32,0,301,38.2,33.6,24.3,0.0,25.7,Manageable (<30%),18,27.4,Manageable (<30%),22,0.0,97.0,1.3,0.7,64.1,10.0,105,301,21.9,27.5,32.6,754,28.5,22.8,28.6,28.8,83.2,True
SAL13103,SAL13103,36,836,1641,1690,330,2.5,4631,5122,5201,3494,916,15412,30.0,33.2,33.7,5.9,23.8,Manageable (<30%),896,20.1,Manageable (<30%),1696,3.6,85.6,3.8,0.7,44.3,19.0,3881,15412,25.6,24.2,28.6,41232,31.6,17.4,31.4,25.4,83.2,True
SAL11447,SAL11447,34,916,1920,1667,380,2.6,222,303,267,206,8,893,24.9,33.9,29.9,0.9,20.0,Manageable (<30%),30,19.8,Manageable (<30%),121,4.8,81.3,5.4,0.8,31.6,16.6,186,893,30.4,21.5,28.1,2541,31.5,15.5,29.7,21.9,83.2,True
SAL12141,SAL12141,53,919,1890,2167,445,2.4,109,68,28,15,0,207,52.7,32.9,13.5,0.0,26.5,Manageable (<30%),43,23.5,Manageable (<30%),35,0.0,92.8,1.9,0.7,32.4,30.9,35,207,12.2,23.0,47.6,517,19.6,15.5,23.8,21.1,83.2,True
SAL11607,SAL11607,36,942,2005,2000,423,2.3,228,363,261,196,11,866,26.3,41.9,30.1,1.3,23.0,Manageable (<30%),124,21.1,Manageable (<30%),212,8.3,85.8,3.7,0.8,35.3,21.8,201,866,30.6,27.9,24.3,2072,31.9,16.1,30.2,23.5,83.2,True
SAL13612,SAL13612,37,828,1870,2167,420,2.7,1322,1561,1283,948,144,4244,31.1,36.8,30.2,3.4,26.7,Manageable (<30%),509,22.5,Manageable (<30%),930,0.5,92.1,2.1,0.8,34.9,16.9,1422,4244,25.9,26.5,27.0,12005,30.9,16.0,31.2,24.8,83.2,True
SAL11414,SAL11414,41,811,1813,1950,463,2.7,344,375,198,138,0,934,36.8,40.1,21.2,0.0,24.8,Manageable (<30%),76,25.5,Manageable (<30%),220,1.5,93.6,1.9,0.8,33.9,19.3,268,934,19.2,28.0,30.7,2677,26.3,16.6,26.1,23.1,83.2,True
SAL11060,SAL11060,50,436,974,974,285,2.3,66,48,21,14,0,136,48.5,35.3,15.4,0.0,23.1,Manageable (<30%),0,29.3,Manageable (<30%),0,0.0,100.0,5.9,0.8,71.3,0.0,45,136,16.9,20.9,43.3,344,23.5,26.4,23.7,28.1,83.1,True
SAL12380,SAL12380,39,939,2425,2600,550,2.9,606,619,156,98,16,1409,43.0,43.9,11.1,1.1,24.7,Manageable (<30%),480,22.7,Manageable (<30%),213,0.4,87.9,1.2,0.8,32.2,46.3,324,1409,21.9,28.2,28.4,4190,21.3,15.2,23.2,20.1,83.1,True
SAL10938,SAL10938,43,869,1855,2058,500,2.6,127,121,76,37,0,328,38.7,36.9,23.2,0.0,25.6,Manageable (<30%),36,27.0,Manageable (<30%),68,0.0,98.5,4.0,0.8,28.4,19.8,73,328,18.2,29.3,32.1,907,27.2,16.6,27.2,23.2,83.1,True
SAL13679,SAL13679,48,647,1492,1800,350,2.6,101,86,32,10,0,230,43.9,37.4,13.9,0.0,27.8,Manageable (<30%),14,23.5,Manageable (<30%),18,0.0,98.7,6.1,0.8,50.0,18.7,39,230,16.2,27.3,38.4,692,21.5,20.5,24.8,24.3,83.1,True
SAL14069,SAL14069,46,628,1150,1267,250,2.3,435,358,280,172,26,1117,38.9,32.1,25.1,2.3,25.4,Manageable (<30%),31,21.7,Manageable (<30%),16,1.4,91.0,4.7,0.7,64.0,7.0,300,1117,19.1,22.5,40.2,2728,26.5,22.1,28.3,27.4,83.1,True
SAL12223,SAL12223,43,825,1941,2500,460,2.9,124,110,40,33,0,282,44.0,39.0,14.2,0.0,29.7,Manageable (<30%),64,23.7,Manageable (<30%),39,1.1,99.3,3.5,0.8,36.5,39.7,50,282,25.3,23.2,35.1,850,23.5,17.1,27.3,22.9,83.1,True
SAL12314,SAL12314,32,910,2275,2700,550,3.2,635,1431,711,584,4,2865,22.2,49.9,24.8,0.1,27.4,Manageable (<30%),1031,24.2,Manageable (<30%),1064,0.4,95.1,2.0,0.8,26.2,29.4,476,2865,29.3,26.4,18.5,9423,30.8,14.7,29.3,23.0,83.1,True
SAL11023,SAL11023,51,521,1187,1135,305,2.4,70,33,11,4,0,119,58.8,27.7,9.2,0.0,22.1,Manageable (<30%),6,25.7,Manageable (<30%),0,0.0,100.8,13.4,0.9,57.1,8.4,16,119,17.8,21.7,46.9,309,19.1,25.0,22.4,23.7,83.1,True
SAL12743,SAL12743,46,575,1133,1300,285,2.2,97,63,62,49,4,235,41.3,26.8,26.4,1.7,26.5,Manageable (<30%),0,25.2,Manageable (<30%),0,2.6,93.2,0.0,0.7,59.1,3.4,49,235,24.6,21.3,38.9,545,28.9,20.8,30.8,28.1,83.1,True
SAL10148,SAL10148,44,683,1487,1745,375,2.7,48,56,11,3,0,116,41.4,48.3,9.5,0.0,27.1,Manageable (<30%),10,25.2,Manageable (<30%),0,0.0,97.4,3.4,0.8,47.4,24.1,4,116,19.0,27.4,32.4,321,21.0,19.7,22.7,23.3,83.1,True
SAL14256,SAL14256,46,794,1363,1365,255,2.2,617,404,464,301,113,1555,39.7,26.0,29.8,7.3,23.1,Manageable (<30%),54,18.7,Manageable (<30%),35,0.0,79.3,1.5,0.7,54.2,15.3,380,1555,20.7,21.2,41.3,3872,27.7,18.3,29.7,25.6,83.0,True
SAL14505,SAL14505,46,677,1316,1517,370,2.3,64,60,33,33,0,165,38.8,36.4,20.0,0.0,26.6,Manageable (<30%),6,28.1,Manageable (<30%),12,1.8,97.0,0.0,0.7,53.3,6.1,27,165,20.5,22.8,39.0,390,26.6,20.5,27.1,26.7,83.0,True
SAL13709,SAL13709,50,729,1575,1733,400,2.5,90,54,32,20,0,180,50.0,30.0,17.8,0.0,25.4,Manageable (<30%),8,25.4,Manageable (<30%),21,0.0,96.1,5.0,0.8,38.9,11.1,39,180,17.7,24.0,42.1,475,23.3,18.5,26.0,23.3,83.0,True
SAL10659,SAL10659,40,952,2331,2525,370,2.8,823,1001,498,231,193,2354,35.0,42.5,21.2,8.2,25.0,Manageable (<30%),672,15.9,Manageable (<30%),390,9.8,80.4,4.2,0.8,32.9,46.4,465,2354,20.8,29.6,27.6,6798,23.9,14.2,26.3,20.6,83.0,True
SAL12053,SAL12053,47,668,1340,1528,350,2.4,300,181,116,76,9,606,49.5,29.9,19.1,1.5,26.3,Manageable (<30%),12,26.1,Manageable (<30%),37,1.2,94.2,0.7,0.7,47.4,10.2,118,606,20.1,19.3,42.7,1547,24.5,18.9,27.3,25.1,83.0,True
SAL10304,SAL10304,36,790,1791,1950,420,2.7,945,1474,664,468,45,3139,30.1,47.0,21.2,1.4,25.1,Manageable (<30%),263,23.5,Manageable (<30%),517,6.9,89.8,1.7,0.8,38.6,15.2,970,3139,26.2,23.9,28.9,8951,27.8,16.9,26.9,23.4,83.0,True
SAL12352,SAL12352,41,808,2087,2139,435,2.9,583,873,244,161,15,1767,33.0,49.4,13.8,0.8,23.7,Manageable (<30%),387,20.8,Manageable (<30%),213,0.2,82.6,1.0,0.8,32.9,31.0,456,1767,22.1,27.2,30.6,5299,22.9,14.7,23.1,20.0,83.0,True
SAL12330,SAL12330,59,725,1355,1566,390,2.3,149,77,29,19,0,259,57.5,29.7,11.2,0.0,26.7,Manageable (<30%),10,28.8,Manageable (<30%),17,1.2,98.1,0.0,0.6,41.7,11.2,38,259,13.6,18.2,54.1,647,20.1,18.2,23.8,23.3,83.0,True
SAL12484,SAL12484,48,533,994,1083,260,2.2,414,253,250,172,4,955,43.4,26.5,26.2,0.4,25.1,Manageable (<30%),6,26.2,Manageable (<30%),0,0.0,94.6,2.7,0.7,73.9,6.2,356,955,19.4,21.5,42.3,2386,27.9,24.8,29.1,30.2,83.0,True
SAL13092,SAL13092,38,909,2172,2200,450,2.8,382,447,248,179,14,1118,34.2,40.0,22.2,1.3,23.4,Manageable (<30%),232,20.7,Manageable (<30%),259,6.9,83.5,2.1,0.8,30.0,30.1,267,1118,23.6,28.1,27.5,3276,26.4,14.4,26.7,21.2,83.0,True
SAL12833,SAL12833,40,743,1760,1609,410,2.7,70,79,58,22,0,206,34.0,38.3,28.2,0.0,21.1,Manageable (<30%),8,23.3,Manageable (<30%),49,3.4,88.8,7.3,0.9,36.9,11.7,73,206,21.9,26.9,32.3,607,29.3,18.4,27.4,23.6,83.0,True
SAL12714,SAL12714,41,801,1875,1965,450,2.8,284,306,140,105,0,741,38.3,41.3,18.9,0.0,24.2,Manageable (<30%),79,24.0,Manageable (<30%),149,0.7,89.6,2.3,0.8,35.0,24.3,154,741,19.5,27.2,30.8,2176,24.8,16.5,25.1,22.3,83.0,True
SAL13494,SAL13494,35,763,1567,1810,420,2.7,296,441,266,173,0,1030,28.7,42.8,25.8,0.0,26.7,Manageable (<30%),46,26.8,Manageable (<30%),209,0.3,97.5,2.3,0.8,36.4,7.4,294,1030,25.8,24.9,26.7,2913,30.6,17.6,29.3,25.2,83.0,True
SAL13518,SAL13518,39,802,1507,1603,290,2.4,720,771,695,378,121,2286,31.5,33.7,30.4,5.3,24.5,Manageable (<30%),134,19.2,Manageable (<30%),104,1.4,84.3,3.7,0.7,48.7,18.2,508,2286,24.0,24.9,31.4,5824,29.6,18.0,30.4,25.4,83.0,True
SAL10572,SAL10572,42,686,1833,2167,500,3.2,337,172,146,101,0,689,48.9,25.0,21.2,0.0,27.3,Manageable (<30%),104,27.3,Manageable (<30%),156,0.7,98.0,1.3,0.8,32.8,33.2,167,689,26.1,23.9,33.9,2433,27.0,16.7,30.0,24.0,83.0,True
SAL13393,SAL13393,53,701,1346,1517,320,2.4,49,29,13,6,0,109,45.0,26.6,11.9,0.0,26.0,Manageable (<30%),0,23.8,Manageable (<30%),0,0.0,98.2,9.2,0.9,55.0,9.2,18,109,14.3,22.6,48.5,266,20.3,22.7,24.2,24.4,82.9,True
SAL13079,SAL13079,47,709,1321,1517,280,2.2,523,368,350,241,35,1292,40.5,28.5,27.1,2.7,26.5,Manageable (<30%),38,21.2,Manageable (<30%),13,2.0,90.6,4.4,0.7,56.2,8.6,363,1292,20.1,22.4,40.1,3319,27.2,20.3,29.9,26.8,82.9,True
SAL10146,SAL10146,43,704,1525,1733,390,2.5,163,134,89,70,0,385,42.3,34.8,23.1,0.0,26.2,Manageable (<30%),26,25.6,Manageable (<30%),55,4.2,95.6,3.4,0.7,44.2,14.8,70,385,22.6,23.3,35.6,1002,27.2,18.9,28.4,25.2,82.9,True
SAL10472,SAL10472,44,733,1829,2000,465,2.8,445,385,142,74,0,997,44.6,38.6,14.2,0.0,25.2,Manageable (<30%),116,25.4,Manageable (<30%),131,0.3,92.3,1.9,0.8,39.3,22.9,202,997,20.7,24.5,35.4,2939,23.0,17.6,24.6,22.6,82.9,True
SAL10277,SAL10277,40,748,1739,1955,380,2.6,833,974,421,225,106,2300,36.2,42.3,18.3,4.6,25.9,Manageable (<30%),225,21.9,Manageable (<30%),224,1.6,88.7,2.7,0.8,42.2,17.6,658,2300,24.0,25.4,32.0,6291,25.1,17.4,26.4,23.1,82.9,True
SAL11831,SAL11831,42,687,1493,1800,385,2.5,513,609,277,206,0,1426,36.0,42.7,19.4,0.0,27.8,Manageable (<30%),108,25.8,Manageable (<30%),130,1.4,96.9,1.9,0.8,51.2,12.1,339,1426,22.0,25.1,34.9,3785,26.3,20.2,27.1,26.2,82.9,True
SAL10284,SAL10284,50,538,1015,1138,245,2.3,106,83,34,10,0,240,44.2,34.6,14.2,0.0,25.9,Manageable (<30%),6,24.1,Manageable (<30%),0,0.0,98.8,9.2,0.8,64.2,4.2,46,240,17.7,21.9,45.0,589,22.0,24.4,24.7,26.2,82.9,True
SAL13610,SAL13610,33,830,1789,2000,398,2.8,239,428,371,226,45,1066,22.4,40.2,34.8,4.2,25.8,Manageable (<30%),90,22.2,Manageable (<30%),269,0.7,88.6,2.1,0.8,35.0,13.7,282,1066,28.2,25.2,22.3,3165,34.0,15.9,32.4,25.4,82.9,True
SAL14504,SAL14504,46,490,1205,1430,320,2.7,76,49,11,4,0,146,52.1,33.6,7.5,0.0,27.4,Manageable (<30%),6,26.6,Manageable (<30%),0,0.0,97.3,2.1,0.9,57.5,4.1,23,146,20.2,27.0,36.4,445,19.8,21.9,23.9,25.0,82.8,True
SAL10115,SAL10115,43,927,2358,2508,530,2.8,592,670,260,195,0,1539,38.5,43.5,16.9,0.0,24.5,Manageable (<30%),455,22.5,Manageable (<30%),345,7.3,86.7,2.0,0.8,24.4,45.2,358,1539,19.3,28.0,32.0,4708,23.5,13.8,24.4,20.0,82.8,True
SAL11402,SAL11402,53,721,1437,1700,400,2.5,59,51,7,0,0,123,48.0,41.5,5.7,0.0,27.3,Manageable (<30%),0,27.8,Manageable (<30%),0,0.0,96.7,0.0,0.7,34.1,27.6,7,123,13.9,25.1,50.2,331,18.6,16.6,21.3,21.1,82.8,True
SAL11897,SAL11897,38,981,2490,2500,535,2.9,659,1147,321,219,30,2169,30.4,52.9,14.8,1.4,23.2,Manageable (<30%),709,21.5,Manageable (<30%),456,13.9,82.2,0.9,0.9,24.1,35.4,444,2169,23.7,28.9,25.1,6576,24.1,13.3,23.2,19.1,82.8,True
SAL11850,SAL11850,36,786,1941,2167,490,2.9,717,1090,928,799,40,2841,25.2,38.4,32.7,1.4,25.8,Manageable (<30%),341,25.2,Manageable (<30%),1219,0.2,91.0,0.7,0.8,35.8,17.5,923,2841,25.8,25.6,25.9,8761,33.3,16.5,31.4,25.9,82.8,True
SAL11243,SAL11243,43,721,1427,1650,280,2.4,254,248,170,98,9,718,35.4,34.5,23.7,1.3,26.7,Manageable (<30%),60,19.6,Manageable (<30%),8,3.5,85.0,1.8,0.7,47.2,16.9,178,718,21.7,24.5,34.8,1821,26.2,17.3,28.7,24.4,82.8,True
SAL11368,SAL11368,44,727,1550,1733,350,2.6,46,33,29,17,0,112,41.1,29.5,25.9,0.0,25.8,Manageable (<30%),8,22.6,Manageable (<30%),13,0.0,92.9,6.2,0.8,42.9,16.1,26,112,22.8,22.1,36.5,312,27.6,18.8,29.7,24.9,82.8,True
SAL12161,SAL12161,48,702,1383,1733,375,2.4,113,88,36,22,0,238,47.5,37.0,15.1,0.0,28.9,Manageable (<30%),6,27.1,Manageable (<30%),10,0.0,99.2,1.3,0.7,41.2,10.1,66,238,19.9,23.5,40.2,609,23.4,18.2,26.4,24.2,82.8,True
SAL10542,SAL10542,34,877,1930,2167,570,2.9,83,140,96,85,0,325,25.5,43.1,29.5,0.0,25.9,Manageable (<30%),28,29.5,Manageable (<30%),128,1.2,96.9,0.0,0.7,23.7,12.6,66,325,27.6,27.0,21.0,966,33.6,15.0,30.4,24.4,82.8,True
SAL13278,SAL13278,38,841,2084,2167,435,2.9,566,749,360,277,11,1708,33.1,43.9,21.1,0.6,24.0,Manageable (<30%),301,20.9,Manageable (<30%),335,10.0,84.1,2.9,0.9,31.8,26.1,429,1708,26.6,27.7,27.3,5187,26.7,15.3,26.9,21.6,82.8,True
SAL11073,SAL11073,39,734,1550,1733,435,2.7,211,237,164,105,3,638,33.1,37.1,25.7,0.5,25.8,Manageable (<30%),32,28.1,Manageable (<30%),146,0.0,97.0,2.8,0.8,38.1,10.5,176,638,24.9,27.2,28.8,1802,30.4,18.5,29.3,25.5,82.7,True
SAL13893,SAL13893,46,662,1294,1509,350,2.5,197,183,61,39,0,448,44.0,40.8,13.6,0.0,26.9,Manageable (<30%),15,27.0,Manageable (<30%),21,1.8,96.0,1.8,0.7,51.3,7.1,132,448,19.2,21.2,38.8,1202,23.0,20.3,24.6,24.9,82.7,True
SAL14288,SAL14288,53,549,1162,1305,250,2.4,81,26,12,7,0,125,64.8,20.8,9.6,0.0,25.9,Manageable (<30%),0,21.5,Manageable (<30%),0,0.0,96.0,11.2,0.8,60.8,17.6,41,125,15.2,18.5,48.3,329,16.8,23.6,24.2,24.1,82.7,True
SAL10028,SAL10028,36,624,1222,1483,350,2.5,131,97,20,13,0,259,50.6,37.5,7.7,0.0,28.0,Manageable (<30%),6,28.6,Manageable (<30%),0,0.0,98.5,0.0,0.7,52.5,9.3,58,259,39.9,28.8,23.8,1443,24.6,20.5,27.7,24.6,82.7,True
SAL11237,SAL11237,33,981,2448,2784,548,3.2,403,1631,460,398,0,2674,15.1,61.0,17.2,0.0,26.2,Manageable (<30%),1282,22.4,Manageable (<30%),723,8.3,87.5,1.0,0.8,21.2,38.5,414,2674,29.9,29.0,16.2,9129,28.1,12.9,25.5,20.0,82.7,True
SAL12823,SAL12823,36,775,1678,1733,360,2.4,1308,1381,1543,1063,223,4360,30.0,31.7,35.4,5.1,23.8,Manageable (<30%),194,21.5,Manageable (<30%),750,1.1,84.5,3.1,0.7,45.2,19.3,1108,4360,25.6,23.8,29.5,11457,32.7,17.8,32.1,26.2,82.7,True
SAL11080,SAL11080,52,634,1130,1213,230,2.1,1111,648,574,373,39,2405,46.2,26.9,23.9,1.6,24.8,Manageable (<30%),53,20.4,Manageable (<30%),7,0.1,83.4,2.2,0.7,65.7,6.9,499,2405,18.3,20.1,47.0,5595,24.7,21.3,28.1,27.0,82.7,True
SAL14098,SAL14098,32,805,1942,2167,480,3.0,234,568,535,374,48,1360,17.2,41.8,39.3,3.5,25.8,Manageable (<30%),136,24.7,Manageable (<30%),627,0.0,94.3,5.3,0.8,36.9,17.1,483,1360,27.1,28.1,18.5,4204,36.8,18.0,33.4,27.2,82.6,True
SAL14457,SAL14457,43,739,1692,2167,445,2.9,147,187,54,37,0,394,37.3,47.5,13.7,0.0,29.6,Manageable (<30%),74,26.3,Manageable (<30%),47,0.0,98.2,1.3,0.7,31.7,25.9,98,394,23.3,26.0,33.0,1171,24.3,16.0,25.9,22.5,82.6,True
SAL13638,SAL13638,37,656,1202,1517,253,2.4,313,363,311,196,71,1021,30.7,35.6,30.5,7.0,29.1,Manageable (<30%),38,21.0,Manageable (<30%),7,0.3,89.4,1.4,0.8,62.0,6.1,324,1021,25.5,23.6,29.4,2644,30.5,20.7,32.3,29.1,82.6,True
SAL13749,SAL13749,48,689,1579,2015,385,2.7,137,143,27,17,0,319,42.9,44.8,8.5,0.0,29.4,Manageable (<30%),38,24.4,Manageable (<30%),6,0.0,100.0,6.3,0.8,42.6,18.8,31,319,16.5,24.7,40.7,914,19.7,19.3,23.1,22.7,82.6,True
SAL11461,SAL11461,47,502,1075,1100,300,2.4,65,60,11,5,0,148,43.9,40.5,7.4,0.0,23.6,Manageable (<30%),0,27.9,Manageable (<30%),8,0.0,100.0,9.5,0.9,53.4,5.4,37,148,18.4,23.4,38.0,397,20.6,23.7,21.3,23.7,82.6,True
SAL11958,SAL11958,35,663,1960,2139,490,3.5,290,608,315,213,38,1242,23.3,49.0,25.4,3.1,25.2,Manageable (<30%),196,25.0,Manageable (<30%),400,0.4,89.3,1.0,0.9,27.3,19.9,428,1242,27.4,28.1,22.4,4572,30.8,15.1,28.3,23.1,82.6,True
SAL11946,SAL11946,40,673,1375,1344,330,2.4,51,62,50,34,0,158,32.3,39.2,31.6,0.0,22.6,Manageable (<30%),6,24.0,Manageable (<30%),0,1.9,88.6,5.7,0.8,34.2,8.9,48,158,23.4,27.4,29.7,427,31.3,17.4,29.3,24.3,82.6,True
SAL14117,SAL14117,45,845,1763,1975,408,2.6,150,106,60,47,0,323,46.4,32.8,18.6,0.0,25.9,Manageable (<30%),26,23.1,Manageable (<30%),43,0.0,88.2,1.5,0.7,27.9,18.3,61,323,16.8,25.5,37.0,938,23.1,14.4,26.0,21.2,82.6,True
SAL14536,SAL14536,41,656,1157,1300,250,2.4,1539,1158,1200,802,139,4073,37.8,28.4,29.5,3.4,25.9,Manageable (<30%),108,21.6,Manageable (<30%),25,2.8,87.3,3.2,0.7,61.5,8.7,1081,4073,22.1,22.4,35.4,10610,28.9,21.1,30.8,28.0,82.6,True
SAL13016,SAL13016,48,766,1478,1517,388,2.4,64,50,21,7,0,143,44.8,35.0,14.7,0.0,23.7,Manageable (<30%),0,26.3,Manageable (<30%),8,0.0,93.0,4.9,0.8,37.8,19.6,11,143,13.7,31.0,39.4,371,22.0,18.5,23.1,22.3,82.6,True
SAL14293,SAL14293,40,933,2062,2167,410,2.6,425,418,197,128,16,1057,40.2,39.5,18.6,1.5,24.3,Manageable (<30%),164,19.9,Manageable (<30%),162,1.9,80.3,1.7,0.8,34.2,31.1,276,1057,22.7,27.0,30.8,2900,23.9,14.9,25.9,21.1,82.5,True
SAL10622,SAL10622,43,704,1740,1733,400,2.8,68,73,42,18,0,195,34.9,37.4,21.5,0.0,23.0,Manageable (<30%),14,23.0,Manageable (<30%),23,0.0,89.7,8.2,0.9,27.7,17.4,40,195,23.1,29.0,31.6,614,26.6,16.7,26.5,21.3,82.5,True
SAL10710,SAL10710,45,657,1482,1733,400,2.6,113,126,45,16,0,299,37.8,42.1,15.1,0.0,27.0,Manageable (<30%),36,27.0,Manageable (<30%),27,0.0,100.7,7.0,0.9,43.1,10.4,73,299,21.0,24.7,38.2,878,24.6,20.6,25.3,24.3,82.5,True
SAL11162,SAL11162,46,640,1305,1387,350,2.5,315,250,155,96,0,741,42.5,33.7,20.9,0.0,24.5,Manageable (<30%),42,26.8,Manageable (<30%),33,0.4,93.1,3.6,0.7,53.7,5.8,211,741,20.5,20.9,40.3,2050,26.2,21.3,26.8,26.1,82.5,True
SAL12636,SAL12636,39,806,2117,2600,538,3.0,556,606,146,108,0,1330,41.8,45.6,11.0,0.0,28.3,Manageable (<30%),433,25.4,Manageable (<30%),216,0.2,94.3,1.1,0.8,31.1,29.5,323,1330,23.9,26.3,28.7,4074,22.6,15.8,24.8,21.5,82.5,True
SAL11922,SAL11922,35,631,1909,2134,463,3.5,929,1414,724,480,76,3136,29.6,45.1,23.1,2.4,25.8,Manageable (<30%),490,24.3,Manageable (<30%),860,0.8,88.0,0.2,0.9,28.1,21.5,1215,3136,28.7,26.0,25.0,11521,29.3,14.8,28.5,22.7,82.5,True
SAL11214,SAL11214,35,796,1786,1621,333,2.3,46,65,45,37,0,163,28.2,39.9,27.6,0.0,20.9,Manageable (<30%),10,18.6,Manageable (<30%),11,0.0,71.8,0.0,0.7,38.7,15.3,31,163,28.8,22.0,28.3,378,29.6,14.7,28.4,22.2,82.5,True
SAL12682,SAL12682,43,727,1376,1600,270,2.5,386,326,204,113,16,965,40.0,33.8,21.1,1.7,26.8,Manageable (<30%),58,19.6,Manageable (<30%),8,2.7,84.4,2.7,0.7,53.3,11.9,222,965,20.6,22.7,36.6,2595,24.4,18.8,27.8,24.9,82.4,True
SAL13332,SAL13332,47,728,1517,1733,400,2.6,340,311,105,78,0,767,44.3,40.5,13.7,0.0,26.4,Manageable (<30%),50,26.4,Manageable (<30%),59,0.0,92.6,1.4,0.7,40.3,18.4,252,767,19.7,22.6,40.0,2076,22.9,17.8,24.6,23.0,82.4,True
SAL11990,SAL11990,41,666,1187,1250,270,2.3,1636,1295,1499,954,226,4631,35.3,28.0,32.4,4.9,24.3,Manageable (<30%),96,22.7,Manageable (<30%),53,1.2,87.3,4.7,0.7,61.3,7.3,1328,4631,23.6,21.8,35.1,12057,31.0,21.9,31.4,28.5,82.4,True
SAL13795,SAL13795,36,689,1311,1500,300,2.3,272,367,308,145,94,963,28.2,38.1,32.0,9.8,26.4,Manageable (<30%),26,22.9,Manageable (<30%),20,4.5,89.5,3.3,0.8,54.4,5.4,349,963,29.8,24.3,28.1,2318,32.8,20.3,32.3,28.1,82.4,True
