SAL_CODE_2021,Suburb,Median_age_persons,Median_tot_prsnl_inc_weekly,Median_tot_hhd_inc_weekly,Median_mortgage_repay_monthly,Median_rent_weekly,Average_household_size,owned_outright,owned_mortgage,renting_total,renting_private,renting_social,total_dwellings,pct_owned_outright,pct_owned_mortgage,pct_renting,pct_renting_social,mortgage_stress_ratio,mortgage_stress_level,high_mortgage_count,rent_stress_ratio,rent_stress_level,high_rent_count,pct_apartments,pct_houses,pct_small_dwellings,Average_num_psns_per_bedroom,pct_low_income,pct_high_income,single_parent_families,total_households,pct_young_adults,pct_families_age,pct_retirees,total_population,homeownership_lockout_score,family_lockout_score,first_buyer_lockout_score,crisis_score,affordability_score,is_sydney_metro
SAL12900,SAL12900,44,688,1540,1733,350,2.7,143,180,56,26,0,391,36.6,46.0,14.3,0.0,26.0,Manageable (<30%),44,22.7,Manageable (<30%),20,0.0,98.2,5.4,0.8,37.3,10.5,61,391,19.9,28.2,32.9,1132,22.8,17.5,24.1,21.8,84.0,True
SAL14176,SAL14176,34,866,1548,1784,380,2.5,135,233,95,66,0,466,29.0,50.0,20.4,0.0,26.6,Manageable (<30%),16,24.5,Manageable (<30%),24,0.0,97.4,0.6,0.8,34.8,12.4,167,466,30.4,24.1,25.0,1202,28.7,16.1,27.8,23.3,84.0,True
SAL14348,SAL14348,43,707,1542,1980,300,2.6,102,96,31,15,0,241,42.3,39.8,12.9,0.0,29.6,Manageable (<30%),12,19.5,Manageable (<30%),0,0.0,100.4,6.6,0.9,42.3,13.7,50,241,20.9,23.0,38.2,647,21.0,18.1,25.9,22.6,84.0,True
SAL11250,SAL11250,35,556,1467,1733,350,3.0,252,318,278,141,81,864,29.2,36.8,32.2,9.4,27.3,Manageable (<30%),32,23.9,Manageable (<30%),52,1.4,97.8,1.2,0.9,47.5,7.1,332,864,25.8,24.4,26.3,2806,32.3,18.8,32.1,27.7,84.0,True
SAL14324,SAL14324,45,782,1974,2383,457,2.8,122,128,36,22,0,288,42.4,44.4,12.5,0.0,27.9,Manageable (<30%),54,23.2,Manageable (<30%),29,1.0,99.7,2.8,0.7,21.5,17.4,56,288,22.9,22.2,36.8,826,22.3,13.5,25.1,19.6,84.0,True
SAL10953,SAL10953,35,992,2313,2700,530,2.9,340,656,276,219,4,1406,24.2,46.7,19.6,0.3,26.9,Manageable (<30%),490,22.9,Manageable (<30%),430,0.2,95.8,1.1,0.7,24.6,32.1,296,1406,27.7,25.2,25.0,4206,27.8,13.5,27.5,21.1,84.0,True
SAL14083,SAL14083,46,904,2159,2096,490,2.7,1018,813,233,185,0,2086,48.8,39.0,11.2,0.0,22.4,Manageable (<30%),307,22.7,Manageable (<30%),283,0.6,88.2,0.7,0.7,31.4,36.6,440,2086,18.2,25.4,37.3,5773,20.0,14.7,22.1,19.3,84.0,True
SAL11800,SAL11800,41,650,1371,1495,300,2.4,391,339,243,170,26,1012,38.6,33.5,24.0,2.6,25.2,Manageable (<30%),54,21.9,Manageable (<30%),18,2.2,94.2,3.3,0.7,52.8,12.2,253,1012,20.0,23.9,34.6,2680,26.3,19.5,27.9,25.5,84.0,True
SAL12629,SAL12629,47,781,1971,2059,395,2.9,52,43,19,9,0,121,43.0,35.5,15.7,0.0,24.1,Manageable (<30%),20,20.0,Manageable (<30%),0,0.0,90.9,5.0,0.9,38.8,24.8,20,121,22.7,23.8,39.5,357,22.5,17.1,25.3,21.3,84.0,True
SAL11299,SAL11299,35,876,1690,1582,310,2.5,4355,5311,5222,3392,754,15498,28.1,34.3,33.7,4.9,21.6,Manageable (<30%),734,18.3,Manageable (<30%),813,7.1,83.2,3.6,0.8,39.4,17.1,4134,15498,27.3,23.5,27.7,43516,31.6,16.0,30.8,23.8,84.0,True
SAL12618,SAL12618,31,861,2344,2500,520,3.6,206,1155,499,326,18,1882,10.9,61.4,26.5,1.0,24.6,Manageable (<30%),712,22.2,Manageable (<30%),665,1.1,90.7,0.5,0.9,19.2,27.6,493,1882,26.3,31.3,12.0,7043,31.4,12.4,26.9,21.2,84.0,True
SAL11036,SAL11036,44,771,1374,1300,290,2.2,1039,789,792,472,93,2722,38.2,29.0,29.1,3.4,21.8,Manageable (<30%),56,21.1,Manageable (<30%),151,4.4,88.4,4.6,0.7,54.6,13.4,601,2722,22.3,24.3,36.8,6715,28.6,20.0,29.0,25.8,83.9,True
SAL12725,SAL12725,46,581,1260,1473,300,2.5,89,63,34,21,0,193,46.1,32.6,17.6,0.0,27.0,Manageable (<30%),0,23.8,Manageable (<30%),0,0.0,100.0,4.1,0.8,51.8,9.3,74,193,23.6,21.3,37.8,516,24.3,20.3,27.5,25.2,83.9,True
SAL14209,SAL14209,51,602,1071,1300,215,2.2,55,34,10,0,0,110,50.0,30.9,9.1,0.0,28.0,Manageable (<30%),0,20.1,Manageable (<30%),0,0.0,98.2,6.4,0.8,62.7,9.1,13,110,18.9,24.4,43.7,270,18.4,22.1,24.6,24.4,83.9,True
SAL11439,SAL11439,49,652,1407,1517,370,2.3,111,80,66,50,0,262,42.4,30.5,25.2,0.0,24.9,Manageable (<30%),23,26.3,Manageable (<30%),26,2.3,100.0,3.8,0.7,53.8,6.1,52,262,17.0,24.7,41.6,652,27.1,21.2,27.9,27.0,83.9,True
SAL12210,SAL12210,52,586,1230,1300,275,2.2,76,60,16,10,0,158,48.1,38.0,10.1,0.0,24.4,Manageable (<30%),0,22.4,Manageable (<30%),0,0.0,99.4,9.5,0.8,55.7,11.4,29,158,14.9,26.7,43.2,382,18.9,22.3,22.0,23.3,83.9,True
SAL11288,SAL11288,38,714,1433,1692,370,2.7,24,53,25,14,0,104,23.1,51.0,24.0,0.0,27.2,Manageable (<30%),6,25.8,Manageable (<30%),0,0.0,99.0,0.0,0.8,32.7,15.4,30,104,27.8,25.4,28.8,299,30.6,15.9,28.5,24.2,83.9,True
SAL12710,SAL12710,50,660,1354,1484,220,2.4,163,172,71,19,5,428,38.1,40.2,16.6,1.2,25.3,Manageable (<30%),14,16.2,Manageable (<30%),0,6.5,89.3,7.7,0.8,53.7,7.9,87,428,17.5,22.9,43.1,1201,21.2,19.5,24.6,23.0,83.9,True
SAL14167,SAL14167,51,515,964,1000,230,2.2,293,133,120,49,5,591,49.6,22.5,20.3,0.8,23.9,Manageable (<30%),16,23.9,Manageable (<30%),0,1.7,96.3,5.1,0.7,74.6,9.8,133,591,18.2,19.5,44.5,1480,24.0,25.0,27.0,28.2,83.9,True
SAL14172,SAL14172,34,744,1929,2167,490,3.1,67,88,55,48,0,218,30.7,40.4,25.2,0.0,25.9,Manageable (<30%),22,25.4,Manageable (<30%),52,0.0,96.3,0.0,0.8,31.7,15.6,80,218,29.7,25.4,23.1,701,30.6,15.6,29.8,23.8,83.9,True
SAL11145,SAL11145,45,691,1800,2193,460,2.8,45,37,19,7,0,110,40.9,33.6,17.3,0.0,28.1,Manageable (<30%),16,25.6,Manageable (<30%),12,0.0,100.0,0.0,0.8,30.9,16.4,10,110,13.9,30.1,36.0,339,23.3,15.5,25.9,22.7,83.9,True
SAL13596,SAL13596,57,788,1398,1633,320,2.1,80,36,18,10,0,145,55.2,24.8,12.4,0.0,27.0,Manageable (<30%),6,22.9,Manageable (<30%),0,0.0,97.2,2.8,0.7,30.3,15.2,30,145,14.1,21.9,55.5,319,19.1,15.2,24.9,20.6,83.9,True
SAL11464,SAL11464,47,855,1944,1986,455,2.5,45,41,25,5,0,122,36.9,33.6,20.5,0.0,23.6,Manageable (<30%),18,23.4,Manageable (<30%),11,0.0,96.7,6.6,0.8,30.3,32.0,34,122,24.1,29.2,32.3,353,26.4,16.7,27.0,21.6,83.9,True
SAL13832,SAL13832,48,656,1300,1603,250,2.4,59,44,15,3,0,124,47.6,35.5,12.1,0.0,28.5,Manageable (<30%),6,19.2,Manageable (<30%),3,0.0,97.6,6.5,0.8,58.1,4.8,28,124,15.7,27.7,38.2,325,19.0,20.9,24.6,24.3,83.9,True
SAL14373,SAL14373,55,795,1674,1733,400,2.2,62,38,8,8,0,116,53.4,32.8,6.9,0.0,23.9,Manageable (<30%),14,23.9,Manageable (<30%),0,0.0,97.4,6.0,0.7,45.7,25.9,9,116,8.0,22.6,52.5,301,16.2,19.5,20.0,21.2,83.9,True
SAL11782,SAL11782,54,554,991,1083,200,2.1,561,272,231,96,49,1122,50.0,24.2,20.6,4.4,25.2,Manageable (<30%),14,20.2,Manageable (<30%),0,4.1,91.9,4.9,0.7,69.8,6.1,198,1122,16.2,20.1,49.1,2600,22.5,22.9,27.1,27.0,83.8,True
SAL12060,SAL12060,37,878,1589,1625,350,2.6,28,39,31,19,0,103,27.2,37.9,30.1,0.0,23.6,Manageable (<30%),22,22.0,Manageable (<30%),14,0.0,94.2,6.8,0.8,46.6,24.3,4,103,27.9,29.3,24.8,294,31.5,19.6,30.3,25.6,83.8,True
SAL14279,SAL14279,37,635,1343,1517,320,2.6,478,589,360,209,85,1457,32.8,40.4,24.7,5.8,26.1,Manageable (<30%),114,23.8,Manageable (<30%),41,0.7,95.9,2.3,0.8,51.6,10.3,585,1457,26.0,24.7,27.9,4088,28.9,19.8,29.0,26.4,83.8,True
SAL13389,SAL13389,47,806,1736,2000,443,2.5,338,277,101,55,0,738,45.8,37.5,13.7,0.0,26.6,Manageable (<30%),110,25.5,Manageable (<30%),90,0.0,98.9,1.9,0.7,37.4,24.8,148,738,18.5,25.5,38.0,2017,22.2,17.1,24.7,22.4,83.8,True
SAL12532,SAL12532,51,546,993,1083,180,2.2,209,104,61,14,6,400,52.2,26.0,15.2,1.5,25.2,Manageable (<30%),12,18.1,Manageable (<30%),0,1.0,90.2,6.0,0.7,72.2,2.0,61,400,15.2,23.8,44.7,1002,19.3,23.1,25.1,25.7,83.8,True
SAL11355,SAL11355,37,1056,2349,2167,497,2.7,110,142,90,42,3,349,31.5,40.7,25.8,0.9,21.3,Manageable (<30%),66,21.2,Manageable (<30%),106,11.5,85.7,2.9,0.8,26.1,37.5,56,349,28.0,30.6,22.2,1067,29.1,14.0,27.8,20.9,83.8,True
SAL11344,SAL11344,36,728,1785,1907,400,3.0,455,848,464,309,74,1797,25.3,47.2,25.8,4.1,24.7,Manageable (<30%),163,22.4,Manageable (<30%),207,0.7,89.8,0.6,0.9,30.7,15.1,734,1797,27.5,26.2,25.9,5789,30.0,14.8,28.4,22.9,83.7,True
SAL14441,SAL14441,33,735,1586,1733,390,2.8,530,622,630,374,82,1816,29.2,34.3,34.7,4.5,25.2,Manageable (<30%),104,24.6,Manageable (<30%),342,1.1,93.9,0.5,0.7,40.6,10.3,511,1816,27.6,24.1,24.0,5384,33.9,17.0,32.6,26.5,83.7,True
SAL11053,SAL11053,51,587,1037,1149,220,2.2,1346,695,664,320,150,2852,47.2,24.4,23.3,5.3,25.6,Manageable (<30%),64,21.2,Manageable (<30%),0,0.6,91.4,2.7,0.7,70.8,9.1,587,2852,17.5,19.8,46.0,6885,24.5,22.7,28.3,28.0,83.7,True
SAL11529,SAL11529,51,787,1755,2167,430,2.4,226,137,58,45,0,422,53.6,32.5,13.7,0.0,28.5,Manageable (<30%),38,24.5,Manageable (<30%),31,0.0,98.1,0.0,0.7,42.2,30.6,69,422,17.4,22.4,47.1,1105,21.0,17.2,25.7,23.4,83.7,True
SAL11400,SAL11400,31,822,2413,2513,560,3.8,124,552,135,109,0,823,15.1,67.1,16.4,0.0,24.0,Manageable (<30%),360,23.2,Manageable (<30%),216,0.5,89.3,0.0,0.9,19.2,34.1,219,823,25.5,31.4,13.6,3208,27.1,12.6,22.9,19.3,83.7,True
SAL13382,SAL13382,53,730,1461,1647,415,2.5,59,36,8,5,0,106,55.7,34.0,7.5,0.0,26.0,Manageable (<30%),5,28.4,Manageable (<30%),6,0.0,100.0,0.0,0.7,50.9,6.6,11,106,14.1,20.1,50.7,298,18.8,20.1,22.1,23.8,83.7,True
SAL13561,SAL13561,51,578,1387,1625,380,2.4,51,35,27,14,0,104,49.0,33.7,26.0,0.0,27.0,Manageable (<30%),6,27.4,Manageable (<30%),9,0.0,100.0,0.0,0.7,46.2,7.7,28,104,20.4,18.2,51.8,274,27.8,18.9,29.3,26.8,83.7,True
SAL13580,SAL13580,43,662,1178,1244,320,2.4,95,83,40,22,0,240,39.6,34.6,16.7,0.0,24.4,Manageable (<30%),0,27.2,Manageable (<30%),6,0.0,100.0,4.2,0.8,57.1,5.0,71,240,21.3,21.4,37.6,625,25.1,22.4,25.6,26.0,83.7,True
SAL13507,SAL13507,43,869,1989,2167,485,2.7,551,641,226,171,15,1436,38.4,44.6,15.7,1.0,25.1,Manageable (<30%),294,24.4,Manageable (<30%),257,2.1,95.0,2.8,0.8,32.7,29.5,314,1436,21.7,25.8,34.0,3982,24.1,16.3,24.6,21.6,83.6,True
SAL13869,SAL13869,32,882,1988,2080,460,2.9,164,379,244,199,3,800,20.5,47.4,30.5,0.4,24.1,Manageable (<30%),72,23.1,Manageable (<30%),268,0.8,89.6,1.0,0.8,22.5,19.9,202,800,29.1,25.4,19.3,2382,32.9,13.3,29.9,22.5,83.6,True
SAL12508,SAL12508,47,845,1916,1946,390,2.5,137,120,40,30,0,297,46.1,40.4,13.5,0.0,23.4,Manageable (<30%),18,20.4,Manageable (<30%),20,3.0,87.2,3.4,0.7,40.1,19.2,56,297,20.4,24.6,38.0,765,21.0,16.6,23.5,20.7,83.6,True
SAL11047,SAL11047,46,535,1142,1300,305,2.5,105,82,29,16,0,223,47.1,36.8,13.0,0.0,26.3,Manageable (<30%),10,26.7,Manageable (<30%),6,1.3,99.1,1.8,0.8,47.5,8.1,72,223,18.4,23.0,40.6,625,22.2,19.7,24.4,24.2,83.6,True
SAL13692,SAL13692,48,606,1310,1560,320,2.5,153,136,49,24,0,360,42.5,37.8,13.6,0.0,27.5,Manageable (<30%),22,24.4,Manageable (<30%),8,0.0,97.8,2.2,0.8,51.9,13.3,45,360,19.6,20.9,41.2,988,22.4,20.0,25.2,24.7,83.6,True
SAL14400,SAL14400,55,542,929,997,200,2.0,85,45,38,10,7,174,48.9,25.9,21.8,4.0,24.8,Manageable (<30%),8,21.5,Manageable (<30%),0,1.7,92.0,4.6,0.7,77.6,8.0,30,174,16.2,19.2,52.3,390,23.5,24.8,27.1,28.6,83.6,True
SAL13895,SAL13895,46,779,1896,2000,555,2.9,111,67,28,13,0,210,52.9,31.9,13.3,0.0,24.3,Manageable (<30%),38,29.3,Manageable (<30%),35,0.0,100.0,1.4,0.8,32.9,37.6,36,210,17.3,25.7,38.2,618,22.3,17.4,24.0,22.2,83.6,True
SAL11737,SAL11737,52,690,1218,1200,300,2.3,60,29,10,0,0,102,58.8,28.4,9.8,0.0,22.7,Manageable (<30%),0,24.6,Manageable (<30%),0,0.0,99.0,9.8,0.7,59.8,19.6,6,102,17.7,21.8,47.6,248,19.0,23.7,22.7,23.8,83.6,True
SAL11788,SAL11788,36,831,1676,1483,300,2.6,2105,1862,2548,1543,370,6837,30.8,27.2,37.3,5.4,20.4,Manageable (<30%),216,17.9,Manageable (<30%),311,12.9,79.8,4.2,0.8,40.1,14.9,1642,6837,27.9,25.2,27.5,19505,32.8,16.2,32.2,24.2,83.6,True
SAL11628,SAL11628,30,947,1986,1950,430,2.8,311,698,638,579,8,1686,18.4,41.4,37.8,0.5,22.7,Manageable (<30%),86,21.7,Manageable (<30%),452,0.4,85.6,1.2,0.8,29.6,16.3,441,1686,32.4,25.0,15.8,4796,36.3,14.4,32.8,24.3,83.6,True
SAL11846,SAL11846,43,1082,2297,2320,470,2.6,174,117,61,51,0,366,47.5,32.0,16.7,0.0,23.3,Manageable (<30%),78,20.5,Manageable (<30%),53,5.2,87.7,4.1,0.8,33.9,55.7,44,366,20.0,28.2,32.9,997,22.1,15.8,25.1,20.6,83.6,True
SAL12035,SAL12035,46,653,1318,1376,300,2.5,45,61,20,5,0,136,33.1,44.9,14.7,0.0,24.1,Manageable (<30%),20,22.8,Manageable (<30%),0,0.0,96.3,8.1,0.9,53.7,4.4,38,136,15.9,29.2,34.9,370,22.6,21.8,22.7,24.1,83.6,True
SAL10414,SAL10414,33,714,1608,1794,420,2.9,581,934,685,518,57,2236,26.0,41.8,30.6,2.5,25.7,Manageable (<30%),64,26.1,Manageable (<30%),495,1.2,96.6,0.7,0.8,39.8,9.9,920,2236,28.4,24.8,23.4,6563,33.2,17.6,31.0,26.2,83.6,True
SAL10268,SAL10268,34,643,1427,1600,323,2.7,260,319,206,164,6,816,31.9,39.1,25.2,0.7,25.9,Manageable (<30%),40,22.6,Manageable (<30%),24,0.4,91.7,1.2,0.8,51.6,15.4,317,816,27.0,23.5,26.2,2338,29.1,19.1,29.4,26.1,83.6,True
SAL14342,SAL14342,37,843,1567,1635,350,2.5,417,446,368,279,33,1262,33.0,35.3,29.2,2.6,24.1,Manageable (<30%),45,22.3,Manageable (<30%),103,1.4,89.6,2.2,0.7,42.5,12.2,360,1262,26.4,23.6,29.3,3309,30.4,17.2,30.2,24.9,83.6,True
SAL13008,SAL13008,57,659,1351,1571,325,2.3,171,61,37,24,5,275,62.2,22.2,13.5,1.8,26.8,Manageable (<30%),0,24.1,Manageable (<30%),0,2.2,94.9,1.1,0.7,49.8,11.3,49,275,12.7,19.0,54.3,683,19.0,18.9,25.1,23.9,83.5,True
SAL13086,SAL13086,40,579,1246,1300,350,2.4,136,153,101,69,0,414,32.9,37.0,24.4,0.0,24.1,Manageable (<30%),12,28.1,Manageable (<30%),11,0.7,98.3,2.7,0.8,57.0,5.1,140,414,22.5,25.2,32.1,1080,29.4,22.2,27.8,27.7,83.5,True
SAL12985,SAL12985,44,752,1679,2000,400,2.6,142,141,56,41,0,341,41.6,41.3,16.4,0.0,27.5,Manageable (<30%),67,23.8,Manageable (<30%),34,0.9,97.1,2.6,0.8,38.4,19.9,78,341,16.2,25.3,37.9,895,22.8,17.2,25.0,23.1,83.5,True
SAL11274,SAL11274,51,528,1164,1225,330,2.5,129,94,28,9,0,259,49.8,36.3,10.8,0.0,24.3,Manageable (<30%),8,28.4,Manageable (<30%),0,0.0,100.4,3.9,0.8,61.4,9.3,44,259,19.9,21.2,43.7,712,21.8,23.6,23.3,25.7,83.5,True
SAL13774,SAL13774,53,738,1166,1365,231,2.1,88,47,23,3,5,165,53.3,28.5,13.9,3.0,27.0,Manageable (<30%),6,19.8,Manageable (<30%),0,2.4,95.2,7.3,0.7,56.4,9.7,13,165,15.9,21.8,47.9,403,19.4,20.8,25.3,24.0,83.5,True
SAL13808,SAL13808,37,843,2060,2167,363,2.6,250,445,204,110,35,929,26.9,47.9,22.0,3.8,24.3,Manageable (<30%),136,17.6,Manageable (<30%),137,0.8,86.7,6.5,0.8,38.9,20.7,225,929,26.0,24.9,29.5,2654,26.6,16.6,26.7,21.9,83.5,True
SAL13662,SAL13662,41,627,1337,1539,310,2.5,97,84,37,25,4,221,43.9,38.0,16.7,1.8,26.6,Manageable (<30%),8,23.2,Manageable (<30%),0,1.8,94.6,2.3,0.7,52.5,6.3,86,221,25.0,23.5,32.9,575,24.2,19.5,26.8,24.7,83.5,True
SAL11847,SAL11847,36,967,1934,2100,420,2.3,109,141,121,87,5,379,28.8,37.2,31.9,1.3,25.1,Manageable (<30%),56,21.7,Manageable (<30%),107,1.1,91.0,3.2,0.8,30.1,23.0,98,379,30.6,28.9,23.4,934,32.5,15.1,32.0,23.8,83.5,True
SAL12905,SAL12905,38,808,1896,1950,420,2.8,933,1398,600,389,96,2980,31.3,46.9,20.1,3.2,23.7,Manageable (<30%),397,22.2,Manageable (<30%),460,0.8,87.4,1.1,0.8,35.0,20.0,841,2980,23.7,27.8,27.7,8471,26.3,15.6,25.6,21.9,83.5,True
SAL11643,SAL11643,47,577,1281,1437,355,2.5,74,50,15,7,0,151,49.0,33.1,9.9,0.0,25.9,Manageable (<30%),0,27.7,Manageable (<30%),0,0.0,100.0,2.0,0.8,48.3,6.6,34,151,16.7,23.1,41.4,437,20.7,20.2,23.4,23.8,83.5,True
SAL11099,SAL11099,46,617,1107,1235,230,2.3,1701,1073,1149,622,210,4087,41.6,26.3,28.1,5.1,25.7,Manageable (<30%),81,20.8,Manageable (<30%),17,2.2,90.4,3.3,0.7,65.4,8.2,1001,4087,21.6,21.6,39.2,10145,27.6,21.7,30.4,28.1,83.5,True
SAL12208,SAL12208,39,927,2077,2167,460,2.6,528,617,315,223,18,1476,35.8,41.8,21.3,1.2,24.1,Manageable (<30%),158,22.1,Manageable (<30%),332,0.0,88.1,1.3,0.8,31.6,27.4,376,1476,25.7,28.6,26.5,3980,26.7,14.9,27.0,21.8,83.5,True
SAL11124,SAL11124,52,639,1196,1356,280,2.2,594,280,187,93,22,1110,53.5,25.2,16.8,2.0,26.2,Manageable (<30%),18,23.4,Manageable (<30%),0,0.6,94.8,2.7,0.7,63.6,9.0,222,1110,18.8,19.7,46.7,2686,22.2,22.0,26.8,26.4,83.5,True
SAL10979,SAL10979,49,546,1294,1300,338,2.6,119,80,16,6,0,223,53.4,35.9,7.2,0.0,23.2,Manageable (<30%),8,26.1,Manageable (<30%),0,0.0,98.7,7.2,0.9,50.7,2.7,67,223,17.5,22.2,41.6,681,18.9,21.9,21.4,22.7,83.5,True
SAL14514,SAL14514,41,760,1896,2167,498,2.7,74,100,26,13,0,202,36.6,49.5,12.9,0.0,26.4,Manageable (<30%),40,26.3,Manageable (<30%),40,2.5,98.0,1.5,0.8,35.1,30.7,39,202,20.7,27.4,32.2,580,23.5,17.0,23.6,22.2,83.5,True
SAL14270,SAL14270,36,763,1627,1863,400,2.6,314,505,209,151,15,1108,28.3,45.6,18.9,1.4,26.4,Manageable (<30%),80,24.6,Manageable (<30%),159,0.9,95.7,1.9,0.8,41.4,10.8,254,1108,27.6,23.2,29.1,2981,27.6,17.8,27.2,23.9,83.5,True
SAL14258,SAL14258,36,729,1299,1443,310,2.3,462,409,559,332,122,1468,31.5,27.9,38.1,8.3,25.6,Manageable (<30%),34,23.9,Manageable (<30%),59,0.6,94.3,2.5,0.7,53.1,8.0,526,1468,29.0,22.5,28.9,3634,35.1,19.9,34.7,29.0,83.5,True
SAL14140,SAL14140,40,944,2407,2500,500,2.9,850,1000,394,286,0,2322,36.6,43.1,17.0,0.0,24.0,Manageable (<30%),689,20.8,Manageable (<30%),496,7.8,87.1,2.2,0.8,27.0,46.3,482,2322,21.6,27.9,30.0,6991,23.7,13.9,24.7,19.8,83.5,True
SAL11603,SAL11603,50,631,1158,1365,290,2.2,148,69,57,30,8,289,51.2,23.9,19.7,2.8,27.2,Manageable (<30%),0,25.0,Manageable (<30%),6,2.4,97.2,1.7,0.7,67.1,11.1,72,289,15.5,20.0,46.2,699,23.4,22.8,27.5,28.1,83.4,True
SAL13242,SAL13242,34,808,2171,2167,430,3.5,557,1397,726,561,18,2769,20.1,50.5,26.2,0.7,23.0,Manageable (<30%),507,19.8,Manageable (<30%),639,0.8,82.2,0.8,1.0,25.2,24.0,775,2769,28.5,27.3,21.8,10070,30.1,13.2,27.7,21.2,83.4,True
SAL11924,SAL11924,35,826,1759,2141,420,2.5,312,356,334,242,34,1024,30.5,34.8,32.6,3.3,28.1,Manageable (<30%),76,23.9,Manageable (<30%),211,0.0,97.0,2.2,0.8,42.2,11.3,299,1024,29.3,24.7,25.8,2712,33.0,17.9,33.4,27.0,83.4,True
SAL14339,SAL14339,38,720,1446,1733,380,2.5,94,107,75,55,4,278,33.8,38.5,27.0,1.4,27.7,Manageable (<30%),24,26.3,Manageable (<30%),16,0.0,98.2,0.0,0.8,53.2,11.2,91,278,28.1,23.0,32.5,722,30.9,20.1,31.0,28.1,83.4,True
SAL14238,SAL14238,41,552,975,936,230,2.3,536,363,553,317,120,1518,35.3,23.9,36.4,7.9,22.2,Manageable (<30%),14,23.6,Manageable (<30%),22,3.3,89.1,3.4,0.7,73.1,4.5,592,1518,23.6,19.9,36.2,4096,32.8,24.1,32.1,30.7,83.4,True
SAL11418,SAL11418,42,755,1884,2165,410,2.7,337,370,153,97,3,880,38.3,42.0,17.4,0.3,26.5,Manageable (<30%),150,21.8,Manageable (<30%),128,2.2,93.3,3.6,0.8,39.5,26.1,230,880,20.4,26.8,32.9,2522,23.8,17.1,25.7,22.7,83.4,True
SAL11328,SAL11328,42,749,1510,1869,350,2.6,104,119,49,21,0,279,37.3,42.7,17.6,0.0,28.6,Manageable (<30%),28,23.2,Manageable (<30%),19,0.0,99.6,4.7,0.8,36.6,15.8,58,279,17.0,28.3,30.6,840,23.7,17.3,25.9,23.2,83.4,True
SAL12079,SAL12079,38,975,1989,1950,350,2.6,895,1237,878,363,330,3075,29.1,40.2,28.6,10.7,22.6,Manageable (<30%),324,17.6,Manageable (<30%),492,2.8,80.4,3.0,0.8,34.5,26.6,922,3075,26.7,26.8,27.4,8517,29.2,14.7,28.9,22.1,83.4,True
SAL14396,SAL14396,36,715,1714,2029,400,3.0,292,340,220,166,9,869,33.6,39.1,25.3,1.0,27.3,Manageable (<30%),81,23.3,Manageable (<30%),119,1.0,93.8,1.0,0.9,36.1,17.5,237,869,25.9,24.8,27.2,2780,28.9,16.3,29.8,24.5,83.4,True
SAL12202,SAL12202,35,777,1404,1324,270,2.4,869,928,1057,753,157,2929,29.7,31.7,36.1,5.4,21.8,Manageable (<30%),66,19.2,Manageable (<30%),73,18.4,80.9,2.2,0.7,48.9,10.2,889,2929,28.0,22.7,28.0,7404,32.8,17.6,32.0,25.9,83.4,True
SAL11200,SAL11200,56,936,1857,2134,420,2.2,60,57,20,9,0,136,44.1,41.9,14.7,0.0,26.5,Manageable (<30%),34,22.6,Manageable (<30%),13,0.0,96.3,5.9,0.8,50.0,35.3,3,136,11.2,23.3,55.3,313,20.5,20.2,23.1,23.9,83.4,True
SAL13905,SAL13905,34,666,1207,1300,220,2.5,365,334,559,341,130,1288,28.3,25.9,43.4,10.1,24.9,Manageable (<30%),30,18.2,Manageable (<30%),21,15.3,83.5,1.9,0.8,60.6,7.1,425,1288,27.7,22.0,27.5,3459,35.5,19.8,35.9,29.7,83.4,True
SAL12007,SAL12007,50,838,2131,2600,498,2.6,358,220,70,48,4,672,53.3,32.7,10.4,0.6,28.2,Manageable (<30%),168,23.4,Manageable (<30%),77,0.4,95.5,1.5,0.7,25.9,35.7,57,672,17.6,22.1,43.2,1910,19.4,14.0,24.7,19.9,83.3,True
SAL12142,SAL12142,50,966,2133,2367,550,2.5,162,102,28,20,0,303,53.5,33.7,9.2,0.0,25.6,Manageable (<30%),54,25.8,Manageable (<30%),51,1.0,95.4,2.0,0.7,28.7,43.9,38,303,13.3,25.2,43.5,812,18.7,15.5,22.3,20.0,83.3,True
SAL11366,SAL11366,40,915,1711,1616,325,2.3,782,597,767,588,47,2192,35.7,27.2,35.0,2.1,21.8,Manageable (<30%),127,19.0,Manageable (<30%),128,6.3,81.5,3.7,0.7,38.0,21.9,497,2192,24.8,23.8,32.7,5417,31.1,15.8,31.5,24.0,83.3,True
SAL14501,SAL14501,47,605,1326,1600,340,2.7,198,186,31,15,0,416,47.6,44.7,7.5,0.0,27.8,Manageable (<30%),16,25.6,Manageable (<30%),0,0.0,99.0,2.4,0.8,62.5,10.1,101,416,19.2,22.1,40.3,1182,19.8,22.5,22.7,25.4,83.3,True
SAL12735,SAL12735,38,794,1858,2029,480,2.9,120,106,116,94,0,362,33.1,29.3,32.0,0.0,25.2,Manageable (<30%),34,25.8,Manageable (<30%),149,0.0,95.6,2.8,0.8,27.1,19.9,109,362,23.3,24.3,30.7,1085,31.9,15.6,31.4,24.4,83.3,True
SAL14399,SAL14399,38,861,2461,2275,470,3.3,542,954,389,297,41,1933,28.0,49.4,20.1,2.1,21.3,Manageable (<30%),426,19.1,Manageable (<30%),480,0.0,78.6,1.6,0.9,24.2,38.1,392,1933,27.9,27.5,27.5,6597,26.6,12.8,25.2,19.1,83.3,True
