SAL_CODE,Suburb_Name,Top_Non_Australia_Country,Top_Non_Australia_Count,Australia_Count,Total_Population,Percentage_Non_Aus
SAL13627,Spring Creek (NSW),England,11,166,177,6.214689265536723
SAL11326,Dunmore (NSW),England,11,382,413,2.663438256658596
SAL13421,Rosedale (NSW),England,11,249,281,3.9145907473309607
SAL11060,Copmanhurst,England,11,406,431,2.5522041763341066
SAL10023,Akolele,England,11,206,217,5.0691244239631335
SAL12183,Kitchener,England,11,951,979,1.1235955056179776
SAL12554,McKellars Park,England,11,251,273,4.029304029304029
SAL11968,Huntleys Point,Malaysia,11,156,199,5.527638190954774
SAL10502,Bootawa,England,11,221,243,4.526748971193416
SAL11941,Hopkins Creek,England,11,174,192,5.729166666666666
SAL13022,North Tumbulgum,USA,11,314,351,3.133903133903134
SAL10617,Brunkerville,Scotland,11,271,299,3.678929765886288
SAL12076,Kapooka,India,11,564,608,1.8092105263157896
SAL13822,Teven,England,11,385,413,2.663438256658596
SAL11946,Horseshoe Bend,Philippines,11,559,591,1.8612521150592216
SAL10059,Angourie,New_Zealand,11,251,276,3.985507246376811
SAL12390,Long Point (Campbelltown - NSW),England,10,197,223,4.484304932735426
SAL12095,Kellys Plains,Canada,10,215,228,4.385964912280701
SAL13146,Palmers Channel,England,10,157,171,5.847953216374268
SAL12242,Laffing Waters,New_Zealand,10,131,141,7.092198581560284
SAL11339,Durren Durren,New_Zealand,10,120,137,7.2992700729927
SAL12239,Lacmalac,New_Zealand,10,189,208,4.807692307692308
SAL14188,Warrell Creek,New_Zealand,10,340,354,2.824858757062147
SAL12130,Kielvale,England,10,336,355,2.8169014084507045
SAL10189,Bar Point,England,10,107,127,7.874015748031496
SAL11139,Crystal Creek (NSW),New_Zealand,10,336,349,2.865329512893983
SAL13367,Reserve Creek,England,10,230,252,3.968253968253968
SAL11501,Fawcetts Plain,New_Zealand,10,214,230,4.3478260869565215
SAL11664,Glendon,South_Africa,10,149,159,6.289308176100629
SAL13849,The Pinnacles,England,10,101,114,8.771929824561402
SAL12173,Kinvara,England,10,221,234,4.273504273504273
SAL11975,Hydes Creek,Germany,10,182,202,4.9504950495049505
SAL12381,Loftville,New_Zealand,10,342,373,2.680965147453083
SAL11125,Croom,New_Zealand,10,137,152,6.578947368421052
SAL13066,Oakey Park,England,10,404,425,2.3529411764705883
SAL13440,Round Mountain,England,10,174,190,5.263157894736842
SAL13918,Tongarra,South_Africa,10,178,202,4.9504950495049505
SAL14359,Wirrimbi,Nepal,10,204,217,4.6082949308755765
SAL10056,Angledale,England,10,207,220,4.545454545454546
SAL10783,Cams Wharf,England,10,203,226,4.424778761061947
SAL12432,Luskintyre,England,10,287,297,3.3670033670033668
SAL10666,Bundagen,South_Africa,10,92,114,8.771929824561402
SAL12768,Mount Elliot (NSW),England,10,197,217,4.6082949308755765
SAL12687,Mondrook,England,10,207,217,4.6082949308755765
SAL12826,Mulgrave (NSW),China,10,92,106,9.433962264150944
SAL12961,Newee Creek,Germany,10,538,580,1.7241379310344827
SAL13703,Summer Hill Creek,England,10,298,314,3.1847133757961785
SAL11496,Farrants Hill,England,9,132,156,5.769230769230769
SAL13347,Red Rock,New_Zealand,9,530,561,1.6042780748663104
SAL12629,Millers Forest,England,9,494,513,1.7543859649122806
SAL10300,Berambing,England,9,135,144,6.25
SAL12236,Kynnumboon,England,9,143,161,5.590062111801243
SAL14312,Willawarrin,England,9,228,245,3.6734693877551026
SAL12382,Logans Crossing,England,9,181,190,4.736842105263158
SAL10302,Bergalia,England,9,233,252,3.571428571428571
SAL11670,Glengarrie,England,9,96,111,8.108108108108109
SAL12026,Jerrara,Indonesia,9,181,190,4.736842105263158
SAL13859,The Whiteman,England,9,210,219,4.10958904109589
SAL14246,Werai,England,9,119,128,7.03125
SAL14446,Wrights Beach,England,9,154,173,5.202312138728324
SAL13145,Palmdale (NSW),England,9,118,130,6.923076923076923
SAL14240,Wells Crossing,Netherlands,9,251,281,3.202846975088968
SAL11321,Dungay,Netherlands,9,284,300,3.0
SAL10574,Brisbane Grove,India,9,165,174,5.172413793103448
SAL11969,Huonbrook,England,9,87,106,8.49056603773585
SAL10946,Cobaki,England,9,255,271,3.3210332103321036
SAL11729,Gosforth,England,9,94,103,8.737864077669903
SAL13792,Taylors Beach (NSW),England,9,164,176,5.113636363636364
SAL12031,Jerseyville,England,9,162,176,5.113636363636364
SAL13815,Terragon,England,9,123,135,6.666666666666667
SAL13777,Tarbuck Bay,England,9,221,238,3.7815126050420167
SAL13016,North Shore (NSW),England,9,483,504,1.7857142857142856
SAL11573,Frog Rock,England,9,217,238,3.7815126050420167
SAL13473,Sackville,Germany,9,313,342,2.631578947368421
SAL11684,Glenthorne,England,9,285,297,3.0303030303030303
SAL14362,Wisemans Ferry,Italy,8,261,306,2.6143790849673203
SAL12278,Langley Vale,Hong_Kong_SAR_Ch,8,95,107,7.476635514018691
SAL13166,Parma,England,8,201,209,3.827751196172249
SAL13649,St Fillans,England,8,330,345,2.318840579710145
SAL11449,Ettamogah,New_Zealand,8,105,116,6.896551724137931
SAL12221,Kunghur,Netherlands,8,149,160,5.0
SAL12140,Killawarra (NSW),England,8,233,241,3.319502074688797
SAL10550,Brays Creek,England,8,143,151,5.298013245033113
SAL13938,Torryburn (Dungog - NSW),England,8,167,183,4.371584699453552
SAL14436,Wooyung,England,8,149,166,4.819277108433735
SAL11902,Hermitage Flat,England,8,394,428,1.8691588785046727
SAL13111,Oswald,New_Zealand,8,100,113,7.079646017699115
SAL13334,Ravenswood (NSW),New_Zealand,8,482,494,1.6194331983805668
SAL11462,Eungai Rail,England,8,276,300,2.666666666666667
SAL11085,Corunna,England,8,96,104,7.6923076923076925
SAL11752,Great Marlow,England,8,243,260,3.076923076923077
SAL10920,Clarendon (NSW),New_Zealand,8,188,218,3.669724770642202
SAL10958,Coffee Camp,New_Zealand,8,225,251,3.187250996015936
SAL11031,Coolgardie (NSW),England,8,164,172,4.651162790697675
SAL12851,Mundongo,England,8,314,329,2.43161094224924
SAL10735,Cabarita Beach,England,8,106,124,6.451612903225806
SAL12889,Myola (NSW),England,8,109,126,6.349206349206349
SAL14042,Upper Duroby,England,8,126,152,5.263157894736842
SAL10447,Bolong,New_Zealand,8,127,138,5.797101449275362
SAL13028,North Woodburn,New_Zealand,8,180,188,4.25531914893617
SAL12685,Monaltrie,USA,8,303,325,2.4615384615384617
SAL14105,Waitui,New_Zealand,8,103,118,6.779661016949152
SAL10312,Berrara,Japan,8,418,433,1.8475750577367205
SAL11781,Greigs Flat,England,8,278,296,2.7027027027027026
SAL12726,Moorong,England,8,236,247,3.2388663967611335
SAL11048,Coopers Gully,England,8,232,243,3.292181069958848
SAL11343,Dyrring,New_Zealand,7,126,133,5.263157894736842
SAL12021,Jeremadra,England,7,241,254,2.7559055118110236
SAL13489,Sandgate (NSW),England,7,189,205,3.414634146341464
SAL11714,Goolmangar,England,7,209,222,3.153153153153153
SAL10732,Byrrill Creek,England,7,114,128,5.46875
SAL10894,Cheero Point,England,7,124,134,5.223880597014925
SAL14300,Wiangaree,England,7,172,182,3.8461538461538463
SAL13144,Palm Grove (NSW),England,7,96,103,6.796116504854369
SAL10035,Alison (Dungog - NSW),England,7,118,125,5.6000000000000005
SAL14387,Wonboyn,USA,7,180,193,3.6269430051813467
SAL11413,Elvina Bay,England,7,96,112,6.25
SAL10114,Avoca (NSW),New_Zealand,7,253,273,2.564102564102564
SAL10590,Brombin,USA,7,164,174,4.022988505747127
SAL11546,Forest Grove (NSW),England,7,151,162,4.320987654320987
SAL10751,Calga,England,7,162,175,4.0
SAL12771,Mount Frome,England,7,160,181,3.867403314917127
SAL11806,Gumly Gumly,Italy,7,595,612,1.1437908496732025
SAL13526,Seahampton,England,7,399,406,1.7241379310344827
SAL13791,Taylors Arm,New_Zealand,7,144,151,4.635761589403973
SAL11207,Dareton,England,7,477,494,1.417004048582996
SAL12174,Kioloa,Italy,6,357,372,1.6129032258064515
SAL14271,West Wiangaree,England,6,151,157,3.821656050955414
SAL12219,Kundle Kundle,England,6,281,287,2.0905923344947737
SAL13674,Stewarts River,England,6,161,171,3.508771929824561
SAL13662,Stanford Merthyr,England,6,779,796,0.7537688442211055
SAL12091,Keerrong,England,6,197,203,2.955665024630542
SAL10473,Booerie Creek,New_Zealand,6,161,170,3.5294117647058822
SAL13954,Trentham Cliffs,Malaysia,6,108,117,5.128205128205128
SAL13763,Tanglewood,New_Zealand,6,131,141,4.25531914893617
SAL10331,Bewong,England,6,113,119,5.042016806722689
SAL10340,Bielsdown Hills,Germany,6,114,127,4.724409448818897
SAL11544,Fordwich,South_Africa,6,98,104,5.769230769230769
SAL12954,New Park,England,6,172,184,3.260869565217391
SAL10727,Byangum,England,6,157,171,3.508771929824561
SAL12821,Mowbray Park,England,6,104,114,5.263157894736842
SAL10723,Butterwick,New_Zealand,6,228,241,2.4896265560165975
SAL13484,San Isidore,England,6,468,474,1.2658227848101267
SAL11575,Frogs Hollow,England,6,145,151,3.9735099337748347
SAL13606,South Littleton,England,6,428,443,1.3544018058690745
SAL11293,Drake Village,New_Zealand,6,112,121,4.958677685950414
SAL11305,Dulguigan,England,6,174,180,3.3333333333333335
SAL13219,Pimlico (NSW),England,6,491,504,1.1904761904761905
SAL11263,Dirty Creek,Bangladesh,6,123,139,4.316546762589928
SAL10941,Clydesdale (NSW),South_Africa,6,147,158,3.79746835443038
SAL11410,Elrington,England,6,209,215,2.7906976744186047
SAL13336,Rawdon Island,England,6,177,187,3.2085561497326207
SAL13356,Reedy Swamp,New_Zealand,6,118,129,4.651162790697675
SAL11164,Cunjurong Point,England,6,150,159,3.7735849056603774
SAL12551,McDougalls Hill,Germany,6,171,183,3.278688524590164
SAL13379,Rileys Hill,England,6,241,250,2.4
SAL12509,Marom Creek,Netherlands,6,194,200,3.0
SAL10226,Batar Creek,New_Zealand,6,122,131,4.580152671755725
SAL10068,Apsley (NSW),Scotland,6,143,149,4.026845637583892
SAL10037,Allandale (NSW),England,6,99,105,5.714285714285714
SAL10131,Backmede,England,6,209,215,2.7906976744186047
SAL10130,Back Forest,England,5,117,125,4.0
SAL13149,Palmvale,India,5,120,125,4.0
SAL10504,Booyong,England,5,105,110,4.545454545454546
SAL12645,Mindaribba,England,5,138,143,3.4965034965034967
SAL13913,Tomewin,England,5,105,110,4.545454545454546
SAL13852,The Ridgeway,North_Macedonia,5,185,200,2.5
SAL10703,Burrangong,Netherlands,5,348,356,1.4044943820224718
SAL13964,Tucki Tucki,Indonesia,5,174,179,2.793296089385475
SAL13966,Tuckurimba,England,5,151,156,3.205128205128205
SAL14037,Upper Copmanhurst,England,5,132,137,3.64963503649635
SAL12720,Moorbel,USA,5,321,332,1.5060240963855422
SAL10744,Caerleon,New_Zealand,5,234,245,2.0408163265306123
SAL11486,Fairy Hill,England,5,562,577,0.8665511265164645
SAL11945,Horse Station Creek,New_Zealand,5,201,212,2.358490566037736
SAL14080,Utungun,England,5,242,255,1.9607843137254901
SAL11938,Homeleigh,New_Zealand,5,143,152,3.289473684210526
SAL12074,Kanoona,England,5,178,186,2.6881720430107525
SAL10044,Alpine,Indonesia,5,177,190,2.631578947368421
SAL13046,Numbaa,Philippines,5,153,162,3.0864197530864197
SAL13124,Oyster Cove (NSW),New_Zealand,5,122,127,3.937007874015748
SAL11508,Fernbank Creek,Philippines,5,153,165,3.0303030303030303
SAL10324,Berry Park,Ireland,5,242,253,1.9762845849802373
SAL12092,Keinbah,England,4,143,147,2.7210884353741496
SAL13636,Spring Terrace,England,4,162,166,2.4096385542168677
SAL12887,Mylneford,Netherlands,4,104,111,3.6036036036036037
SAL12620,Midginbil,South_Africa,4,97,101,3.9603960396039604
SAL11747,Grassy Head,England,4,100,104,3.8461538461538463
SAL13570,Skillion Flat,Philippines,4,112,119,3.361344537815126
SAL11680,Glenridding,England,4,340,350,1.1428571428571428
SAL10893,Chatsworth (NSW),England,4,214,221,1.809954751131222
SAL12933,Nelsons Plains,England,4,420,428,0.9345794392523363
SAL14123,Wallamore,Netherlands,4,110,117,3.418803418803419
SAL12419,Lower Pappinbarra,New_Zealand,4,171,175,2.2857142857142856
SAL10444,Bohnock,New_Zealand,4,97,101,3.9603960396039604
SAL11545,Forest Glen (NSW),England,4,99,103,3.8834951456310676
SAL10379,Bishops Bridge,England,4,312,319,1.2539184952978055
SAL11301,Duckenfield,Ireland,4,134,138,2.898550724637681
SAL10251,Beelbangera,India,4,474,485,0.8247422680412372
SAL14473,Yallah,England,4,147,158,2.5316455696202533
SAL12809,Mount View,England,4,140,144,2.7777777777777777
SAL11157,Cumberland Reach,England,4,251,258,1.550387596899225
SAL13296,Pyree,England,4,138,142,2.8169014084507045
SAL13067,Oakhampton,England,4,210,214,1.8691588785046727
SAL10401,Blakebrook,England,4,176,180,2.2222222222222223
SAL10458,Bombowlee,England,4,390,397,1.0075566750629723
SAL13755,Talofa,England,4,119,126,3.1746031746031744
SAL10394,Blackmans Point,New_Zealand,4,229,236,1.694915254237288
SAL14330,Wimbledon,England,4,122,126,3.1746031746031744
SAL10161,Ballengarra,South_Africa,4,108,112,3.571428571428571
SAL12101,Kembla Heights,England,4,119,123,3.2520325203252036
SAL10435,Boeill Creek,Malaysia,4,117,121,3.3057851239669422
SAL10111,Austral Eden,Philippines,4,174,178,2.247191011235955
SAL14014,Tygalgah,England,3,149,155,1.935483870967742
SAL12290,Laughtondale,New_Zealand,3,128,131,2.2900763358778624
SAL10833,Carrs Creek,New_Zealand,3,205,208,1.4423076923076923
SAL10431,Bocoble,England,3,183,189,1.5873015873015872
SAL11786,Grevillia,England,3,100,103,2.912621359223301
SAL11785,Greta Main,Malta,3,102,105,2.857142857142857
SAL13827,The Angle,England,3,114,117,2.564102564102564
SAL13350,Redbournberry,England,3,329,332,0.9036144578313252
SAL14203,Waterview,England,3,129,132,2.272727272727273
SAL14517,Yelgun,England,3,101,104,2.8846153846153846
SAL12323,Leycester,England,3,186,192,1.5625
SAL14109,Walang,Fiji,3,134,137,2.18978102189781
SAL12794,Mount Panorama,England,3,134,137,2.18978102189781
SAL13572,Sleepy Hollow,England,3,161,164,1.8292682926829267
SAL12300,Leconfield,New_Zealand,3,206,209,1.4354066985645932
SAL11774,Greenridge,England,3,221,224,1.3392857142857142
SAL13529,Sedgefield,England,3,341,344,0.872093023255814
SAL11709,Goodwood Island,Germany,3,112,115,2.608695652173913
SAL13536,Shadforth (NSW),Germany,3,136,139,2.158273381294964
SAL10838,Cartwrights Hill,Afghanistan,0,207,207,0.0
SAL13953,Trenayr,Afghanistan,0,117,117,0.0
SAL14067,Upsalls Creek,Afghanistan,0,138,138,0.0
SAL10758,Calliope (NSW),Afghanistan,0,116,116,0.0
SAL12135,Kilgra,Afghanistan,0,106,106,0.0
SAL13921,Toolijooa,Afghanistan,0,140,140,0.0
SAL13915,Tomki,Afghanistan,0,101,101,0.0
SAL13881,Tilba Tilba,Afghanistan,0,116,116,0.0
SAL11963,Huntingdon,Afghanistan,0,111,111,0.0
SAL11905,Hexham (NSW),Afghanistan,0,202,202,0.0
SAL13190,Pelton,Afghanistan,0,108,108,0.0
SAL12848,Mundamia,Afghanistan,0,113,113,0.0
SAL11620,Gidley,Afghanistan,0,130,130,0.0
SAL10427,Bobs Creek,Afghanistan,0,147,147,0.0
SAL13721,Swan Creek (NSW),Afghanistan,0,141,141,0.0
SAL13704,Summer Island,Afghanistan,0,138,138,0.0
SAL11643,Gladstone (NSW),Afghanistan,0,551,551,0.0
SAL11658,Glen William,Afghanistan,0,203,203,0.0
SAL12496,March,Afghanistan,0,157,157,0.0
SAL10691,Burnt Bridge,Afghanistan,0,131,131,0.0
SAL13688,Strathcedar,Afghanistan,0,112,112,0.0
SAL13676,Stockrington,Afghanistan,0,138,138,0.0
SAL10761,Camberwell (NSW),Afghanistan,0,120,120,0.0
SAL13439,Roughit,Afghanistan,0,145,145,0.0
SAL12386,Long Flat (NSW),Afghanistan,0,164,164,0.0
SAL13396,Rockley Mount,Afghanistan,0,110,110,0.0
SAL11210,Darkes Forest,Afghanistan,0,123,123,0.0
SAL13030,North Yeoval,Afghanistan,0,126,126,0.0
SAL13546,Sheedys Gully,Afghanistan,0,178,178,0.0
SAL12819,Mountain View (NSW),Afghanistan,0,271,271,0.0
SAL12988,North Arm (NSW),Afghanistan,0,165,165,0.0
SAL10882,Charbon,Afghanistan,0,120,120,0.0
SAL13509,Saumarez,Afghanistan,0,111,111,0.0
SAL12925,Naughtons Gap,Afghanistan,0,152,152,0.0
SAL14106,Wakefield,Afghanistan,0,197,197,0.0
SAL10957,Codrington (NSW),Afghanistan,0,118,118,0.0
SAL13291,Putta Bucca,Afghanistan,0,268,268,0.0
SAL13288,Purfleet,Afghanistan,0,116,116,0.0
SAL13252,Pomona (NSW),Afghanistan,0,189,189,0.0
SAL13206,Phoenix Park,Afghanistan,0,110,110,0.0
SAL13378,Richmond Vale,Afghanistan,0,135,135,0.0
SAL11098,Cowper,Afghanistan,0,122,122,0.0
SAL13465,Ruthven,Afghanistan,0,142,142,0.0
SAL13319,Rainbow Reach,Afghanistan,0,113,113,0.0
SAL13110,Osterley (NSW),Afghanistan,0,179,179,0.0
SAL10272,Bellimbopinni,Afghanistan,0,115,115,0.0
SAL10360,Bimbimbie,Afghanistan,0,152,152,0.0
SAL14175,Warragai Creek,Afghanistan,0,122,122,0.0
SAL12014,Jellat Jellat,Afghanistan,0,107,107,0.0
SAL12311,Lenaghan,Afghanistan,0,104,104,0.0
SAL10291,Bendolba,Afghanistan,0,345,345,0.0
SAL10047,Alumy Creek,Afghanistan,0,125,125,0.0
