SAL_CODE_2021,Suburb,Median_age_persons,Median_tot_prsnl_inc_weekly,Median_tot_hhd_inc_weekly,Median_mortgage_repay_monthly,Median_rent_weekly,Average_household_size,owned_outright,owned_mortgage,renting_total,renting_private,renting_social,total_dwellings,pct_owned_outright,pct_owned_mortgage,pct_renting,pct_renting_social,mortgage_stress_ratio,mortgage_stress_level,high_mortgage_count,rent_stress_ratio,rent_stress_level,high_rent_count,pct_apartments,pct_houses,pct_small_dwellings,Average_num_psns_per_bedroom,pct_low_income,pct_high_income,single_parent_families,total_households,pct_young_adults,pct_families_age,pct_retirees,total_population,homeownership_lockout_score,family_lockout_score,first_buyer_lockout_score,crisis_score,is_nsw,is_sydney_metro,income_quartile,apartment_category
SAL12063,SAL12063,48,641,1399,2000,450,2.5,1103,744,266,172,12,2195,50.3,33.9,12.1,0.5,33.0,Moderate (30-40%),186,32.2,Moderate (30-40%),265,1.2,84.0,1.4,0.7,54.3,14.7,449,2195,19.3,22.5,42.0,5698,23.3,22.3,27.3,27.9,True,True,Q2,Low (<10%)
SAL12065,SAL12065,54,457,677,867,220,1.8,290,100,171,107,28,603,48.1,16.6,28.4,4.6,29.6,Manageable (<30%),5,32.5,Moderate (30-40%),0,1.8,93.7,5.0,0.7,102.0,1.7,160,603,15.8,20.2,49.5,1263,29.5,33.1,31.9,37.6,True,True,Q1 (Lowest),Low (<10%)
SAL12066,SAL12066,50,1228,2650,6500,430,2.7,39,15,13,7,0,69,56.5,21.7,18.8,0.0,56.6,Extreme (>50%),24,16.2,Manageable (<30%),0,0.0,100.0,8.7,0.7,18.8,49.3,5,69,18.9,22.8,43.7,206,20.5,12.6,39.9,25.8,True,True,Q4 (Highest),
SAL12068,SAL12068,46,1245,4111,4077,715,3.1,87,90,5,7,0,191,45.5,47.1,2.6,0.0,22.9,Manageable (<30%),94,17.4,Manageable (<30%),6,0.0,97.4,0.0,0.7,14.7,96.9,19,191,22.4,25.4,36.2,602,16.2,9.6,19.7,13.8,True,True,Q4 (Highest),
SAL12069,SAL12069,54,766,1578,2000,310,2.3,171,108,41,13,0,338,50.6,32.0,12.1,0.0,29.2,Manageable (<30%),78,19.6,Manageable (<30%),23,0.0,90.8,9.5,0.8,43.2,28.1,42,338,14.8,21.4,50.2,856,18.6,19.0,25.1,22.3,True,True,Q2,
SAL12072,SAL12072,50,618,1199,2500,360,2.5,62,26,21,7,0,123,50.4,21.1,17.1,0.0,48.1,Severe (40-50%),24,30.0,Manageable (<30%),7,0.0,98.4,8.9,0.9,62.6,17.1,39,123,14.8,21.8,45.0,331,23.8,26.0,35.2,33.7,True,True,Q1 (Lowest),
SAL12073,SAL12073,54,752,1625,2400,275,2.3,42,22,10,5,0,76,55.3,28.9,13.2,0.0,34.1,Moderate (30-40%),12,16.9,Manageable (<30%),0,0.0,100.0,0.0,0.7,26.3,26.3,11,76,18.5,22.3,46.2,184,18.5,11.7,28.4,20.4,True,True,Q2,
SAL12075,SAL12075,45,652,1344,1733,380,2.5,452,493,368,222,79,1413,32.0,34.9,26.0,5.6,29.8,Manageable (<30%),46,28.3,Manageable (<30%),139,10.4,85.1,2.5,0.8,52.7,11.7,480,1413,23.4,21.8,38.8,4194,30.4,21.4,30.9,28.8,True,True,Q2,Medium (10-30%)
SAL12076,SAL12076,23,938,2386,0,254,3.4,0,0,51,0,3,51,0.0,0.0,100.0,5.9,0.0,Manageable (<30%),0,10.6,Manageable (<30%),0,0.0,100.0,0.0,0.9,0.0,31.4,13,51,66.8,14.9,0.8,395,66.5,5.0,53.4,24.0,True,True,Q4 (Highest),
SAL12079,SAL12079,38,975,1989,1950,350,2.6,895,1237,878,363,330,3075,29.1,40.2,28.6,10.7,22.6,Manageable (<30%),324,17.6,Manageable (<30%),492,2.8,80.4,3.0,0.8,34.5,26.6,922,3075,26.7,26.8,27.4,8517,29.2,14.7,28.9,22.1,True,True,Q3,Low (<10%)
SAL12080,SAL12080,44,767,1899,1630,310,2.7,70,80,27,8,0,181,38.7,44.2,14.9,0.0,19.8,Manageable (<30%),30,16.3,Manageable (<30%),10,2.2,93.9,8.3,0.8,38.7,9.9,26,181,21.6,29.1,32.8,515,21.3,16.7,22.3,19.0,True,True,Q3,Low (<10%)
SAL12081,SAL12081,42,983,2765,3000,695,3.0,544,548,56,40,0,1154,47.1,47.5,4.9,0.0,25.0,Manageable (<30%),524,25.1,Manageable (<30%),74,0.6,88.5,0.3,0.8,23.3,55.7,213,1154,17.7,29.2,32.2,3572,18.3,13.9,20.3,18.2,True,True,Q4 (Highest),Low (<10%)
SAL12082,SAL12082,36,850,2200,2080,450,3.0,513,1071,469,331,63,2093,24.5,51.2,22.4,3.0,21.8,Manageable (<30%),309,20.5,Manageable (<30%),454,0.6,91.9,0.3,0.8,25.8,25.1,599,2093,25.9,29.4,23.0,6485,27.8,13.0,25.5,20.1,True,True,Q4 (Highest),Low (<10%)
SAL12084,SAL12084,50,555,1061,1444,300,2.3,302,183,127,59,18,633,47.7,28.9,20.1,2.8,31.4,Moderate (30-40%),18,28.3,Manageable (<30%),15,1.1,92.6,7.3,0.8,69.8,7.0,170,633,18.8,20.0,44.4,1618,25.5,26.2,29.5,30.6,True,True,Q1 (Lowest),Low (<10%)
SAL12085,SAL12085,48,649,1171,1600,350,2.1,1321,1067,1259,767,227,3762,35.1,28.4,33.5,6.0,31.5,Moderate (30-40%),217,29.9,Manageable (<30%),483,11.0,81.8,7.8,0.7,66.7,10.9,917,3762,19.7,27.9,38.7,8268,32.8,26.0,33.8,33.1,True,True,Q1 (Lowest),Medium (10-30%)
SAL12087,SAL12087,36,908,2147,2037,420,3.1,230,478,125,95,3,852,27.0,56.1,14.7,0.4,21.9,Manageable (<30%),108,19.6,Manageable (<30%),86,0.0,96.5,0.7,0.8,22.3,26.9,239,852,27.4,28.3,23.8,2693,24.5,12.2,23.0,17.9,True,True,Q3,
SAL12088,SAL12088,38,668,1467,1614,315,2.8,117,128,41,26,0,287,40.8,44.6,14.3,0.0,25.4,Manageable (<30%),25,21.5,Manageable (<30%),11,1.4,98.6,2.8,0.8,51.2,11.1,98,287,26.3,25.9,28.4,838,23.4,19.1,25.2,23.5,True,True,Q2,Low (<10%)
SAL12093,SAL12093,26,610,1739,2200,420,2.5,454,259,470,344,41,1244,36.5,20.8,37.8,3.3,29.2,Manageable (<30%),155,24.2,Manageable (<30%),429,16.5,63.4,7.5,0.8,43.7,26.8,215,1244,47.5,18.1,22.5,4001,38.2,19.8,40.4,28.7,True,True,Q3,Medium (10-30%)
SAL12094,SAL12094,46,610,1286,1500,313,2.7,24,19,8,0,0,54,44.4,35.2,14.8,0.0,26.9,Manageable (<30%),8,24.3,Manageable (<30%),0,0.0,101.9,0.0,0.8,11.1,7.4,14,54,25.0,19.9,35.9,156,23.8,11.1,26.7,18.6,True,True,Q2,
SAL12095,SAL12095,43,1113,2374,2383,500,2.8,28,19,0,0,0,56,50.0,33.9,0.0,0.0,23.2,Manageable (<30%),6,21.1,Manageable (<30%),0,0.0,100.0,0.0,0.7,5.4,25.0,4,56,14.2,19.5,31.4,169,14.2,8.8,18.7,12.9,True,True,Q4 (Highest),
SAL12096,SAL12096,38,1049,3044,3000,630,3.3,2046,4225,1551,1339,4,8098,25.3,52.2,19.2,0.0,22.7,Manageable (<30%),4084,20.7,Manageable (<30%),2691,5.2,87.7,1.9,0.8,18.4,64.4,1455,8098,23.8,31.7,22.9,27011,26.1,12.1,24.4,18.6,True,True,Q4 (Highest),Low (<10%)
SAL12097,SAL12097,35,1131,3073,2600,580,3.4,495,1807,778,677,3,3117,15.9,58.0,25.0,0.1,19.5,Manageable (<30%),1435,18.9,Manageable (<30%),1182,11.8,85.3,1.5,0.9,10.9,57.2,577,3117,23.5,36.5,13.8,10890,28.8,10.1,24.2,17.6,True,True,Q4 (Highest),Medium (10-30%)
SAL12098,SAL12098,36,803,1737,1800,360,2.7,1109,1326,965,609,216,3487,31.8,38.0,27.7,6.2,23.9,Manageable (<30%),193,20.7,Manageable (<30%),353,0.7,92.6,2.2,0.7,39.5,16.3,1129,3487,25.9,24.3,27.4,10039,29.3,16.2,29.2,23.7,True,True,Q3,Low (<10%)
SAL12099,SAL12099,43,809,1812,2180,220,2.8,26,22,6,4,0,64,40.6,34.4,9.4,0.0,27.8,Manageable (<30%),8,12.1,Manageable (<30%),0,0.0,100.0,0.0,0.8,54.7,28.1,7,64,20.3,30.8,29.1,182,17.4,16.2,24.6,21.3,True,True,Q3,
SAL12100,SAL12100,29,1106,2574,2338,570,3.0,57,292,97,84,5,465,12.3,62.8,20.9,1.1,21.0,Manageable (<30%),112,22.1,Manageable (<30%),147,0.0,81.1,1.5,0.8,11.2,20.6,87,465,34.6,25.3,12.9,1452,30.7,10.9,25.3,17.8,True,True,Q4 (Highest),
SAL12102,SAL12102,44,633,1753,1875,470,3.2,263,111,170,87,3,595,44.2,18.7,28.6,0.5,24.7,Manageable (<30%),46,26.8,Manageable (<30%),186,2.5,91.9,1.8,0.8,39.5,28.1,184,595,25.0,25.9,33.8,2121,30.1,18.1,31.6,25.7,True,True,Q3,Low (<10%)
SAL12103,SAL12103,43,519,881,1170,253,2.0,59,31,104,64,0,200,29.5,15.5,52.0,0.0,30.6,Moderate (30-40%),0,28.7,Manageable (<30%),0,15.5,68.0,16.0,0.9,75.0,5.0,67,200,24.8,25.5,34.8,483,41.4,30.2,41.3,37.8,True,True,Q1 (Lowest),Medium (10-30%)
SAL12104,SAL12104,48,642,1381,1517,342,2.6,174,164,78,48,9,426,40.8,38.5,18.3,2.1,25.3,Manageable (<30%),26,24.8,Manageable (<30%),12,0.0,97.9,0.0,0.8,57.7,8.0,142,426,18.6,23.9,38.4,1153,24.4,20.6,25.5,26.0,True,True,Q2,
SAL12107,SAL12107,32,943,2118,2760,500,2.3,1060,812,2388,1981,83,4354,24.3,18.6,54.8,1.9,30.1,Moderate (30-40%),678,23.6,Manageable (<30%),3250,71.4,21.0,17.9,1.0,27.6,40.0,680,4354,42.2,24.3,21.4,11927,45.0,20.0,45.1,30.0,True,True,Q3,Very High (>50%)
SAL12108,SAL12108,44,942,3061,3280,550,3.3,749,602,150,84,12,1557,48.1,38.7,9.6,0.8,24.7,Manageable (<30%),639,18.0,Manageable (<30%),196,2.1,95.6,2.2,0.8,19.3,69.7,262,1557,23.1,25.5,33.3,5313,19.0,11.5,23.5,16.7,True,True,Q4 (Highest),Low (<10%)
SAL12109,SAL12109,43,733,2066,2665,300,3.2,90,73,41,28,3,206,43.7,35.4,19.9,1.5,29.8,Manageable (<30%),68,14.5,Manageable (<30%),18,11.2,85.9,12.1,0.8,38.8,43.7,38,206,23.1,25.1,36.8,726,22.6,17.3,29.0,22.1,True,True,Q3,Medium (10-30%)
SAL12110,SAL12110,52,667,1531,1629,120,2.5,21,32,6,0,0,69,30.4,46.4,8.7,0.0,24.6,Manageable (<30%),6,7.8,Manageable (<30%),0,0.0,95.7,4.3,0.8,23.2,8.7,4,69,17.3,21.2,41.9,179,16.2,9.9,21.3,14.5,True,True,Q2,
SAL12117,SAL12117,63,542,1107,1769,370,2.3,432,142,73,45,0,740,58.4,19.2,9.9,0.0,36.9,Moderate (30-40%),30,33.4,Moderate (30-40%),40,0.5,97.6,1.2,0.8,60.3,5.7,105,740,13.4,15.5,59.4,1761,20.8,24.0,28.5,29.8,True,True,Q1 (Lowest),Low (<10%)
SAL12119,SAL12119,49,654,1199,1003,195,2.1,69,27,30,8,0,129,53.5,20.9,23.3,0.0,19.3,Manageable (<30%),0,16.3,Manageable (<30%),0,0.0,94.6,3.9,0.7,51.9,12.4,21,129,23.5,17.2,44.8,319,23.6,17.8,27.3,22.4,True,True,Q1 (Lowest),
SAL12124,SAL12124,52,799,1572,2167,478,2.3,1470,828,726,514,48,3239,45.4,25.6,22.4,1.5,31.8,Moderate (30-40%),410,30.4,Moderate (30-40%),842,19.2,55.4,4.6,0.7,46.2,24.2,530,3239,17.4,20.9,47.2,7904,27.0,21.1,30.4,28.0,True,True,Q2,Medium (10-30%)
SAL12125,SAL12125,43,872,2103,2200,490,2.8,810,679,234,157,13,1745,46.4,38.9,13.4,0.7,24.1,Manageable (<30%),340,23.3,Manageable (<30%),295,1.4,92.8,0.4,0.8,28.4,30.4,344,1745,19.5,25.6,35.6,5087,21.6,14.4,23.7,20.0,True,True,Q3,Low (<10%)
SAL12126,SAL12126,47,748,1758,2340,540,2.6,161,117,41,29,0,322,50.0,36.3,12.7,0.0,30.7,Moderate (30-40%),54,30.7,Moderate (30-40%),48,2.8,93.2,1.9,0.7,44.1,22.4,43,322,17.0,22.8,42.0,878,22.7,20.0,25.9,25.6,True,True,Q3,Low (<10%)
SAL12127,SAL12127,58,596,1108,1593,350,2.2,202,70,45,29,3,327,61.8,21.4,13.8,0.9,33.2,Moderate (30-40%),24,31.6,Moderate (30-40%),12,0.0,97.9,0.0,0.7,60.6,4.0,39,327,13.9,17.5,53.9,785,21.6,23.0,28.1,29.1,True,True,Q1 (Lowest),
SAL12130,SAL12130,45,638,1531,1874,295,2.6,47,27,11,5,0,94,50.0,28.7,11.7,0.0,28.2,Manageable (<30%),0,19.3,Manageable (<30%),0,0.0,100.0,0.0,0.8,16.0,8.5,27,94,20.3,24.3,38.2,251,19.5,10.6,26.0,17.8,True,True,Q2,
SAL12133,SAL12133,47,859,2186,2036,390,2.6,249,227,65,46,0,551,45.2,41.2,11.8,0.0,21.5,Manageable (<30%),66,17.8,Manageable (<30%),34,1.1,95.1,1.6,0.7,33.0,32.8,96,551,18.0,25.9,38.3,1516,19.1,13.8,21.6,18.2,True,True,Q4 (Highest),Low (<10%)
SAL12136,SAL12136,57,480,982,1540,245,2.4,51,33,6,5,0,85,60.0,38.8,7.1,0.0,36.2,Moderate (30-40%),0,24.9,Manageable (<30%),0,0.0,100.0,0.0,0.7,50.6,0.0,24,85,14.1,21.8,54.8,248,17.1,19.0,25.6,25.3,True,True,Q1 (Lowest),
SAL12137,SAL12137,42,1117,2802,3300,620,2.8,1456,1193,939,790,7,3695,39.4,32.3,25.4,0.2,27.2,Manageable (<30%),1304,22.1,Manageable (<30%),1554,42.6,54.7,6.3,0.9,22.2,67.2,803,3695,22.5,28.4,31.0,10620,27.4,14.8,29.8,22.1,True,True,Q4 (Highest),High (30-50%)
SAL12138,SAL12138,43,1063,3426,3500,923,3.2,670,542,172,135,0,1411,47.5,38.4,12.2,0.0,23.6,Manageable (<30%),653,26.9,Manageable (<30%),310,1.1,95.6,1.3,0.8,21.1,84.2,277,1411,19.6,28.9,29.4,4502,22.1,14.3,23.2,19.4,True,True,Q4 (Highest),Low (<10%)
SAL12139,SAL12139,39,711,1524,1907,400,2.6,843,1071,716,447,112,2684,31.4,39.9,26.7,4.2,28.9,Manageable (<30%),197,26.2,Manageable (<30%),415,0.2,91.5,2.8,0.8,46.1,10.3,963,2684,24.2,23.7,31.5,7491,30.2,19.5,30.4,27.2,True,True,Q2,Low (<10%)
SAL12140,SAL12140,52,608,1575,1689,340,2.8,33,21,6,3,0,55,60.0,38.2,10.9,0.0,24.7,Manageable (<30%),0,21.6,Manageable (<30%),6,0.0,105.5,0.0,0.8,34.5,10.9,8,55,13.5,23.6,48.9,178,17.5,15.0,22.0,20.1,True,True,Q2,
SAL12141,SAL12141,53,919,1890,2167,445,2.4,109,68,28,15,0,207,52.7,32.9,13.5,0.0,26.5,Manageable (<30%),43,23.5,Manageable (<30%),35,0.0,92.8,1.9,0.7,32.4,30.9,35,207,12.2,23.0,47.6,517,19.6,15.5,23.8,21.1,True,True,Q3,
SAL12142,SAL12142,50,966,2133,2367,550,2.5,162,102,28,20,0,303,53.5,33.7,9.2,0.0,25.6,Manageable (<30%),54,25.8,Manageable (<30%),51,1.0,95.4,2.0,0.7,28.7,43.9,38,303,13.3,25.2,43.5,812,18.7,15.5,22.3,20.0,True,True,Q3,Low (<10%)
SAL12145,SAL12145,39,779,2091,1950,340,3.1,77,125,11,6,0,219,35.2,57.1,5.0,0.0,21.5,Manageable (<30%),20,16.3,Manageable (<30%),3,0.0,100.9,0.0,0.8,27.4,21.0,51,219,26.8,25.5,29.3,690,18.7,12.0,19.8,15.8,True,True,Q3,
SAL12147,SAL12147,49,568,1218,1733,260,2.5,25,17,4,4,0,57,43.9,29.8,7.0,0.0,32.8,Moderate (30-40%),0,21.3,Manageable (<30%),0,0.0,100.0,10.5,0.8,35.1,17.5,14,57,21.8,26.9,37.8,156,19.2,18.2,26.6,21.4,True,True,Q1 (Lowest),
SAL12148,SAL12148,49,721,1437,1343,350,2.5,64,29,11,3,0,103,62.1,28.2,10.7,0.0,21.6,Manageable (<30%),6,24.4,Manageable (<30%),0,0.0,100.0,0.0,0.8,35.9,6.8,28,103,18.5,22.4,40.6,286,19.1,16.1,22.7,20.2,True,True,Q2,
SAL12149,SAL12149,48,686,1321,2085,400,2.4,936,947,523,276,143,2938,31.9,32.2,17.8,4.9,36.4,Moderate (30-40%),343,30.3,Moderate (30-40%),389,4.3,65.5,3.7,0.8,59.3,16.7,680,2938,19.3,21.2,42.3,7398,26.9,23.7,30.5,30.3,True,True,Q2,Low (<10%)
SAL12150,SAL12150,68,556,721,2006,310,1.7,321,29,38,11,0,405,79.3,7.2,9.4,0.0,64.2,Extreme (>50%),22,43.0,Severe (40-50%),16,0.0,68.9,7.7,0.7,109.6,8.1,41,405,7.2,13.5,72.0,721,20.2,38.5,39.2,46.2,True,True,Q1 (Lowest),
SAL12153,SAL12153,45,721,2088,2167,410,3.0,289,272,27,14,0,609,47.5,44.7,4.4,0.0,24.0,Manageable (<30%),108,19.6,Manageable (<30%),26,0.7,98.0,1.1,0.7,32.5,25.3,80,609,18.7,27.3,35.1,1863,16.6,14.1,20.2,17.7,True,True,Q3,Low (<10%)
SAL12154,SAL12154,41,864,1531,1929,385,2.2,26,32,11,10,0,69,37.7,46.4,15.9,0.0,29.1,Manageable (<30%),6,25.1,Manageable (<30%),0,0.0,100.0,0.0,0.7,44.9,20.3,8,69,25.0,19.4,36.2,160,25.1,17.9,26.8,24.5,True,True,Q2,
SAL12157,SAL12157,41,955,2457,2579,500,3.0,1189,1459,388,284,24,3094,38.4,47.2,12.5,0.8,24.2,Manageable (<30%),1052,20.4,Manageable (<30%),492,1.3,94.1,2.0,0.8,25.6,40.4,647,3094,20.9,28.8,30.5,9354,21.5,13.4,22.9,18.7,True,True,Q4 (Highest),Low (<10%)
SAL12158,SAL12158,37,960,2186,2300,445,2.8,325,598,264,199,10,1204,27.0,49.7,21.9,0.8,24.3,Manageable (<30%),254,20.4,Manageable (<30%),242,0.3,92.6,1.2,0.8,26.9,24.0,260,1204,24.3,30.8,23.0,3476,27.0,13.5,26.2,20.8,True,True,Q4 (Highest),Low (<10%)
SAL12161,SAL12161,48,702,1383,1733,375,2.4,113,88,36,22,0,238,47.5,37.0,15.1,0.0,28.9,Manageable (<30%),6,27.1,Manageable (<30%),10,0.0,99.2,1.3,0.7,41.2,10.1,66,238,19.9,23.5,40.2,609,23.4,18.2,26.4,24.2,True,True,Q2,
SAL12162,SAL12162,47,778,1575,2200,490,2.4,1348,855,903,622,103,3199,42.1,26.7,28.2,3.2,32.2,Moderate (30-40%),501,31.1,Moderate (30-40%),1032,20.8,61.6,3.2,0.8,45.5,25.3,631,3199,16.9,25.3,40.3,8355,29.8,21.0,32.1,29.5,True,True,Q2,Medium (10-30%)
SAL12163,SAL12163,40,858,2321,1864,330,3.2,28,31,3,0,0,64,43.8,48.4,4.7,0.0,18.5,Manageable (<30%),12,14.2,Manageable (<30%),0,0.0,90.6,0.0,0.9,18.8,18.8,8,64,22.3,25.1,27.5,211,16.2,9.8,18.4,13.3,True,True,Q4 (Highest),
SAL12164,SAL12164,33,845,1892,3000,475,2.5,1346,1002,2587,2063,174,5078,26.5,19.7,50.9,3.4,36.6,Moderate (30-40%),875,25.1,Manageable (<30%),2943,50.5,35.8,11.1,1.0,39.1,35.8,870,5078,38.0,25.2,23.2,13492,42.8,20.7,45.5,33.0,True,True,Q3,Very High (>50%)
SAL12166,SAL12166,42,716,1898,2600,500,2.9,1755,1307,1108,692,225,4292,40.9,30.5,25.8,5.2,31.6,Moderate (30-40%),1038,26.3,Manageable (<30%),1279,8.9,82.0,2.7,0.9,41.9,32.3,1285,4292,22.7,27.5,31.7,12881,28.7,18.9,31.9,27.3,True,True,Q3,Low (<10%)
SAL12169,SAL12169,39,786,1656,1517,275,2.6,35,23,17,4,0,83,42.2,27.7,20.5,0.0,21.1,Manageable (<30%),0,16.6,Manageable (<30%),0,0.0,94.0,0.0,0.7,27.7,24.1,10,83,20.2,24.5,30.9,233,23.0,11.9,25.9,18.7,True,True,Q3,
SAL12171,SAL12171,34,747,1397,1755,355,2.4,691,1002,2214,1579,433,4003,17.3,25.0,55.3,10.8,29.0,Manageable (<30%),163,25.4,Manageable (<30%),449,20.0,44.7,6.8,0.8,48.4,8.8,1329,4003,31.1,27.1,21.7,10633,44.2,20.9,41.9,33.1,True,True,Q2,Medium (10-30%)
SAL12172,SAL12172,45,815,2085,1950,360,2.9,187,154,24,7,0,378,49.5,40.7,6.3,0.0,21.6,Manageable (<30%),28,17.3,Manageable (<30%),12,0.0,98.9,0.0,0.7,26.2,25.9,75,378,18.8,25.7,36.9,1142,16.5,11.8,20.2,16.0,True,True,Q3,
SAL12173,SAL12173,50,820,1812,2817,500,2.3,31,17,23,4,0,71,43.7,23.9,32.4,0.0,35.9,Moderate (30-40%),10,27.6,Manageable (<30%),16,0.0,95.8,0.0,0.7,31.0,14.1,14,71,19.7,21.2,47.2,193,30.8,15.9,35.6,28.1,True,True,Q3,
SAL12174,SAL12174,58,541,989,1517,370,2.0,74,31,19,8,0,132,56.1,23.5,14.4,0.0,35.4,Moderate (30-40%),0,37.4,Moderate (30-40%),0,0.0,92.4,7.6,0.7,70.5,9.1,11,132,16.8,20.9,53.4,292,24.7,29.0,29.5,32.7,True,True,Q1 (Lowest),
SAL12180,SAL12180,45,1009,3416,2800,245,3.4,100,91,4,0,0,197,50.8,46.2,2.0,0.0,18.9,Manageable (<30%),78,7.2,Manageable (<30%),0,0.0,100.0,0.0,0.7,3.0,78.2,33,197,27.8,24.8,30.9,690,13.4,4.2,19.1,8.4,True,True,Q4 (Highest),
SAL12181,SAL12181,39,995,2070,2600,500,2.5,1223,1567,1244,859,203,4212,29.0,37.2,29.5,4.8,29.0,Manageable (<30%),1075,24.2,Manageable (<30%),1530,34.7,49.5,10.5,0.9,35.6,31.5,880,4212,24.8,27.6,29.4,11007,31.1,19.3,31.7,25.9,True,True,Q3,High (30-50%)
SAL12182,SAL12182,44,1598,2267,3033,520,1.7,436,203,1198,799,243,1887,23.1,10.8,63.5,12.9,30.9,Moderate (30-40%),183,22.9,Manageable (<30%),1430,86.8,5.6,33.8,0.9,40.3,55.1,161,1887,30.0,26.2,37.7,3629,46.0,26.9,46.3,33.5,True,True,Q4 (Highest),Very High (>50%)
SAL12183,SAL12183,37,600,1962,1733,325,3.1,80,111,12,6,0,213,37.6,52.1,5.6,0.0,20.4,Manageable (<30%),26,16.6,Manageable (<30%),10,0.0,100.0,0.0,0.8,40.4,12.2,63,213,22.5,28.7,26.2,679,18.0,14.7,19.1,17.6,True,True,Q3,
SAL12187,SAL12187,53,1009,2343,2767,550,2.5,32,13,22,10,0,68,47.1,19.1,32.4,0.0,27.3,Manageable (<30%),24,23.5,Manageable (<30%),22,0.0,97.1,5.9,0.7,4.4,50.0,9,68,18.8,30.1,46.2,186,29.1,11.1,32.5,20.9,True,True,Q4 (Highest),
SAL12190,SAL12190,35,871,1903,2200,450,2.5,1327,1651,2975,2545,75,6149,21.6,26.8,48.4,1.2,26.7,Manageable (<30%),723,23.6,Manageable (<30%),2966,71.2,20.9,11.6,1.1,33.9,20.1,1160,6149,34.5,27.7,22.6,16416,41.2,19.5,39.4,29.0,True,True,Q3,Very High (>50%)
SAL12191,SAL12191,44,837,2528,2963,650,3.1,308,257,91,73,0,663,46.5,38.8,13.7,0.0,27.0,Manageable (<30%),227,25.7,Manageable (<30%),137,0.9,96.7,0.6,0.8,28.1,51.7,153,663,23.5,25.8,34.3,2102,23.2,15.1,25.7,21.3,True,True,Q4 (Highest),Low (<10%)
SAL12194,SAL12194,48,710,1735,2050,450,2.5,154,117,78,59,0,357,43.1,32.8,21.8,0.0,27.3,Manageable (<30%),46,25.9,Manageable (<30%),82,4.5,91.0,3.1,0.8,39.8,25.5,58,357,19.3,25.2,40.0,920,26.0,18.3,28.0,24.8,True,True,Q3,Low (<10%)
SAL12196,SAL12196,36,584,1258,1733,350,2.6,351,397,547,168,306,1335,26.3,29.7,41.0,22.9,31.8,Moderate (30-40%),56,27.8,Manageable (<30%),186,1.9,93.5,1.5,0.8,59.5,6.6,630,1335,27.5,23.9,28.0,3732,37.6,22.3,37.6,33.2,True,True,Q1 (Lowest),Low (<10%)
SAL12197,SAL12197,48,637,1295,1517,345,2.5,55,36,21,11,0,117,47.0,30.8,17.9,0.0,27.0,Manageable (<30%),14,26.6,Manageable (<30%),3,0.0,100.0,12.8,0.8,47.0,20.5,19,117,16.9,29.5,35.5,332,23.8,22.8,26.5,25.2,True,True,Q2,
SAL12200,SAL12200,54,617,1375,1733,155,2.7,36,17,0,0,0,63,57.1,27.0,0.0,0.0,29.1,Manageable (<30%),0,11.3,Manageable (<30%),0,0.0,93.7,0.0,0.7,46.0,14.3,0,63,16.5,22.2,51.7,176,11.0,14.0,22.2,18.0,True,True,Q2,
SAL12201,SAL12201,52,485,806,940,220,2.1,98,54,24,7,0,193,50.8,28.0,12.4,0.0,26.9,Manageable (<30%),0,27.3,Manageable (<30%),0,0.0,91.2,9.3,0.8,83.9,6.2,41,193,16.4,23.1,44.7,450,21.4,29.4,25.0,29.8,True,True,Q1 (Lowest),
SAL12202,SAL12202,35,777,1404,1324,270,2.4,869,928,1057,753,157,2929,29.7,31.7,36.1,5.4,21.8,Manageable (<30%),66,19.2,Manageable (<30%),73,18.4,80.9,2.2,0.7,48.9,10.2,889,2929,28.0,22.7,28.0,7404,32.8,17.6,32.0,25.9,True,True,Q2,Medium (10-30%)
SAL12203,SAL12203,38,760,1369,1302,320,2.5,310,322,228,160,0,874,35.5,36.8,26.1,0.0,21.9,Manageable (<30%),34,23.4,Manageable (<30%),0,1.0,96.1,0.9,0.7,49.9,10.2,246,874,24.6,23.6,30.7,2313,28.8,18.7,27.8,25.1,True,True,Q2,Low (<10%)
SAL12204,SAL12204,45,599,1097,758,225,2.5,51,39,8,0,0,107,47.7,36.4,7.5,0.0,15.9,Manageable (<30%),0,20.5,Manageable (<30%),0,0.0,100.0,0.0,0.8,60.7,0.0,14,107,18.9,23.7,37.1,291,18.2,19.9,18.8,20.9,True,True,Q1 (Lowest),
SAL12206,SAL12206,44,834,1829,1950,450,2.6,430,338,222,165,0,1010,42.6,33.5,22.0,0.0,24.6,Manageable (<30%),114,24.6,Manageable (<30%),222,4.5,78.7,2.2,0.7,31.3,21.3,229,1010,20.4,25.7,36.3,2740,26.0,15.7,27.2,22.4,True,True,Q3,Low (<10%)
SAL12208,SAL12208,39,927,2077,2167,460,2.6,528,617,315,223,18,1476,35.8,41.8,21.3,1.2,24.1,Manageable (<30%),158,22.1,Manageable (<30%),332,0.0,88.1,1.3,0.8,31.6,27.4,376,1476,25.7,28.6,26.5,3980,26.7,14.9,27.0,21.8,True,True,Q3,
SAL12209,SAL12209,37,935,2230,2167,378,2.8,134,202,102,37,29,442,30.3,45.7,23.1,6.6,22.4,Manageable (<30%),56,17.0,Manageable (<30%),62,0.0,96.4,0.7,0.8,38.0,34.8,86,442,21.6,30.9,23.0,1267,25.6,14.5,25.6,21.4,True,True,Q4 (Highest),
