SAL_CODE_2021,Suburb,Median_age_persons,Median_tot_prsnl_inc_weekly,Median_tot_hhd_inc_weekly,Median_mortgage_repay_monthly,Median_rent_weekly,Average_household_size,owned_outright,owned_mortgage,renting_total,renting_private,renting_social,total_dwellings,pct_owned_outright,pct_owned_mortgage,pct_renting,pct_renting_social,mortgage_stress_ratio,mortgage_stress_level,high_mortgage_count,rent_stress_ratio,rent_stress_level,high_rent_count,pct_apartments,pct_houses,pct_small_dwellings,Average_num_psns_per_bedroom,pct_low_income,pct_high_income,single_parent_families,total_households,pct_young_adults,pct_families_age,pct_retirees,total_population,homeownership_lockout_score,family_lockout_score,first_buyer_lockout_score,crisis_score,is_nsw,is_sydney_metro,income_quartile,apartment_category
SAL10223,SAL10223,48,620,1244,1532,360,2.4,233,234,112,74,3,602,38.7,38.9,18.6,0.5,28.4,Manageable (<30%),34,28.9,Manageable (<30%),35,0.0,95.2,1.0,0.7,56.5,4.2,135,602,20.1,21.9,41.2,1583,26.3,21.7,27.1,27.6,True,True,Q1 (Lowest),
SAL10224,SAL10224,34,534,1411,2383,450,3.3,839,917,921,416,314,2787,30.1,32.9,33.0,11.3,39.0,Moderate (30-40%),490,31.9,Moderate (30-40%),899,7.2,72.1,5.3,1.0,51.7,16.7,1021,2787,26.6,23.8,26.0,10230,35.1,23.5,37.5,33.6,True,True,Q2,Low (<10%)
SAL10227,SAL10227,42,719,1475,2058,400,2.5,1662,1637,1110,603,308,4673,35.6,35.0,23.8,6.6,32.2,Moderate (30-40%),509,27.1,Manageable (<30%),787,9.3,79.5,5.9,0.8,52.1,16.3,1302,4673,20.4,23.4,36.9,12516,28.2,21.9,30.6,28.6,True,True,Q2,Low (<10%)
SAL10228,SAL10228,54,595,1128,1365,320,2.0,316,177,295,205,33,812,38.9,21.8,36.3,4.1,27.9,Manageable (<30%),16,28.4,Manageable (<30%),38,15.8,67.7,4.2,0.7,64.0,5.9,210,812,18.2,20.9,48.5,1911,32.8,24.0,33.5,32.0,True,True,Q1 (Lowest),Medium (10-30%)
SAL10229,SAL10229,53,539,791,1300,285,1.8,232,66,404,200,96,775,29.9,8.5,52.1,12.4,37.9,Moderate (30-40%),0,36.0,Moderate (30-40%),55,40.9,39.9,9.9,0.7,91.5,4.5,160,775,18.4,21.5,48.7,1573,42.3,33.5,43.6,43.7,True,True,Q1 (Lowest),High (30-50%)
SAL10231,SAL10231,41,753,1209,1517,300,1.9,901,505,1736,1372,76,3246,27.8,15.6,53.5,2.3,29.0,Manageable (<30%),74,24.8,Manageable (<30%),141,18.6,50.1,7.8,0.7,58.9,9.5,702,3246,30.2,20.9,36.2,7001,42.1,23.0,42.1,34.0,True,True,Q1 (Lowest),Medium (10-30%)
SAL10232,SAL10232,49,602,1064,867,180,2.2,250,137,98,28,32,509,49.1,26.9,19.3,6.3,18.8,Manageable (<30%),8,16.9,Manageable (<30%),0,0.0,95.9,3.7,0.7,68.0,7.9,95,509,18.1,23.2,42.2,1270,21.5,21.2,24.2,24.0,True,True,Q1 (Lowest),
SAL10233,SAL10233,39,973,2474,2600,520,3.0,4007,5277,2740,2298,84,12276,32.6,43.0,22.3,0.7,24.3,Manageable (<30%),4230,21.0,Manageable (<30%),4122,11.3,75.4,1.7,0.9,25.5,47.0,2382,12276,20.4,31.4,26.5,37415,26.0,13.7,26.2,21.0,True,True,Q4 (Highest),Medium (10-30%)
SAL10234,SAL10234,45,937,2178,1950,405,2.8,35,43,7,5,0,95,36.8,45.3,7.4,0.0,20.7,Manageable (<30%),20,18.6,Manageable (<30%),0,0.0,100.0,0.0,0.8,4.2,32.6,16,95,20.3,24.7,36.9,271,18.9,8.0,20.0,13.1,True,True,Q4 (Highest),
SAL10235,SAL10235,56,666,1240,1733,325,2.2,215,65,38,12,0,330,65.2,19.7,11.5,0.0,32.3,Moderate (30-40%),12,26.2,Manageable (<30%),9,0.0,98.8,2.1,0.7,60.3,10.9,33,330,12.9,20.1,52.4,844,18.5,22.0,27.0,27.0,True,True,Q1 (Lowest),
SAL10237,SAL10237,58,876,1885,3691,850,2.3,736,378,107,63,11,1544,47.7,24.5,6.9,0.7,45.2,Severe (40-50%),445,45.1,Severe (40-50%),147,19.5,56.9,11.8,0.7,48.6,50.4,130,1544,14.3,18.8,54.7,3807,24.4,28.2,30.6,32.3,True,True,Q3,Medium (10-30%)
SAL10238,SAL10238,41,982,2937,3250,730,3.2,884,1053,393,266,21,2392,37.0,44.0,16.4,0.9,25.5,Manageable (<30%),1132,24.9,Manageable (<30%),605,4.9,89.1,3.0,0.9,19.3,66.1,542,2392,21.9,28.6,29.3,7814,24.7,14.0,25.1,20.1,True,True,Q4 (Highest),Low (<10%)
SAL10239,SAL10239,33,1462,3061,2990,650,2.4,71,169,232,198,5,475,14.9,35.6,48.8,1.1,22.5,Manageable (<30%),126,21.2,Manageable (<30%),395,36.6,16.2,13.1,1.0,6.5,69.7,55,475,41.3,32.2,13.7,1172,42.6,13.6,38.3,23.2,True,True,Q4 (Highest),High (30-50%)
SAL10242,SAL10242,63,900,1875,2306,250,2.4,34,11,0,0,0,51,66.7,21.6,0.0,0.0,28.4,Manageable (<30%),6,13.3,Manageable (<30%),0,0.0,100.0,0.0,0.7,0.0,31.4,0,51,12.0,14.5,70.9,117,9.7,5.4,21.6,11.5,True,True,Q3,
SAL10243,SAL10243,38,1046,3308,3000,650,3.5,615,1535,404,326,4,2574,23.9,59.6,15.7,0.2,20.9,Manageable (<30%),1437,19.6,Manageable (<30%),711,0.0,99.1,0.3,0.8,13.2,72.0,453,2574,23.9,33.1,20.6,9041,24.6,10.2,21.9,16.4,True,True,Q4 (Highest),
SAL10245,SAL10245,49,806,1575,2167,305,2.4,25,29,13,7,0,75,33.3,38.7,17.3,0.0,31.8,Moderate (30-40%),16,19.4,Manageable (<30%),3,0.0,100.0,0.0,0.6,13.3,13.3,9,75,19.1,23.7,38.1,194,23.2,9.7,27.9,19.2,True,True,Q2,
SAL10247,SAL10247,45,716,1375,1,250,2.5,25,10,5,0,0,50,50.0,20.0,10.0,0.0,0.0,Manageable (<30%),0,18.2,Manageable (<30%),0,0.0,100.0,0.0,0.7,48.0,12.0,7,50,7.1,29.1,36.2,127,15.9,16.5,12.4,14.8,True,True,Q2,
SAL10248,SAL10248,37,715,1516,1955,368,2.8,114,144,41,21,0,310,36.8,46.5,13.2,0.0,29.8,Manageable (<30%),38,24.3,Manageable (<30%),7,1.3,99.4,1.6,0.8,41.9,6.5,91,310,24.8,24.1,29.0,914,23.8,17.8,26.2,23.6,True,True,Q2,Low (<10%)
SAL10249,SAL10249,43,1076,2962,3350,590,3.0,1459,1258,576,453,36,3363,43.4,37.4,17.1,1.1,26.1,Manageable (<30%),1341,19.9,Manageable (<30%),847,13.0,81.4,4.3,0.8,22.3,69.7,504,3363,19.5,27.7,33.2,10291,22.4,13.3,25.7,19.5,True,True,Q4 (Highest),Medium (10-30%)
SAL10251,SAL10251,39,832,1786,1300,250,2.6,55,51,10,6,0,128,43.0,39.8,7.8,0.0,16.8,Manageable (<30%),14,14.0,Manageable (<30%),0,0.0,96.9,2.3,0.8,21.9,12.5,31,128,22.6,25.4,32.7,358,17.5,10.9,19.6,13.7,True,True,Q3,
SAL10253,SAL10253,43,660,1196,1408,320,2.3,727,532,643,329,161,1982,36.7,26.8,32.4,8.1,27.2,Manageable (<30%),50,26.8,Manageable (<30%),64,2.4,87.6,3.9,0.7,61.8,8.0,588,1982,21.6,22.0,37.2,5013,31.6,23.0,32.2,30.3,True,True,Q1 (Lowest),Low (<10%)
SAL10256,SAL10256,55,519,971,2167,300,2.1,40,7,3,0,0,55,72.7,12.7,5.5,0.0,51.5,Extreme (>50%),0,30.9,Moderate (30-40%),0,0.0,107.3,7.3,0.8,47.3,14.5,7,55,14.6,25.2,48.8,123,17.1,22.5,33.9,30.0,True,True,Q1 (Lowest),
SAL10257,SAL10257,40,672,1727,2500,460,2.9,697,748,662,340,210,2184,31.9,34.2,30.3,9.6,33.4,Moderate (30-40%),516,26.6,Manageable (<30%),679,8.9,66.8,5.3,1.0,45.1,25.0,635,2184,23.7,27.2,30.0,6555,31.6,20.6,33.8,29.3,True,True,Q3,Low (<10%)
SAL10261,SAL10261,39,789,2213,2392,480,3.3,58,99,6,4,0,170,34.1,58.2,3.5,0.0,24.9,Manageable (<30%),64,21.7,Manageable (<30%),9,0.0,96.5,2.9,0.8,12.4,34.1,37,170,25.3,24.3,30.7,576,19.6,11.5,20.2,15.4,True,True,Q4 (Highest),
SAL10263,SAL10263,40,1081,3518,3400,740,3.4,878,1183,305,265,0,2423,36.2,48.8,12.6,0.0,22.3,Manageable (<30%),1242,21.0,Manageable (<30%),579,1.4,82.4,0.4,0.8,15.9,82.5,404,2423,23.7,28.7,29.2,8384,22.5,11.2,22.6,16.9,True,True,Q4 (Highest),Low (<10%)
SAL10264,SAL10264,38,611,1183,1950,252,2.3,321,393,859,286,504,1621,19.8,24.2,53.0,31.1,38.0,Moderate (30-40%),107,21.3,Manageable (<30%),234,9.8,51.4,6.0,0.8,65.8,10.5,682,1621,26.5,24.7,30.5,4039,40.9,23.0,44.0,36.5,True,True,Q1 (Lowest),Low (<10%)
SAL10266,SAL10266,45,737,1284,680,180,2.4,38,17,20,5,0,96,39.6,17.7,20.8,0.0,12.2,Manageable (<30%),0,14.0,Manageable (<30%),0,0.0,95.8,4.2,0.8,51.0,6.2,5,96,16.9,25.9,38.0,266,21.9,17.3,22.7,19.6,True,True,Q2,
SAL10268,SAL10268,34,643,1427,1600,323,2.7,260,319,206,164,6,816,31.9,39.1,25.2,0.7,25.9,Manageable (<30%),40,22.6,Manageable (<30%),24,0.4,91.7,1.2,0.8,51.6,15.4,317,816,27.0,23.5,26.2,2338,29.1,19.1,29.4,26.1,True,True,Q2,Low (<10%)
SAL10269,SAL10269,40,694,1487,1580,368,2.6,127,118,56,41,0,305,41.6,38.7,18.4,0.0,24.5,Manageable (<30%),18,24.7,Manageable (<30%),8,1.0,95.1,0.0,0.8,44.3,13.1,114,305,24.2,23.7,32.5,805,25.4,17.9,26.3,23.8,True,True,Q2,Low (<10%)
SAL10270,SAL10270,49,470,858,1000,200,2.4,69,14,27,0,16,121,57.0,11.6,22.3,13.2,26.9,Manageable (<30%),0,23.3,Manageable (<30%),0,0.0,94.2,7.4,0.9,76.0,0.0,36,121,18.9,20.6,41.6,339,24.0,26.2,30.1,29.8,True,True,Q1 (Lowest),
SAL10271,SAL10271,39,1575,3315,3900,650,2.5,1436,1159,1347,1129,6,4056,35.4,28.6,33.2,0.1,27.1,Manageable (<30%),1340,19.6,Manageable (<30%),2285,61.4,33.8,8.3,0.9,15.8,79.1,629,4056,26.8,27.0,29.0,10590,31.0,13.3,33.3,22.0,True,True,Q4 (Highest),Very High (>50%)
SAL10273,SAL10273,44,651,1268,1477,390,2.4,571,478,380,200,39,1469,38.9,32.5,25.9,2.7,26.9,Manageable (<30%),58,30.8,Moderate (30-40%),172,0.7,93.2,4.4,0.8,55.1,8.2,499,1469,17.4,25.8,35.7,3923,29.2,23.2,28.8,29.1,True,True,Q2,Low (<10%)
SAL10276,SAL10276,48,697,1280,2058,340,2.2,1250,800,948,567,209,3098,40.3,25.8,30.6,6.7,37.1,Moderate (30-40%),302,26.6,Manageable (<30%),338,14.8,69.8,10.2,0.8,60.1,17.6,800,3098,21.5,22.0,42.0,7289,30.5,24.7,35.7,32.3,True,True,Q2,Medium (10-30%)
SAL10277,SAL10277,40,748,1739,1955,380,2.6,833,974,421,225,106,2300,36.2,42.3,18.3,4.6,25.9,Manageable (<30%),225,21.9,Manageable (<30%),224,1.6,88.7,2.7,0.8,42.2,17.6,658,2300,24.0,25.4,32.0,6291,25.1,17.4,26.4,23.1,True,True,Q3,Low (<10%)
SAL10278,SAL10278,48,643,1239,1835,273,2.3,143,125,167,69,65,435,32.9,28.7,38.4,14.9,34.2,Moderate (30-40%),18,22.0,Manageable (<30%),28,3.7,79.8,7.4,0.8,60.0,9.7,146,435,24.6,25.7,37.5,1053,33.6,22.4,37.3,31.9,True,True,Q1 (Lowest),Low (<10%)
SAL10279,SAL10279,38,640,1456,2156,380,2.6,1262,1259,2049,1518,243,4760,26.5,26.4,43.0,5.1,34.2,Moderate (30-40%),617,26.1,Manageable (<30%),1366,46.1,43.8,6.8,1.0,48.8,16.4,1473,4760,28.3,26.9,28.7,13781,38.0,21.6,39.6,32.5,True,True,Q2,High (30-50%)
SAL10280,SAL10280,51,589,1292,1300,230,2.5,48,24,16,4,0,95,50.5,25.3,16.8,0.0,23.2,Manageable (<30%),6,17.8,Manageable (<30%),0,0.0,94.7,0.0,0.8,41.1,0.0,3,95,17.2,20.5,47.4,268,20.4,15.2,25.2,21.0,True,True,Q2,
SAL10283,SAL10283,46,903,2598,3441,890,2.9,1267,1174,336,244,9,2913,43.5,40.3,11.5,0.3,30.6,Moderate (30-40%),1300,34.3,Moderate (30-40%),529,11.0,79.3,3.3,0.8,31.1,60.2,544,2913,17.6,26.8,37.3,8726,24.1,19.1,25.2,24.4,True,True,Q4 (Highest),Medium (10-30%)
SAL10284,SAL10284,50,538,1015,1138,245,2.3,106,83,34,10,0,240,44.2,34.6,14.2,0.0,25.9,Manageable (<30%),6,24.1,Manageable (<30%),0,0.0,98.8,9.2,0.8,64.2,4.2,46,240,17.7,21.9,45.0,589,22.0,24.4,24.7,26.2,True,True,Q1 (Lowest),
SAL10286,SAL10286,47,674,1231,650,125,2.4,28,15,10,0,0,51,54.9,29.4,19.6,0.0,12.2,Manageable (<30%),0,10.2,Manageable (<30%),0,0.0,105.9,9.8,0.7,66.7,11.8,4,51,14.8,23.0,37.8,135,18.4,20.7,20.8,20.6,True,True,Q1 (Lowest),
SAL10287,SAL10287,57,585,1025,1205,230,2.1,39,12,6,0,0,73,53.4,16.4,8.2,0.0,27.1,Manageable (<30%),0,22.4,Manageable (<30%),0,0.0,61.6,13.7,0.8,69.9,0.0,7,73,10.3,23.0,57.6,165,16.7,26.4,23.7,25.7,True,True,Q1 (Lowest),
SAL10289,SAL10289,52,542,1021,1083,300,2.3,96,53,29,11,0,193,49.7,27.5,15.0,0.0,24.5,Manageable (<30%),8,29.4,Manageable (<30%),4,0.0,97.4,5.7,0.8,78.2,11.4,36,193,14.6,22.2,46.9,486,22.8,27.8,24.5,29.4,True,True,Q1 (Lowest),
SAL10290,SAL10290,56,644,1152,1246,200,2.1,35,19,5,0,0,59,59.3,32.2,8.5,0.0,25.0,Manageable (<30%),3,17.4,Manageable (<30%),0,0.0,89.8,0.0,0.7,81.4,13.6,8,59,17.5,23.1,52.4,143,16.2,22.9,22.8,25.6,True,True,Q1 (Lowest),
SAL10291,SAL10291,37,662,1625,1896,325,2.8,31,22,29,20,4,90,34.4,24.4,32.2,4.4,26.9,Manageable (<30%),6,20.0,Manageable (<30%),0,0.0,88.9,0.0,0.8,52.2,6.7,23,90,21.3,23.3,29.6,253,29.7,18.0,32.2,27.2,True,True,Q2,
SAL10297,SAL10297,42,812,2176,2167,463,2.9,313,460,58,39,0,840,37.3,54.8,6.9,0.0,23.0,Manageable (<30%),198,21.3,Manageable (<30%),53,0.4,98.6,0.5,0.8,26.9,29.6,144,840,18.7,28.8,30.5,2500,19.2,13.5,19.5,17.7,True,True,Q4 (Highest),Low (<10%)
SAL10298,SAL10298,53,580,1212,1500,250,2.6,41,27,7,0,0,85,48.2,31.8,8.2,0.0,28.6,Manageable (<30%),0,20.6,Manageable (<30%),0,0.0,100.0,4.7,0.8,70.6,14.1,14,85,15.6,16.4,53.3,225,17.8,23.3,23.8,25.7,True,True,Q1 (Lowest),
SAL10299,SAL10299,37,595,1552,2000,380,3.0,891,650,1096,731,133,2736,32.6,23.8,40.1,4.9,29.7,Manageable (<30%),316,24.5,Manageable (<30%),725,25.5,61.0,4.6,1.0,45.9,18.6,796,2736,31.1,25.8,27.6,8757,36.4,19.9,37.8,30.0,True,True,Q2,Medium (10-30%)
SAL10301,SAL10301,39,664,1257,1484,350,2.3,476,405,417,261,51,1333,35.7,30.4,31.3,3.8,27.2,Manageable (<30%),15,27.8,Manageable (<30%),52,1.8,90.2,3.2,0.8,57.9,4.9,465,1333,27.2,22.7,33.1,3267,32.7,22.5,32.7,29.9,True,True,Q1 (Lowest),Low (<10%)
SAL10302,SAL10302,51,725,1541,1733,600,2.7,36,26,0,0,0,62,58.1,41.9,0.0,0.0,26.0,Manageable (<30%),0,38.9,Moderate (30-40%),0,0.0,103.2,0.0,0.8,30.6,22.6,3,62,10.6,22.8,47.8,180,18.0,19.4,18.3,22.0,True,True,Q2,
SAL10303,SAL10303,40,568,1217,1733,290,2.5,904,782,1085,358,615,2875,31.4,27.2,37.7,21.4,32.9,Moderate (30-40%),158,23.8,Manageable (<30%),323,8.5,88.8,4.1,0.8,63.1,9.6,1063,2875,24.6,24.5,31.9,7798,34.0,22.6,36.7,32.4,True,True,Q1 (Lowest),Low (<10%)
SAL10304,SAL10304,36,790,1791,1950,420,2.7,945,1474,664,468,45,3139,30.1,47.0,21.2,1.4,25.1,Manageable (<30%),263,23.5,Manageable (<30%),517,6.9,89.8,1.7,0.8,38.6,15.2,970,3139,26.2,23.9,28.9,8951,27.8,16.9,26.9,23.4,True,True,Q3,Low (<10%)
SAL10305,SAL10305,37,756,2036,2571,450,3.2,155,57,87,49,0,305,50.8,18.7,28.5,0.0,29.1,Manageable (<30%),48,22.1,Manageable (<30%),81,0.0,95.1,2.3,0.8,35.4,34.1,65,305,35.6,35.9,20.0,2149,30.1,16.0,35.4,25.0,True,True,Q3,
SAL10307,SAL10307,58,602,1022,1517,310,2.1,446,153,189,100,14,802,55.6,19.1,23.6,1.7,34.3,Moderate (30-40%),14,30.3,Moderate (30-40%),30,6.6,80.7,7.6,0.7,71.4,6.1,115,802,13.6,18.4,55.4,1865,25.7,27.0,31.6,32.6,True,True,Q1 (Lowest),Low (<10%)
SAL10308,SAL10308,41,998,2781,2700,580,3.0,597,760,191,137,0,1562,38.2,48.7,12.2,0.0,22.4,Manageable (<30%),626,20.9,Manageable (<30%),299,0.3,93.9,1.2,0.8,21.4,54.7,296,1562,20.6,29.4,28.8,4762,21.4,12.5,21.9,17.7,True,True,Q4 (Highest),Low (<10%)
SAL10309,SAL10309,42,974,2468,2500,580,2.9,721,848,189,133,0,1780,40.5,47.6,10.6,0.0,23.4,Manageable (<30%),607,23.5,Manageable (<30%),310,1.1,93.8,1.1,0.8,24.2,46.9,339,1780,18.6,31.3,28.5,5286,21.0,13.8,21.5,18.7,True,True,Q4 (Highest),Low (<10%)
SAL10310,SAL10310,56,1097,1812,2383,575,2.1,38,21,0,0,0,61,62.3,34.4,0.0,0.0,30.3,Moderate (30-40%),8,31.7,Moderate (30-40%),8,0.0,103.3,11.5,0.7,45.9,50.8,0,61,11.2,23.7,53.3,169,15.5,23.5,20.9,23.4,True,True,Q3,
SAL10311,SAL10311,46,669,1136,1517,320,2.2,83,55,65,42,0,211,39.3,26.1,30.8,0.0,30.8,Moderate (30-40%),10,28.2,Manageable (<30%),19,14.2,67.3,2.4,0.7,66.8,9.5,55,211,23.3,23.7,37.9,486,31.5,23.9,33.6,32.0,True,True,Q1 (Lowest),Medium (10-30%)
SAL10312,SAL10312,59,657,1269,1684,335,2.2,75,36,14,4,0,126,59.5,28.6,11.1,0.0,30.6,Moderate (30-40%),22,26.4,Manageable (<30%),12,0.0,101.6,0.0,0.7,57.1,14.3,17,126,14.4,17.7,58.3,333,19.3,20.7,25.6,26.1,True,True,Q2,
SAL10315,SAL10315,45,755,1455,1300,270,2.3,206,169,125,74,0,511,40.3,33.1,24.5,0.0,20.6,Manageable (<30%),12,18.6,Manageable (<30%),21,1.4,88.8,5.1,0.8,46.6,13.7,107,511,20.5,24.7,37.8,1300,25.5,18.0,26.4,22.9,True,True,Q2,Low (<10%)
SAL10317,SAL10317,55,586,980,933,173,2.2,244,123,104,46,13,508,48.0,24.2,20.5,2.6,22.0,Manageable (<30%),14,17.7,Manageable (<30%),0,0.0,89.2,4.7,0.7,68.1,4.7,91,508,16.9,18.9,49.7,1264,22.1,21.7,25.9,25.3,True,True,Q1 (Lowest),
SAL10318,SAL10318,51,815,2349,3000,350,2.9,26,22,15,3,0,67,38.8,32.8,22.4,0.0,29.5,Manageable (<30%),30,14.9,Manageable (<30%),0,0.0,89.6,0.0,0.8,26.9,53.7,9,67,20.3,22.6,45.3,212,23.6,11.4,29.3,20.8,True,True,Q4 (Highest),
SAL10319,SAL10319,52,925,2100,2243,490,2.5,145,95,38,16,0,281,51.6,33.8,13.5,0.0,24.6,Manageable (<30%),64,23.3,Manageable (<30%),41,0.0,99.6,1.8,0.7,27.8,38.4,36,281,14.5,24.4,47.0,813,20.1,14.5,23.4,19.9,True,True,Q3,
SAL10321,SAL10321,57,775,1495,2167,520,2.3,635,297,152,95,10,1232,51.5,24.1,12.3,0.8,33.4,Moderate (30-40%),162,34.8,Moderate (30-40%),186,0.7,84.8,1.5,0.7,44.7,22.8,153,1232,13.1,19.5,53.1,3098,22.8,21.2,27.3,27.3,True,True,Q2,Low (<10%)
SAL10324,SAL10324,61,662,1125,2210,307,2.3,36,13,14,3,3,73,49.3,17.8,19.2,4.1,45.3,Severe (40-50%),10,27.3,Manageable (<30%),0,0.0,100.0,0.0,0.7,35.6,8.2,4,73,13.2,15.9,57.7,182,23.6,16.7,34.7,28.4,True,True,Q1 (Lowest),
SAL10327,SAL10327,57,519,1016,813,113,1.9,26,19,4,0,0,65,40.0,29.2,6.2,0.0,18.5,Manageable (<30%),12,11.1,Manageable (<30%),0,7.7,89.2,0.0,0.6,52.3,0.0,3,65,17.5,24.8,54.0,137,15.3,15.0,19.8,17.4,True,True,Q1 (Lowest),Low (<10%)
SAL10329,SAL10329,42,859,2242,3000,540,2.9,330,276,214,190,0,839,39.3,32.9,25.5,0.0,30.9,Moderate (30-40%),264,24.1,Manageable (<30%),314,17.2,74.0,4.3,0.9,31.3,43.9,185,839,21.6,27.7,32.2,2646,27.8,16.6,31.0,24.9,True,True,Q4 (Highest),Medium (10-30%)
