SA1_CODE_2021,India_population,total_population,concentration_ratio,is_cluster
21203155524,465,826,0.562953995157385,True
21005144226,465,1541,0.3017521090201168,True
21305158217,464,572,0.8111888111888111,True
11602163117,464,1281,0.3622170179547229,True
21005144545,464,1108,0.4187725631768953,True
21005154307,464,925,0.5016216216216216,True
11601156023,464,871,0.5327210103329506,True
11902157309,463,1669,0.2774116237267825,True
12504158913,463,480,0.9645833333333333,True
11601130324,463,1011,0.4579624134520277,True
11601130703,463,933,0.4962486602357985,True
21203155819,462,855,0.5403508771929825,True
21305158720,462,930,0.4967741935483871,True
12504158825,462,656,0.7042682926829268,True
21201154615,462,1265,0.3652173913043478,True
20904143101,462,1437,0.32150313152400833,True
21203155602,461,884,0.5214932126696833,True
21005144344,461,1183,0.389687235841082,True
21305157916,460,968,0.47520661157024796,True
20904143305,460,1611,0.2855369335816263,True
50503130410,460,1473,0.3122878479293958,True
21304157404,459,1406,0.3264580369843528,True
11601130447,459,1308,0.35091743119266056,True
21305146860,459,951,0.48264984227129337,True
21204146021,459,1653,0.2776769509981851,True
50603112741,459,1229,0.37347436940602113,True
50403105753,458,1285,0.35642023346303503,True
50603112746,458,911,0.5027442371020856,True
21305146609,457,1026,0.44541910331384016,True
20802117632,457,977,0.4677584442169908,True
21203155629,457,930,0.4913978494623656,True
50604113358,457,1625,0.28123076923076923,True
11602156328,456,668,0.6826347305389222,True
11602162915,456,696,0.6551724137931034,True
11602163204,456,1223,0.37285363859362225,True
11601130638,456,1378,0.3309143686502177,True
21304157114,455,1908,0.23846960167714884,True
21005144342,455,1383,0.3289949385394071,True
21205156821,455,1039,0.4379210779595765,True
21004153908,455,1468,0.30994550408719346,True
20904143747,455,1148,0.39634146341463417,True
21305136301,455,839,0.5423122765196663,True
21304135915,455,966,0.47101449275362317,True
11103122637,455,2234,0.20367054610564012,True
21305158828,454,593,0.7655986509274874,True
21305146604,453,1046,0.43307839388145314,True
21305136318,453,1151,0.3935708079930495,True
21201155111,453,1105,0.4099547511312217,True
