SA1_CODE_2021,Philippines_population,total_population,concentration_ratio,is_cluster
50901122908,68,457,0.1487964989059081,True
30204104543,68,659,0.10318664643399089,True
30204104114,68,643,0.1057542768273717,True
40703116502,68,643,0.1057542768273717,True
50604113249,67,663,0.10105580693815988,True
12203169536,67,659,0.10166919575113809,True
21305146861,67,624,0.10737179487179487,True
12302170537,67,649,0.10323574730354391,True
50701116315,67,459,0.14596949891067537,True
31502140537,67,491,0.1364562118126273,True
50201102736,67,569,0.11775043936731107,True
11904138112,67,626,0.10702875399361023,True
30702118370,66,404,0.16336633663366337,True
11602130935,66,567,0.1164021164021164,True
70201104901,66,645,0.10232558139534884,True
50703117018,66,558,0.11827956989247312,True
30204104544,66,640,0.103125,True
30801119211,66,569,0.11599297012302284,True
50901123323,65,521,0.12476007677543186,True
21301133102,65,507,0.1282051282051282,True
21301133322,65,521,0.12476007677543186,True
12405146904,65,536,0.12126865671641791,True
50703117408,65,534,0.12172284644194757,True
50604113417,65,648,0.10030864197530864,True
30906124929,65,647,0.10046367851622875,True
12003167608,65,592,0.1097972972972973,True
12701159310,65,622,0.1045016077170418,True
50403105701,65,505,0.12871287128712872,True
12602150346,65,632,0.10284810126582279,True
12403146226,64,593,0.10792580101180438,True
50403106219,64,606,0.10561056105610561,True
12102157909,64,460,0.1391304347826087,True
11904137818,64,513,0.12475633528265107,True
12602150048,64,368,0.17391304347826086,True
70101100508,64,434,0.14746543778801843,True
21304135911,63,177,0.3559322033898305,True
12003139630,63,601,0.1048252911813644,True
11701163403,63,600,0.105,True
70102101102,63,582,0.10824742268041238,True
80108109812,63,610,0.10327868852459017,True
11504162537,63,613,0.10277324632952692,True
12703173024,62,607,0.10214168039538715,True
12302144446,62,580,0.10689655172413794,True
12602150343,62,593,0.1045531197301855,True
50603112723,62,538,0.11524163568773234,True
11602162910,62,559,0.11091234347048301,True
50902124202,62,501,0.12375249500998003,True
21204156342,62,615,0.1008130081300813,True
21303134746,62,614,0.10097719869706841,True
30302105925,62,486,0.12757201646090535,True
30202102827,62,610,0.10163934426229508,True
50701115913,62,607,0.10214168039538715,True
11603131419,62,606,0.10231023102310231,True
70102101911,61,509,0.11984282907662082,True
31004156501,61,458,0.1331877729257642,True
12101168425,61,529,0.11531190926275993,True
11904137914,61,609,0.10016420361247948,True
50403106617,61,548,0.11131386861313869,True
12502147758,61,330,0.18484848484848485,True
12504148931,61,565,0.1079646017699115,True
40602114308,61,595,0.10252100840336134,True
21301156918,60,481,0.12474012474012475,True
30702118385,60,488,0.12295081967213115,True
30910156222,60,546,0.10989010989010989,True
20604150407,60,462,0.12987012987012986,True
11801165002,59,452,0.13053097345132744,True
40204104007,59,570,0.10350877192982456,True
50602130906,59,531,0.1111111111111111,True
11004120224,59,515,0.1145631067961165,True
12003167610,59,536,0.11007462686567164,True
12102140354,59,446,0.13228699551569506,True
12003139310,58,430,0.13488372093023257,True
30501111030,58,521,0.11132437619961612,True
21304135909,58,547,0.10603290676416818,True
21305136120,58,568,0.10211267605633803,True
50701116012,58,499,0.11623246492985972,True
21303134922,58,570,0.10175438596491228,True
12101168211,58,554,0.10469314079422383,True
11903137123,57,533,0.10694183864915573,True
50606114237,57,434,0.1313364055299539,True
21305146741,57,481,0.11850311850311851,True
11703164209,57,291,0.1958762886597938,True
50701115314,57,563,0.10124333925399645,True
11301125716,56,360,0.15555555555555556,True
21305136312,56,544,0.10294117647058823,True
11901136020,56,454,0.12334801762114538,True
30702118101,55,450,0.12222222222222222,True
12001167224,55,345,0.15942028985507245,True
12602172415,55,525,0.10476190476190476,True
50604113244,55,512,0.107421875,True
21502146925,54,491,0.109979633401222,True
31502140504,54,485,0.11134020618556702,True
31201133913,54,275,0.19636363636363635,True
50601130803,54,476,0.1134453781512605,True
51003127208,53,405,0.1308641975308642,True
11602130913,53,471,0.11252653927813164,True
70201104613,53,387,0.13695090439276486,True
21202129348,53,486,0.10905349794238683,True
20604150304,53,409,0.1295843520782396,True
40101100156,52,444,0.11711711711711711,True
51003127212,52,510,0.10196078431372549,True
12403146232,51,340,0.15,True
50705119215,51,485,0.10515463917525773,True
30804152905,51,438,0.11643835616438356,True
31201134121,51,486,0.10493827160493827,True
30202102826,51,443,0.11512415349887133,True
31802147212,50,472,0.1059322033898305,True
50102125413,50,478,0.10460251046025104,True
20101100811,50,460,0.10869565217391304,True
11601156010,50,449,0.111358574610245,True
30201102326,50,411,0.12165450121654502,True
12003167616,50,450,0.1111111111111111,True
11902166021,50,471,0.10615711252653928,True
