SA1_CODE_2021,New_Zealand_population,total_population,concentration_ratio,is_cluster,Median_rent_weekly,Median_mortgage_repay_monthly,Median_tot_hhd_inc_weekly,Average_household_size,rent_to_income_ratio,mortgage_to_income_ratio,rent_affordability,mortgage_affordability
31606144241,242,2257,0.1072219760744351,True,520,1950,2253,2.9,0.23080337328007103,0.19973368841544606,Affordable,Affordable
30907155747,241,789,0.30544993662864384,True,410,1094,1104,2.3,0.3713768115942029,0.22867892976588627,Moderately_Affordable,Affordable
30901122709,241,1787,0.1348628987129267,True,435,1508,1621,1.9,0.26835286859962987,0.2146822948797039,Affordable,Affordable
50403106822,241,1440,0.1673611111111111,True,430,2160,2255,3.2,0.19068736141906872,0.22104724543748935,Affordable,Affordable
30907155723,241,919,0.2622415669205658,True,440,1733,1983,3.0,0.22188603126575895,0.20167578261375538,Affordable,Affordable
31106133405,241,1269,0.18991331757289204,True,390,1502,1244,2.1,0.3135048231511254,0.27862973039821914,Moderately_Affordable,Affordable
30102100941,241,1757,0.1371656232214001,True,485,2340,2404,3.1,0.20174708818635606,0.22462562396006655,Affordable,Affordable
31004129926,241,1044,0.23084291187739464,True,350,1441,1692,3.6,0.20685579196217493,0.19653573376977632,Affordable,Affordable
31304137312,240,1597,0.15028177833437695,True,325,1237,1178,2.4,0.2758913412563667,0.24232728222541466,Affordable,Affordable
31402138933,240,1430,0.16783216783216784,True,360,1733,1847,2.8,0.19491066594477532,0.21652575902711257,Affordable,Affordable
31004130235,240,1452,0.1652892561983471,True,360,1592,1846,3.6,0.19501625135427952,0.19901658471539294,Affordable,Affordable
31102131020,239,1187,0.2013479359730413,True,420,1876,1985,3.3,0.21158690176322417,0.2180972679713234,Affordable,Affordable
31104157119,239,1120,0.21339285714285713,True,380,1820,1682,3.2,0.2259215219976219,0.2497027348394768,Affordable,Affordable
30103102130,239,1348,0.17729970326409494,True,433,2167,2234,2.8,0.19382273948075202,0.22384821981957165,Affordable,Affordable
31106133023,238,1179,0.2018659881255301,True,340,1343,1316,2.7,0.25835866261398177,0.23550385784428338,Affordable,Affordable
31304137321,238,868,0.27419354838709675,True,325,1083,900,2.1,0.3611111111111111,0.2776923076923077,Moderately_Affordable,Affordable
50403105804,238,2032,0.1171259842519685,True,378,1899,2004,3.1,0.18862275449101795,0.21867802855826807,Affordable,Affordable
30910156220,237,906,0.26158940397350994,True,400,1800,1209,1.8,0.3308519437551696,0.3435770185149838,Moderately_Affordable,Moderately_Affordable
30305107503,237,2213,0.1070944419340262,True,500,2000,2466,3.6,0.20275750202757503,0.18716077110237694,Affordable,Affordable
30907125128,237,1070,0.22149532710280373,True,460,1870,1960,2.9,0.23469387755102042,0.22017268445839874,Affordable,Affordable
