SA1_CODE_2021,Lebanon_population,total_population,concentration_ratio,is_cluster
11903137004,80,786,0.10178117048346055,True
10701154536,80,511,0.15655577299412915,True
11904166922,80,750,0.10666666666666667,True
11904166814,79,663,0.1191553544494721,True
11901157129,79,650,0.12153846153846154,True
12703152323,79,692,0.11416184971098266,True
12501158406,79,653,0.12098009188361408,True
12502147811,79,769,0.10273081924577374,True
12302170311,78,761,0.10249671484888305,True
12701150402,78,680,0.11470588235294117,True
12503171314,78,571,0.13660245183887915,True
11902136710,78,740,0.10540540540540541,True
11902136248,78,652,0.1196319018404908,True
11901157203,78,458,0.1703056768558952,True
20904153016,77,688,0.1119186046511628,True
21005124338,77,495,0.15555555555555556,True
12003167919,77,542,0.14206642066420663,True
11901136143,77,558,0.13799283154121864,True
12003139305,77,768,0.10026041666666667,True
11902166233,77,618,0.12459546925566344,True
12503147905,77,566,0.13604240282685512,True
11903137308,77,522,0.1475095785440613,True
12501158709,77,609,0.12643678160919541,True
12701150412,76,760,0.1,True
11901135440,75,616,0.12175324675324675,True
11901157136,75,669,0.11210762331838565,True
21005124331,75,513,0.14619883040935672,True
12503171609,75,590,0.1271186440677966,True
12503171320,74,690,0.1072463768115942,True
11603131313,74,488,0.15163934426229508,True
11902136234,74,717,0.10320781032078104,True
11904167011,73,659,0.11077389984825493,True
11904138143,73,500,0.146,True
11902166241,71,583,0.12178387650085763,True
12003168110,69,634,0.10883280757097792,True
11901136012,69,631,0.10935023771790808,True
12701172824,69,365,0.18904109589041096,True
11901157135,69,576,0.11979166666666667,True
12503171602,68,635,0.10708661417322834,True
12701150410,68,674,0.10089020771513353,True
12701150405,68,624,0.10897435897435898,True
21005124308,68,485,0.1402061855670103,True
12503147932,67,546,0.1227106227106227,True
11901157140,67,527,0.127134724857685,True
12504148943,67,655,0.10229007633587786,True
12502147709,66,606,0.10891089108910891,True
12503171315,66,626,0.10543130990415335,True
12701150435,64,434,0.14746543778801843,True
21005124307,63,423,0.14893617021276595,True
11901135430,61,404,0.15099009900990099,True
12003139223,61,569,0.10720562390158173,True
11904138106,61,473,0.12896405919661733,True
11902136241,60,481,0.12474012474012475,True
21005124217,59,575,0.10260869565217391,True
11601156027,59,532,0.11090225563909774,True
11901157120,58,466,0.12446351931330472,True
21005154509,57,551,0.10344827586206896,True
11902136237,56,493,0.11359026369168357,True
12503147929,56,423,0.13238770685579196,True
12504171917,56,348,0.16091954022988506,True
11902136244,55,453,0.12141280353200883,True
21005124332,54,424,0.12735849056603774,True
11902157418,54,537,0.1005586592178771,True
11901136020,51,454,0.11233480176211454,True
11902166021,50,471,0.10615711252653928,True
