SA1_CODE_2021,Iraq_population,total_population,concentration_ratio,is_cluster
11303126921,118,884,0.1334841628959276,True
12701150413,118,981,0.12028542303771661,True
12503148434,118,1130,0.10442477876106195,True
21005124714,117,1104,0.10597826086956522,True
21005144322,116,951,0.12197686645636173,True
21005124339,116,717,0.16178521617852162,True
12702151513,115,347,0.3314121037463977,True
21005124308,115,485,0.23711340206185566,True
12703173111,115,1009,0.11397423191278494,True
21005144532,115,1082,0.10628465804066543,True
12701159738,114,700,0.16285714285714287,True
12702151922,114,345,0.33043478260869563,True
12703159924,114,633,0.18009478672985782,True
21005154212,114,702,0.1623931623931624,True
11303126927,113,892,0.1266816143497758,True
31701144716,113,743,0.15208613728129206,True
12702151501,113,432,0.26157407407407407,True
12701159505,113,711,0.1589310829817159,True
12702151316,113,975,0.1158974358974359,True
12702150916,113,595,0.1899159663865546,True
31701144708,112,525,0.21333333333333335,True
21005124720,112,1016,0.11023622047244094,True
21005124210,112,1072,0.1044776119402985,True
12702151812,111,623,0.1781701444622793,True
21005144204,111,818,0.1356968215158924,True
21304146111,111,797,0.13927227101631118,True
12701172933,111,816,0.13602941176470587,True
21005154206,110,780,0.14102564102564102,True
21005154420,110,464,0.23706896551724138,True
12302170310,110,1084,0.1014760147601476,True
12701159401,110,728,0.1510989010989011,True
12701159725,109,989,0.1102123356926188,True
12503148010,109,908,0.12004405286343613,True
31701145713,109,958,0.11377870563674322,True
12702151041,108,573,0.18848167539267016,True
21005154408,108,589,0.1833616298811545,True
20904143302,107,619,0.172859450726979,True
31701145307,107,491,0.21792260692464357,True
31701145310,107,812,0.13177339901477833,True
11303126950,107,861,0.12427409988385599,True
21301133435,106,967,0.10961737331954498,True
12701159730,106,512,0.20703125,True
12702152006,106,545,0.1944954128440367,True
12702151336,106,1053,0.100664767331434,True
21005124221,105,660,0.1590909090909091,True
12703173117,105,691,0.15195369030390737,True
21005124719,104,743,0.13997308209959622,True
11001118645,104,722,0.1440443213296399,True
21005144111,104,1039,0.10009624639076034,True
12702152012,103,578,0.1782006920415225,True
31701145301,103,726,0.1418732782369146,True
12503148438,103,1014,0.10157790927021697,True
12503148014,103,655,0.15725190839694655,True
31701145311,102,559,0.18246869409660108,True
12702151347,102,625,0.1632,True
21301133511,102,845,0.12071005917159763,True
12702150910,101,1008,0.1001984126984127,True
31701144703,101,848,0.11910377358490566,True
12701159707,100,985,0.10152284263959391,True
12701172905,99,879,0.11262798634812286,True
31701144706,99,921,0.10749185667752444,True
12701159502,99,641,0.1544461778471139,True
21005154410,99,781,0.1267605633802817,True
21005144544,98,653,0.15007656967840735,True
31701144607,97,868,0.11175115207373272,True
21005144549,96,723,0.13278008298755187,True
12701159728,96,856,0.11214953271028037,True
12701159420,96,686,0.13994169096209913,True
12702151312,96,860,0.11162790697674418,True
12702151047,95,796,0.11934673366834171,True
12703152209,95,799,0.11889862327909888,True
21005144529,95,789,0.12040557667934093,True
12703152229,95,781,0.12163892445582586,True
21005124639,95,738,0.12872628726287264,True
11603131705,94,648,0.14506172839506173,True
12701159419,94,810,0.11604938271604938,True
12703173110,93,578,0.16089965397923875,True
21304146317,93,870,0.10689655172413794,True
20904152906,93,777,0.11969111969111969,True
21005154509,93,551,0.16878402903811252,True
21005144107,93,692,0.13439306358381503,True
21005144538,93,887,0.10484780157835401,True
12701159432,92,513,0.1793372319688109,True
12702151325,92,816,0.11274509803921569,True
11701132325,91,740,0.12297297297297298,True
12702151042,91,712,0.12780898876404495,True
21301133428,91,864,0.10532407407407407,True
12702151203,91,648,0.1404320987654321,True
21005154404,90,622,0.14469453376205788,True
11001118634,90,474,0.189873417721519,True
31701144707,90,646,0.1393188854489164,True
21005124217,90,575,0.1565217391304348,True
12703173120,88,523,0.1682600382409178,True
12701159746,88,717,0.12273361227336123,True
12701159402,88,477,0.18448637316561844,True
21003123729,88,846,0.10401891252955082,True
11603131748,88,653,0.13476263399693722,True
11603131751,87,722,0.12049861495844875,True
21005154403,87,785,0.11082802547770701,True
12703152216,86,685,0.12554744525547445,True
11303127017,86,609,0.1412151067323481,True
12702150921,86,709,0.12129760225669958,True
12702150930,85,727,0.11691884456671252,True
21301133402,85,780,0.10897435897435898,True
12702152013,85,555,0.15315315315315314,True
12702152007,85,557,0.1526032315978456,True
31701145404,85,732,0.11612021857923498,True
21304157202,85,809,0.10506798516687268,True
12701172734,84,689,0.12191582002902758,True
21005124310,84,791,0.10619469026548672,True
12702151409,83,538,0.15427509293680297,True
12703159915,83,541,0.1534195933456562,True
21005144217,82,608,0.13486842105263158,True
12503148030,82,800,0.1025,True
20904122313,82,749,0.10947930574098798,True
21301156910,82,770,0.10649350649350649,True
21005124702,81,809,0.10012360939431397,True
21005154423,81,755,0.10728476821192053,True
31701144606,81,649,0.12480739599383667,True
21005144531,81,766,0.10574412532637076,True
20904143306,80,740,0.10810810810810811,True
20904143716,80,703,0.11379800853485064,True
20904153021,80,579,0.1381692573402418,True
12703173024,80,607,0.13179571663920922,True
21005144324,80,659,0.12139605462822459,True
21301133224,79,599,0.1318864774624374,True
21005144533,79,618,0.127831715210356,True
21005144535,79,601,0.1314475873544093,True
12701159715,78,518,0.15057915057915058,True
12703152227,78,733,0.10641200545702592,True
21005144114,77,736,0.10461956521739131,True
21005144227,77,718,0.10724233983286909,True
12703159919,76,687,0.11062590975254731,True
12702151048,76,743,0.10228802153432032,True
21005144210,75,529,0.14177693761814744,True
31701145627,75,726,0.10330578512396695,True
12702150922,75,705,0.10638297872340426,True
12503148002,75,642,0.11682242990654206,True
11103123120,74,652,0.11349693251533742,True
12702151236,74,737,0.10040705563093623,True
31701144618,74,700,0.10571428571428572,True
12702150926,74,501,0.14770459081836326,True
12701159716,74,620,0.11935483870967742,True
12701150402,73,680,0.10735294117647058,True
12701159425,73,618,0.11812297734627832,True
12501158227,72,492,0.14634146341463414,True
11001118613,72,685,0.10510948905109489,True
21005144108,72,687,0.10480349344978165,True
21005144327,71,450,0.15777777777777777,True
11701163411,71,710,0.1,True
21005144321,71,558,0.12724014336917563,True
12701159315,70,615,0.11382113821138211,True
12702151321,69,658,0.10486322188449848,True
21005124729,68,435,0.15632183908045977,True
12701150421,67,596,0.11241610738255034,True
21005124337,66,643,0.1026438569206843,True
12701150433,66,650,0.10153846153846154,True
12501158412,65,588,0.11054421768707483,True
11603131724,65,644,0.10093167701863354,True
31701145636,65,309,0.21035598705501618,True
12701159318,64,574,0.11149825783972125,True
12302170315,62,555,0.11171171171171171,True
12703173119,62,610,0.10163934426229508,True
21005124227,62,553,0.11211573236889692,True
12701159516,61,560,0.10892857142857143,True
12701159314,61,538,0.11338289962825279,True
21304146334,61,559,0.10912343470483005,True
12702150928,60,346,0.17341040462427745,True
11701132312,60,587,0.10221465076660988,True
21203156209,59,542,0.1088560885608856,True
21005124730,59,405,0.145679012345679,True
21005124342,59,527,0.11195445920303605,True
12703173320,57,554,0.10288808664259928,True
11303126943,57,463,0.12311015118790497,True
21301156901,57,541,0.10536044362292052,True
21005144315,57,554,0.10288808664259928,True
12703152235,56,520,0.1076923076923077,True
12702151049,56,473,0.11839323467230443,True
21005144528,56,512,0.109375,True
12702151028,55,316,0.17405063291139242,True
11303126925,54,503,0.1073558648111332,True
21005124302,53,391,0.13554987212276215,True
12702151208,53,484,0.10950413223140495,True
12701159308,52,482,0.1078838174273859,True
12702151330,52,513,0.10136452241715399,True
21005144222,51,496,0.1028225806451613,True
12703173202,50,441,0.11337868480725624,True
